canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
08383 - Store # 8383 Taunton,workplace,"","","","",https://stores.hannaford.com/ma/taunton/8383,508-828-3940,"","",Taunton,MA,"","","","","","","",website;public_phone,https://stores.hannaford.com/ma/taunton/8383,Hannaford,Taunton Hannaford Store 8383,2026-08-17,"",4,contact_page,manual:round4:08383-store-8383-taunton:012:2026-08-17,manual,verified
Commonwealth Alternative Care,workplace,"","","","",https://ingoodhealthma.com/,508-682-1510,"","",Taunton,MA,"","","","","","","",website;public_phone,https://ingoodhealthma.com/our-featured-brands/commonwealth/,In Good Health,Commonwealth Alternative Care,2026-08-17,"",4,contact_page,manual:round4:commonwealth-alternative-care:013:2026-08-17,manual,verified
Commonwealth Alternative Care-Brockton,workplace,"","","","",https://ingoodhealthma.com/,508-682-1510,"","",Brockton,MA,"","","","","","","",website;public_phone,https://ingoodhealthma.com/our-featured-brands/commonwealth/,In Good Health,Commonwealth Alternative Care,2026-08-17,"",4,contact_page,manual:round4:commonwealth-alternative-care-brockton:014:2026-08-17,manual,verified
SICK Stoughton,workplace,"","","","",https://www.sick.com/us/en/,800-325-7425,info@sick.com,"",Stoughton,MA,"","","","","","","",website;public_phone;public_email,https://www.sick.com/us/en/contact/w/contactflyout_general_contacts,SICK,Contact,2026-08-17,"",4,contact_page,manual:round4:sick-stoughton:015:2026-08-17,manual,verified
Smith+ Nephew Inc.    Mansfield,workplace,"","","","",https://www.smith-nephew.com/en-us/,800-343-5717,endocustomerservice.global@smith-nephew.com,"",Mansfield,MA,"","","","","","","",website;public_phone;public_email,https://www.smith-nephew.com/en-US/us-resources-final/customer-service,Smith+Nephew,Customer Service,2026-08-17,"",4,contact_page,manual:round4:smith-nephew-inc-mansfield:016:2026-08-17,manual,verified
Polar Elm St,workplace,"","","","",https://polarbeverages.com/,800-734-9800,"","",Bridgewater,MA,"","","","","","","",website;public_phone,https://polarclassics.com/,Polar Beverages,Polar Classics,2026-08-17,"",4,official_organization_page,manual:round4:polar-elm-st:017:2026-08-17,manual,verified
Mystic Scenic Studios,workplace,"","","","",https://www.mysticcustomfabrication.com/,781-948-1800,sales@mysticscenic.com,"",Norwood,MA,"","","","","","","",website;public_phone;public_email,https://www.mysticcustomfabrication.com/contact,Mystic Custom Fabrication,Contact,2026-08-17,"",4,contact_page,manual:round4:mystic-scenic-studios:018:2026-08-17,manual,verified
Precision for Medicine Mansfield Massachusetts,workplace,"","","","",https://www.precisionformedicine.com/,"","","",Mansfield,MA,"","","","","","","",website,https://www.precisionformedicine.com/contact-us,Precision for Medicine,Contact Us,2026-08-17,"",4,contact_page,manual:round4:precision-for-medicine-mansfield-massachusetts:019:2026-08-17,manual,verified
Holtec Decommissioning International Pilgrim Station,workplace,"","","","",https://holtecinternational.com/,"","","",Plymouth,MA,"","","","","","","",website,https://holtecinternational.com/contact-us/,Holtec International,Contact Us,2026-08-17,"",4,contact_page,manual:round4:holtec-decommissioning-international-pilgrim-station:020:2026-08-17,manual,verified
InvaGen Pharmaceutical Inc. Unit 4,workplace,"","","","",https://www.cipla.com/,"","","",Fall River,MA,"","","","","","","",website,https://careers.cipla.com/job/Fall-River-Packaging-Operator-I-2nd-Shift-Mass/1329583266/,Cipla,InvaGen Fall River Facility,2026-08-17,"",4,official_organization_page,manual:round4:invagen-pharmaceutical-inc-unit-4:021:2026-08-17,manual,verified
InvaGen Pharmaceutical Inc. Unit 5,workplace,"","","","",https://www.cipla.com/,"","","",Fall River,MA,"","","","","","","",website,https://careers.cipla.com/job/Fall-River-Packaging-Operator-I-2nd-Shift-Mass/1329583266/,Cipla,InvaGen Fall River Facility,2026-08-17,"",4,official_organization_page,manual:round4:invagen-pharmaceutical-inc-unit-5:022:2026-08-17,manual,verified
Taco Fall River,workplace,"","","","",https://www.tacocomfort.com/,508-675-7300,"","",Fall River,MA,"","","","","","","",website;public_phone,https://www.tacocomfort.com/documents/FileLibrary/PFPFDW_202-011.pdf,Taco Comfort Solutions,Fall River Facility,2026-08-17,"",4,official_organization_page,manual:round4:taco-fall-river:023:2026-08-17,manual,verified
Therapedic of New England - Brockton,workplace,"","","","",https://www.therapedic.com/,508-559-9944,"","",Brockton,MA,"","","","","","","",website;public_phone,https://www.therapedic.com/contact-us/,Therapedic,Contact Us,2026-08-17,"",4,contact_page,manual:round4:therapedic-of-new-england-brockton:024:2026-08-17,manual,verified
"New England Safety Systems, Inc",workplace,"","","","",https://www.ne-ss.com/,508-880-2545,"","",Taunton,MA,"","","","","","","",website;public_phone,https://www.ne-ss.com/,New England Safety Systems,New England Safety Systems,2026-08-17,"",4,official_organization_page,manual:round4:new-england-safety-systems-inc:025:2026-08-17,manual,verified
White Equipment Leasing Company,workplace,"","","","",https://www.jfwhite.com/,617-454-1761,info@jfwhite.com,"",Stoughton,MA,"","","","","","","",website;public_phone;public_email,https://www.jfwhite.com/html/OurC-Equipment.html,J.F. White Contracting,Equipment,2026-08-17,"",4,official_organization_page,manual:round4:white-equipment-leasing-company:026:2026-08-17,manual,verified
"00051499-122 TURTLE   HUGHES, INC. - STOUGHTON MA",workplace,"","","","",https://www.turtle.com/,866-397-8463,"","",Stoughton,MA,"","","","","","","",website;public_phone,https://www.turtle.com/contact-us/,Turtle,Contact Us,2026-08-17,"",4,contact_page,manual:round4:00051499-122-turtle-hughes-inc-stoughton-ma:027:2026-08-17,manual,verified
"Emond Plumbing and Heating, INC.",workplace,"","","","",https://www.emondplumbingandheating.com/,508-880-0580,info@emondplumbing.net,"",Taunton,MA,"","","","","","","",website;public_phone;public_email,https://www.emondplumbingandheating.com/contact-us,Emond Plumbing & Heating,Contact Us,2026-08-17,"",4,contact_page,manual:round4:emond-plumbing-and-heating-inc:028:2026-08-17,manual,verified
Eversource - 50 Duchaine Bkvd,workplace,"","","","",https://www.eversource.com/,800-592-2000,"","",New Bedford,MA,"","","","","","","",website;public_phone,https://www.eversource.com/content/business/contact-us,Eversource,Business Contact Us,2026-08-17,"",4,contact_page,manual:round4:eversource-50-duchaine-bkvd:029:2026-08-17,manual,verified
Eversource - Plymouth,workplace,"","","","",https://www.eversource.com/,800-592-2000,"","",Plymouth,MA,"","","","","","","",website;public_phone,https://www.eversource.com/content/business/contact-us,Eversource,Business Contact Us,2026-08-17,"",4,contact_page,manual:round4:eversource-plymouth:030:2026-08-17,manual,verified
Eversource - Belmont St,workplace,"","","","",https://www.eversource.com/,800-592-2000,"","",Brockton,MA,"","","","","","","",website;public_phone,https://www.eversource.com/content/business/contact-us,Eversource,Business Contact Us,2026-08-17,"",4,contact_page,manual:round4:eversource-belmont-st:031:2026-08-17,manual,verified
J.C. Higgins Corp.,workplace,"","","","",https://jchigginscorp.com/,781-341-1500,"","",Stoughton,MA,"","","","","","","",website;public_phone,https://jchigginscorp.com/,J.C. Higgins Corp.,J.C. Higgins Corp.,2026-08-17,"",4,official_organization_page,manual:round4:j-c-higgins-corp:032:2026-08-17,manual,verified
"Creative Extrusion & Technologies, Inc.",workplace,"","","","",https://creativeet.com/,508-587-2290,sales@creativeet.com,"",Brockton,MA,"","","","","","","",website;public_phone;public_email,https://creativeet.com/contact-us/,Creative Extrusion & Technologies,Contact Us,2026-08-17,"",4,contact_page,manual:round4:creative-extrusion-technologies-inc:033:2026-08-17,manual,verified
Heritage Restoration LLC,workplace,"","","","",https://heritageri.com/,781-878-2461,info@heritageri.com,"",Rockland,MA,"","","","","","","",website;public_phone;public_email,https://heritageri.com/contact-us/,Heritage Restoration,Contact Us,2026-08-17,"",4,contact_page,manual:round4:heritage-restoration-llc:034:2026-08-17,manual,verified
WES Construction Corp.,workplace,"","","","",https://www.wesconstructioncorp.com/,781-294-1080,estimating@wesconstructioncorp.com,"",Halifax,MA,"","","","","","","",website;public_phone;public_email,https://www.wesconstructioncorp.com/contact/,WES Construction,Contact,2026-08-17,"",4,contact_page,manual:round4:wes-construction-corp:035:2026-08-17,manual,verified
Rens Welding & Fabricating Inc.,workplace,"","","","",https://www.renswelding.com/,508-828-1702,info@renswelding.com,"",Taunton,MA,"","","","","","","",website;public_phone;public_email,https://www.renswelding.com/contact/,Rens Welding & Fabricating,Contact,2026-08-17,"",4,contact_page,manual:round4:rens-welding-fabricating-inc:036:2026-08-17,manual,verified
Xquisite Landscaping,workplace,"","","","",https://www.xquisitelandscaping.com/,781-318-7070,info@xquisitelandscaping.com,"",Stoughton,MA,"","","","","","","",website;public_phone;public_email,https://www.xquisitelandscaping.com/get-in-touch,Xquisite Landscaping,Get in Touch,2026-08-17,"",4,contact_page,manual:round4:xquisite-landscaping:037:2026-08-17,manual,verified
ORCO FALL RIVER,workplace,"","","","",https://www.organicdye.com/,401-406-4164,"","",Fall River,MA,"","","","","","","",website;public_phone,https://www.organicdye.com/wp-content/uploads/2024/07/bolger-aquisition-letter-head-draft-073024-pdf.pdf,Organic Dyes and Pigments,ORCO Acquisition Announcement,2026-08-17,2024-07-30,4,official_organization_page,manual:round4:orco-fall-river:038:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc 314 Broadway Street, Taunton, MA",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Taunton,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-314-broadway-street-taunton-m:039:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc 845 Albany Street, Boston",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Weymouth,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-845-albany-street-boston:040:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc. 11 Garden Park, Braintree, MA",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Braintree,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-11-garden-park-braintree-ma:041:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc. 1555 Main Street, Brockton",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Brockton,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-1555-main-street-brockton:042:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc. 16 R Obery Street, Plymouth, MA",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Plymouth,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-16-r-obery-street-plymouth-ma:043:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc. 20 Mill Lane, Braintree, MA",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Braintree,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-20-mill-lane-braintree-ma:044:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc. 213 Theodore Rice Blvd, New Bedford, MA",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",New Bedford,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-213-theodore-rice-blvd-new-be:045:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc. 225 North Montello Street, Brockton",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Brockton,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-225-north-montello-street-bro:046:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc. 275 Hancock Street, Quincy, MA",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Quincy,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-275-hancock-street-quincy-ma:047:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc. 336 Wier Street, Taunton, MA",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Taunton,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-336-wier-street-taunton-ma:048:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc. 365 Washington Street, Quincy, MA",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Quincy,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-365-washington-street-quincy-:049:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc. 72 Minott Ave, Wareham, MA",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Wareham,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-72-minott-ave-wareham-ma:050:2026-08-17,manual,verified
"Brewster Ambulance Service, Inc.25 Main Street, Weymouth, MA",workplace,"","","","",https://www.brewsterambulance.com/,781-562-3060,info@brewsterambulance.com,"",Weymouth,MA,"","","","","","","",website;public_phone;public_email,https://www.brewsterambulance.com/contact-us/,Brewster Ambulance Service,Contact Us,2026-08-17,"",4,contact_page,manual:round4:brewster-ambulance-service-inc-25-main-street-weymouth-ma:051:2026-08-17,manual,verified
Commonwealth Liquid Products - Fall River,workplace,"","","","",https://www.cstsoap.com/,508-676-9355,info@cstsoap.com,"",Fall River,MA,"","","","","","","",website;public_phone;public_email,https://www.cstsoap.com/about/,Commonwealth Soap & Toiletries,Our Legacy of Excellence,2026-08-17,"",4,official_organization_page,manual:round4:commonwealth-liquid-products-fall-river:052:2026-08-17,manual,verified
New England Plastics Corp-Thermo Div,workplace,"","","","",http://www.newenglandplastics.com/,781-933-6004,"","",New Bedford,MA,"","","","","","","",website;public_phone,https://www.commbuys.com/bso/external/vendor/vendorProfileAddressInfo.sdo?external=true&vendorId=221309,COMMBUYS,New England Plastics Corp Vendor Profile,2026-08-17,"",5,public_registry,manual:round4:new-england-plastics-corp-thermo-div:053:2026-08-17,manual,verified
"ROBBINS MANUFACTURING COMPANY, INC.",workplace,"","","","","",508-675-2555,"","",Fall River,MA,"","","","","","","",public_phone,https://members.onesouthcoast.com/list/member/robbins-manufacturing-co-inc-520283,One SouthCoast Chamber,"Robbins Manufacturing Co., Inc.",2026-08-17,"",3,reliable_secondary,manual:round4:robbins-manufacturing-company-inc:054:2026-08-17,manual,verified
"Robbins Mfg. Co., Inc",workplace,"","","","","",508-675-2555,"","",Fall River,MA,"","","","","","","",public_phone,https://members.onesouthcoast.com/list/member/robbins-manufacturing-co-inc-520283,One SouthCoast Chamber,"Robbins Manufacturing Co., Inc.",2026-08-17,"",3,reliable_secondary,manual:round4:robbins-mfg-co-inc:055:2026-08-17,manual,verified
Skylinc Inc.,workplace,"","","","",https://www.skylincwireless.com/,"",mgmt@skylincwireless.com,"",Fall River,MA,"","","","","","","",website;public_email,https://www.skylincwireless.com/,Skylinc Wireless,Skylinc Wireless,2026-08-17,"",4,official_organization_page,manual:round4:skylinc-inc:056:2026-08-17,manual,verified
"Seatrade International, LLC - New Bedford",workplace,"","","","",http://www.seatrade-international.com/,774-305-4948,"","",New Bedford,MA,"","","","","","","",website;public_phone,https://www.seafoodsource.com/supplier-directory/seatrade-international,SeafoodSource,Seatrade International,2026-08-17,"",3,reliable_secondary,manual:round4:seatrade-international-llc-new-bedford:057:2026-08-17,manual,verified
CDF Corporation 57,workplace,"","","","",https://www.cdf1.com/,800-443-1920,sales@cdf1.com,"",Plymouth,MA,"","","","","","","",website;public_phone;public_email,https://1984976.fs1.hubspotusercontent-na1.net/hubfs/1984976/Customer%20Success%20Stories/CDF%20Customer%20Success%20Story%20-%20Reliable%20IBC%20Liners%202024.pdf,CDF Corporation,Customer Success Story,2026-08-17,"",4,official_organization_page,manual:round4:cdf-corporation-57:058:2026-08-17,manual,verified
425 - Cardinal Health,workplace,"","","","",https://www.cardinalhealth.com/,"","","",Mansfield,MA,"","","","","","","",website,https://www.accessdata.fda.gov/scrIpts/cdrh/cfdocs/cfRL/rl.cfm?rid=16731,U.S. Food and Drug Administration,Cardinal Health Establishment Registration,2026-08-17,"",5,public_registry,manual:round4:425-cardinal-health:059:2026-08-17,manual,verified
Cardinal Health MA-Mansfield,workplace,"","","","",https://www.cardinalhealth.com/,"","","",Mansfield,MA,"","","","","","","",website,https://www.accessdata.fda.gov/scrIpts/cdrh/cfdocs/cfRL/rl.cfm?rid=16731,U.S. Food and Drug Administration,Cardinal Health Establishment Registration,2026-08-17,"",5,public_registry,manual:round4:cardinal-health-ma-mansfield:060:2026-08-17,manual,verified
Pratt & Whitney Engine Services,workplace,"","","","",https://www.prattwhitney.com/,800-565-0140,"","",Norwood,MA,"","","","","","","",website;public_phone,https://links.prattwhitney.com/i-a-e/support.html,Pratt & Whitney,Comprehensive Customer Support,2026-08-17,"",4,contact_page,manual:round4:pratt-whitney-engine-services:061:2026-08-17,manual,verified
MassDEP SERO,workplace,"","","","",https://www.mass.gov/orgs/massachusetts-department-of-environmental-protection,508-946-2700,"","",Lakeville,MA,"","","","","","","",website;public_phone,https://www.mass.gov/doc/massdep-southeast-regional-office-directory/download,Massachusetts Department of Environmental Protection,Southeast Regional Office Directory,2026-08-17,"",5,public_registry,manual:round4:massdep-sero:062:2026-08-17,manual,verified
BOSTON SAFETY TRAINING INC.,workplace,"","","","",https://www.bostonsafetytraining.com/,508-272-8815,safety@bostonsafetytraining.com,"",Abington,MA,"","","","","","","",website;public_phone;public_email,https://www.bostonsafetytraining.com/contact,Boston Safety Training,Contact,2026-08-17,"",4,contact_page,manual:round4:boston-safety-training-inc:063:2026-08-17,manual,verified
"NOBLE SUPPLY & LOGISTICS, LLC",workplace,"","","","",https://www.noble.com/,877-999-1911,support@noble.com,"",Rockland,MA,"","","","","","","",website;public_phone;public_email,https://www.noble.com/customer-info,NOBLE,Customer Info,2026-08-17,"",4,contact_page,manual:round4:noble-supply-logistics-llc:064:2026-08-17,manual,verified
Saab Inc. - Quincy,workplace,"","","","",https://www.saab.com/,"","","",Quincy,MA,"","","","","","","",website,https://www.saab.com/markets/united-states/about,Saab,About Saab in the United States,2026-08-17,"",4,official_organization_page,manual:round4:saab-inc-quincy:065:2026-08-17,manual,verified
Dairyland Produce/Sid Wainer,workplace,"","","","",http://www.sidwainer.com/,508-999-6408,"","",New Bedford,MA,"","","","","","","",website;public_phone,https://members.onesouthcoast.com/list/member/sid-wainer-son-1393,One SouthCoast Chamber,Sid Wainer & Son,2026-08-17,"",3,reliable_secondary,manual:round4:dairyland-produce-sid-wainer:066:2026-08-17,manual,verified
Residence at Five Corners,workplace,"","","","",https://www.lcbseniorliving.com/communities/residence-at-five-corners/,508-594-3309,"","",Easton,MA,"","","","","","","",website;public_phone,https://www.lcbseniorliving.com/communities/residence-at-five-corners/,LCB Senior Living,The Residence at Five Corners,2026-08-17,"",4,official_organization_page,manual:round4:residence-at-five-corners:067:2026-08-17,manual,verified
DMR Corp dba Route 44 Toyota,workplace,"","","","",https://www.route44toyota.com/,508-824-4044,"","",Raynham,MA,"","","","","","","",website;public_phone,https://www.toyota.com/dealers/massachusetts/raynham/02767/route-44-toyota/,Toyota,Route 44 Toyota,2026-08-17,"",4,official_organization_page,manual:round4:dmr-corp-dba-route-44-toyota:068:2026-08-17,manual,verified
Everett's Auto Parts,workplace,"","","","",https://www.everettsautoparts.com/,508-583-7478,"","",Brockton,MA,"","","","","","","",website;public_phone,https://www.everettsautoparts.com/,Everett's Auto Parts,Everett's Auto Parts,2026-08-17,"",4,official_organization_page,manual:round4:everett-s-auto-parts:069:2026-08-17,manual,verified
JDC Demo & Abatement LLC,workplace,"","","","",https://jdc-demo-abatement.com/,508-427-6441,"","",Brockton,MA,"","","","","","","",website;public_phone,https://safer.fmcsa.dot.gov/query.asp?query_param=USDOT&query_string=2960477&query_type=queryCarrierSnapshot&searchtype=ANY,Federal Motor Carrier Safety Administration,JDC Demolition Company Snapshot,2026-08-17,"",5,public_registry,manual:round4:jdc-demo-abatement-llc:070:2026-08-17,manual,verified
Romeiro's Landscaping,workplace,"","","","",https://www.romeiroslandscaping.com/,781-297-5201,info@romeiroslandscaping.com,"",Stoughton,MA,"","","","","","","",website;public_phone;public_email,https://www.romeiroslandscaping.com/contact,Romeiro's Landscaping,Contact Us,2026-08-17,"",4,contact_page,manual:round4:romeiro-s-landscaping:071:2026-08-17,manual,verified
Vicentes Liquor and Tropical Grocery,workplace,"","","","",https://www.vicentessupermarket.com/,508-580-0296,"","",Brockton,MA,"","","","","","","",website;public_phone,https://maps.apple.com/place?place-id=I456BBDEF52E8BD3E,Apple Maps,Vicente's Super Market,2026-08-17,"",3,reliable_secondary,manual:round4:vicentes-liquor-and-tropical-grocery:072:2026-08-17,manual,verified
Vicentes Supermarket Corp,workplace,"","","","",https://www.vicentessupermarket.com/,508-857-4143,"","",Brockton,MA,"","","","","","","",website;public_phone,https://maps.apple.com/place?place-id=IF0542D2157405A6F,Apple Maps,Vicente's Supermarket,2026-08-17,"",3,reliable_secondary,manual:round4:vicentes-supermarket-corp:073:2026-08-17,manual,verified
Webster Park Operator LLC,workplace,"","","","",https://websterparkhealthcare.com/,781-871-0555,admissions@websterparkhealthcare.com,"",Rockland,MA,"","","","","","","",website;public_phone;public_email,https://websterparkhealthcare.com/contact/,Webster Park Rehabilitation & Healthcare Center,Contact,2026-08-17,"",4,contact_page,manual:round4:webster-park-operator-llc:074:2026-08-17,manual,verified
"KINSMAN ELECTRICAL SERVICES, INC.",workplace,"","","","",https://kinsmanelectric.com/,508-291-0880,kinsmanelectrical@gmail.com,"",Wareham,MA,"","","","","","","",website;public_phone;public_email,https://kinsmanelectric.com/contact-us,Kinsman Electrical Services,Contact Details,2026-08-17,"",4,contact_page,manual:round4:kinsman-electrical-services-inc:075:2026-08-17,manual,verified
"AVO Fence & Supply, Plymouth MA",workplace,"","","","",https://www.avofenceandsupply.com/,508-833-3000,"","",Plymouth,MA,"","","","","","","",website;public_phone,https://www.avofenceandsupply.com/about/,AVO Fence & Supply,About Us,2026-08-17,"",4,official_organization_page,manual:round4:avo-fence-supply-plymouth-ma:076:2026-08-17,manual,verified
