canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Asian Task Force Against Domestic Violence","survivor_support_nonprofit","Multilingual domestic-violence survivor services, housing, advocacy, education, and prevention for Asian communities","","","","https://www.atask.org/","617-338-2350","info@atask.org","PO Box 120108","Boston","MA","02112","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.atask.org/contact/","Asian Task Force Against Domestic Violence","Contact","2026-08-18","","4","official_organization_page","manual:round18:asian-task-force-against-domestic-violence:001:2026-08-18","manual","verified"
"Massachusetts Department of Industrial Accidents Fall River Office","government_workers_compensation_office","Workers' compensation claims administration, dispute resolution, employer guidance, and injured-worker information","","","","https://www.mass.gov/locations/dia-fall-river-office","508-676-3406","","1 Father DeValles Boulevard 3rd Floor","Fall River","MA","02723","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/locations/dia-fall-river-office","Commonwealth of Massachusetts","DIA Fall River Office","2026-08-18","","4","official_government_page","manual:round18:massachusetts-dia-fall-river-office:001:2026-08-18","manual","verified"
"Rhode Island Department of Labor and Training Workers' Compensation Division","government_workers_compensation_program","Workers' compensation education, claims oversight, compliance, dispute support, and public guidance","","","","https://dlt.ri.gov/workers-compensation","401-462-8100","dlt.wcedcunit@dlt.ri.gov","1511 Pontiac Avenue","Cranston","RI","02920","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://dlt.ri.gov/workers-compensation","Rhode Island Department of Labor and Training","Workers' Compensation","2026-08-18","","4","official_government_page","manual:round18:rhode-island-dlt-workers-compensation:001:2026-08-18","manual","verified"
"Arrigan Rehabilitation Center","public_rehabilitation_center","Vocational and physical rehabilitation services for Rhode Island workers with compensable injuries","","","","https://dlt.ri.gov/workers-compensation/arrigan-rehabilitation-center","401-243-1200","","249 Blackstone Boulevard","Providence","RI","02906","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://dlt.ri.gov/workers-compensation/arrigan-rehabilitation-center","Rhode Island Department of Labor and Training","Arrigan Rehabilitation Center","2026-08-18","","4","official_government_page","manual:round18:arrigan-rehabilitation-center:001:2026-08-18","manual","verified"
"Massachusetts Occupational Health Surveillance Program","occupational_health_program","Work-related injury and illness surveillance, prevention, research, reporting, and employer and worker resources","","","","https://www.mass.gov/orgs/occupational-health-surveillance-program","617-624-5632","","250 Washington Street 4th Floor","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/orgs/occupational-health-surveillance-program","Commonwealth of Massachusetts","Occupational Health Surveillance Program","2026-08-18","","4","official_government_page","manual:round18:massachusetts-occupational-health-surveillance-program:001:2026-08-18","manual","verified"
"Rhode Island Workers' Compensation Court","workers_compensation_court","Workers' compensation adjudication, mediation, appeals, case administration, and public court information","","","","https://www.courts.ri.gov/Courts/workerscompensationcourt/Pages/default.aspx","401-458-5000","","1 Dorrance Plaza","Providence","RI","02903","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.courts.ri.gov/courts/workerscompensationcourt/pages/administrative%20contacts.aspx","Rhode Island Judiciary","Workers' Compensation Court Administrative Contacts","2026-08-18","","4","official_government_page","manual:round18:rhode-island-workers-compensation-court:001:2026-08-18","manual","verified"
"Massachusetts SafetyWorks Public-Sector Workplace Safety Program","government_worker_safety_program","Public-sector workplace safety consultation, injury prevention, hazard assessment, training, and technical assistance","","","","https://www.mass.gov/info-details/safetyworks-consultation","508-616-0461","safepublicworkplacemailbox@mass.gov","72 School Street","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/info-details/safetyworks-resources","Commonwealth of Massachusetts","SafetyWorks Resources","2026-08-18","","4","official_government_page","manual:round18:massachusetts-safetyworks-public-sector:001:2026-08-18","manual","verified"
"The Labor Guild","labor_education_nonprofit","Labor education, collective-bargaining training, arbitration education, worker leadership, and labor-management programs","","","","https://laborguild.com/","781-340-7887","office@laborguild.com","66 Brooks Drive","Braintree","MA","02184","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://laborguild.com/privacy-policy/","The Labor Guild","Privacy Policy and Contact Information","2026-08-18","","4","official_organization_page","manual:round18:the-labor-guild:001:2026-08-18","manual","verified"
"Rhode Island Institute for Labor Studies and Research","labor_education_nonprofit","Labor education, workforce development, workplace safety, English-language learning, and worker training","","","","https://www.riilsr.org/","401-463-9900","","1540 Pontiac Avenue Suite A","Cranston","RI","02920","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.riilsr.org/staff-list","Rhode Island Institute for Labor Studies and Research","Staff and Office Contact","2026-08-18","","4","official_organization_page","manual:round18:rhode-island-institute-labor-studies-research:001:2026-08-18","manual","verified"
"Massachusetts Coalition of Police","labor_union","Police and public-safety dispatcher labor representation, legal support, peer wellness, training, and advocacy","","","","https://www.masscop.org/","508-581-9336","info@masscop.org","PO Box 768","Millbury","MA","01527","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.masscop.org/about-us/","Massachusetts Coalition of Police","About Us","2026-08-18","","4","official_union_page","manual:round18:massachusetts-coalition-police:001:2026-08-18","manual","verified"
"Rhode Island Brotherhood of Correctional Officers","labor_union","Correctional-officer labor representation, workplace safety advocacy, collective bargaining, and member support","","","","","401-943-4110","","PO Box 8273","Cranston","RI","02920","","","","active","1","1","canonical_name;organization_type;industry;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.rilegislature.gov/Special/comdoc/House%20Judiciary%202024/04-11-2024--H7637--Richard%20Ferruccio%2C%20RI%20Brotherhood%20of%20Correctional%20Officers.pdf","Rhode Island General Assembly","Rhode Island Brotherhood of Correctional Officers Testimony","2026-08-18","2024-04-11","4","official_government_document","manual:round18:rhode-island-brotherhood-correctional-officers:001:2026-08-18","manual","verified"
"United Nurses and Allied Professionals","labor_union","Nurse and allied-health worker representation, collective bargaining, workplace advocacy, and professional support","","","","https://unap.org/","401-831-3647","","375 Branch Avenue","Providence","RI","02904","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://unap.org/about/contact-us/","United Nurses and Allied Professionals","Contact Us","2026-08-18","","4","official_union_page","manual:round18:united-nurses-allied-professionals:001:2026-08-18","manual","verified"
"Boston Newspaper Guild","labor_union","Newsroom, publishing, advertising, technology, circulation, and media-worker representation","The NewsGuild-CWA","31245","","https://thebostonnewspaperguild.wordpress.com/","617-773-3232","office@bgol.org","47 Willard Street","Quincy","MA","02169","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://thebostonnewspaperguild.wordpress.com/","Boston Newspaper Guild","Boston Newspaper Guild Contact","2026-08-18","","4","official_union_page","manual:round18:boston-newspaper-guild:001:2026-08-18","manual","verified"
"Harvard Union of Clerical and Technical Workers AFSCME Local 3650","labor_union","Clerical, technical, administrative, medical, research, and professional staff representation","AFSCME","3650","","https://huctw.org/","617-661-8289","huctw.info@huctw.org","131 Mount Auburn Street 2nd Floor","Cambridge","MA","02138","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://huctw.org/about-us/contact-huctw","Harvard Union of Clerical and Technical Workers","Contact the HUCTW Office","2026-08-18","","4","official_union_page","manual:round18:harvard-union-clerical-technical-workers:001:2026-08-18","manual","verified"
"Boston Musicians' Association AFM Local 9-535","labor_union","Professional musician representation, contracts, wage standards, benefits, workplace advocacy, and member services","American Federation of Musicians","9-535","","https://www.bostonmusicians.org/","617-670-2224","local9-535@afm.org","73 Hemenway Street Suite D","Boston","MA","02115","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://members.afm.org/locals/info/number/9-535","American Federation of Musicians","Boston Musicians' Association Local 9-535","2026-08-18","","4","official_union_directory","manual:round18:boston-musicians-association-afm-local-9-535:001:2026-08-18","manual","verified"
"Providence Federation of Musicians AFM Local 198-457","labor_union","Professional musician representation, contracts, wage standards, benefits, workplace advocacy, and member services","American Federation of Musicians","198-457","","https://promusicri.org/","401-780-6887","local198-457@afm.org","172 Longfellow Street","Providence","RI","02907","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.afm.org/en/locals/providence-federation-of-musicians/","American Federation of Musicians","Providence Federation of Musicians","2026-08-18","","4","official_union_directory","manual:round18:providence-federation-musicians-afm-local-198-457:001:2026-08-18","manual","verified"
"MIT Graduate Student Union UE Local 256","labor_union","Graduate research, teaching, and instructional worker representation, collective bargaining, workplace safety, and benefits advocacy","United Electrical, Radio and Machine Workers of America","256","","https://mitgsu.org/","","contact@mitgsu.org","872 Massachusetts Avenue Suite 2-8","Cambridge","MA","02139","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://mitgsu.org/","MIT Graduate Student Union","MIT Graduate Student Union","2026-08-18","","4","official_union_page","manual:round18:mit-graduate-student-union-ue-local-256:001:2026-08-18","manual","verified"
