canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Czech and Slovak Association, Inc.","czech_slovak_cultural_association","Czech and Slovak language, heritage, arts, education, and community programming","","","","https://www.czskboston.org/","617-567-2437","","PO Box 9","Boston","MA","02128","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.czskboston.org/","Czech and Slovak Association, Inc.","Czech and Slovak Association","2026-08-18","","4","official_organization_page","manual:round21:czech-and-slovak-association:001:2026-08-18","manual","verified"
"Hungarian Society of Massachusetts","hungarian_cultural_community_association","Hungarian culture, language, education, social programs, and community connection","","","","https://bostonhungarians.org/","617-315-8889","posta@bostonhungarians.org","PO Box 61","Belmont","MA","02478","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://bostonhungarians.org/about/contact-us/","Hungarian Society of Massachusetts","Contact Us","2026-08-18","","4","official_organization_page","manual:round21:hungarian-society-of-massachusetts:001:2026-08-18","manual","verified"
"Polish American Citizens Club","polish_cultural_community_association","Polish cultural heritage, community events, social connection, and civic programming","","","","https://www.polishclubboston.com/","617-436-2786","contact@polishclubboston.com","82 Boston Street","Boston","MA","02125","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.polishclubboston.com/","Polish American Citizens Club","Polish American Citizens Club","2026-08-18","","4","official_organization_page","manual:round21:polish-american-citizens-club:001:2026-08-18","manual","verified"
"Women's Bar Association of Massachusetts","women_legal_professional_association","Professional development, leadership, advocacy, mentoring, and networking for women in law","","","","https://www.womensbar.org/","617-973-6666","","105 Chauncy Street 8th Floor","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.womensbar.org/","Women's Bar Association of Massachusetts","Home Landing Page","2026-08-18","","4","official_organization_page","manual:round21:womens-bar-association-of-massachusetts:001:2026-08-18","manual","verified"
"Massachusetts Black Women Attorneys","black_women_legal_professional_association","Professional development, mentoring, advocacy, networking, and community service for Black women attorneys","","","","https://massblackwomenattys.org/","617-778-2046","info@massblackwomenattys.org","16 Beacon Street","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://massblackwomenattys.org/contact.html","Massachusetts Black Women Attorneys","Contact","2026-08-18","","4","official_organization_page","manual:round21:massachusetts-black-women-attorneys:001:2026-08-18","manual","verified"
"Society of Women Engineers - Boston","women_engineering_professional_association","Professional development, mentoring, outreach, scholarships, and networking for women in engineering","","","","https://boston.swe.org/","","swebos@sweboston.org","PO Box 244","Woburn","MA","01801","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://boston.swe.org/wp-content/uploads/sites/21/2025/02/FY25SponsorshipProspectusFINAL-1.pdf","Society of Women Engineers - Boston","FY25 Sponsorship Prospectus","2026-08-18","","4","official_organization_document","manual:round21:society-of-women-engineers-boston:001:2026-08-18","manual","verified"
"NSBE Boston Professionals","black_stem_professional_association","Professional development, mentoring, technical outreach, networking, and community service for Black STEM professionals","","","","https://www.nsbeboston.org/","","membership@nsbeboston.org","PO Box 301005","Boston","MA","02130","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.nsbeboston.org/about/contact","NSBE Boston Professionals","Contact","2026-08-18","","4","official_organization_page","manual:round21:nsbe-boston-professionals:001:2026-08-18","manual","verified"
"NAWIC Boston Chapter 15","women_construction_professional_association","Professional development, education, mentoring, networking, and industry outreach for women in construction","","","","https://www.nawicboston.org/","","nawicboston@gmail.com","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://www.nawicboston.org/events","NAWIC Boston Chapter 15","Events","2026-08-18","","4","official_organization_page","manual:round21:nawic-boston-chapter-15:001:2026-08-18","manual","verified"
"Professional Women in Construction - Boston Chapter","women_aec_professional_association","Professional development, leadership, mentoring, networking, and business opportunity in architecture, engineering, and construction","","","","https://www.pwc-boston.org/","","admin@pwcboston.com","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://www.pwc-boston.org/join/","Professional Women in Construction - Boston Chapter","Join","2026-08-18","","4","official_organization_page","manual:round21:professional-women-in-construction-boston-chapter:001:2026-08-18","manual","verified"
"WTS Boston","women_transportation_professional_association","Professional development, mentoring, scholarships, networking, and advancement for women in transportation","","","","https://www.wtsinternational.org/chapters/boston","","boston@wtsinternational.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://www.wtsinternational.org/chapters/boston","WTS International","Boston Chapter","2026-08-18","","4","official_organization_page","manual:round21:wts-boston:001:2026-08-18","manual","verified"
"BosNOMA","minority_architecture_professional_association","Professional development, mentorship, advocacy, education, and community engagement for minority architects and designers","","","","https://www.bosnoma.org/","508-203-1531","info@bosnoma.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;city;state;active_status;public_accessibility;active_program","https://www.bosnoma.org/contact-us","BosNOMA","Contact Us","2026-08-18","","4","official_organization_page","manual:round21:bosnoma:001:2026-08-18","manual","verified"
"Massachusetts Association of Community Health Workers","community_health_worker_professional_association","Professional development, policy advocacy, training, networking, and workforce support for community health workers","","","","https://machw.org/","","info@machw.org","2 Boylston Street 4th Floor","Boston","MA","02116","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://machw.org/wp-content/uploads/2026/04/CHW-WEEK-EMPLOYER-TOOLKIT-2026-2.pdf","Massachusetts Association of Community Health Workers","2026 Community Health Worker Week Employer Toolkit","2026-08-18","","4","official_organization_document","manual:round21:massachusetts-association-of-community-health-workers:001:2026-08-18","manual","verified"
"National Association of Social Workers - Massachusetts Chapter","social_work_professional_association","Professional standards, continuing education, advocacy, ethics, and workforce support for social workers","","","","https://www.naswma.org/","617-227-9635","chapter.naswma@socialworkers.org","6 Beacon Street Suite 915","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.naswma.org/","National Association of Social Workers - Massachusetts Chapter","NASW Massachusetts Chapter","2026-08-18","","4","official_organization_page","manual:round21:national-association-of-social-workers-massachusetts-chapter:001:2026-08-18","manual","verified"
"Massachusetts Public Health Association","public_health_advocacy_association","Public-health policy advocacy, education, coalition building, and health-equity initiatives","","","","https://masspublichealth.org/","857-263-7072","","50 Federal Street 8th Floor","Boston","MA","02110","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://masspublichealth.org/index.php/home/","Massachusetts Public Health Association","Home","2026-08-18","","4","official_organization_page","manual:round21:massachusetts-public-health-association:001:2026-08-18","manual","verified"
"Massachusetts League of Community Health Centers","community_health_center_trade_association","Policy advocacy, workforce development, technical assistance, and support for community health centers","","","","https://www.massleague.org/","617-426-2225","massleague@massleague.org","40 Court Street 10th Floor","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.massleague.org/about/","Massachusetts League of Community Health Centers","About Us","2026-08-18","","4","official_organization_page","manual:round21:massachusetts-league-of-community-health-centers:001:2026-08-18","manual","verified"
"Massachusetts Senior Care Association","senior_care_trade_association","Advocacy, education, workforce development, and quality support for long-term care and senior-care providers","","","","https://maseniorcare.org/","617-558-0202","","PO Box 1657","Easton","MA","02334-1657","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://maseniorcare.org/contact-us","Massachusetts Senior Care Association","Contact Us","2026-08-18","","4","official_organization_page","manual:round21:massachusetts-senior-care-association:001:2026-08-18","manual","verified"
"Home Care Alliance of Massachusetts","home_care_hospice_trade_association","Advocacy, education, workforce support, and quality improvement for home health and hospice providers","","","","https://www.thinkhomecare.org/","617-482-8830","","100 Summer Street Suite 1600","Boston","MA","02110","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.thinkhomecare.org/","Home Care Alliance of Massachusetts","Home Care Alliance of Massachusetts","2026-08-18","","4","official_organization_page","manual:round21:home-care-alliance-of-massachusetts:001:2026-08-18","manual","verified"
"Massachusetts Adult Day Services Association","adult_day_services_trade_association","Advocacy, education, quality improvement, and provider support for adult day health and social-day services","","","","https://madsa.net/","617-469-5838","madsaoffice@rogerson.org","One Florence Street","Boston","MA","02131","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://madsa.net/contact/","Massachusetts Adult Day Services Association","Contact","2026-08-18","","4","official_organization_page","manual:round21:massachusetts-adult-day-services-association:001:2026-08-18","manual","verified"
"Providers' Council","human_services_provider_association","Advocacy, training, workforce development, purchasing, and operational support for human-services providers","","","","https://providers.org/","508-598-9800","","100 Crossing Boulevard Suite 100","Framingham","MA","01702","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://providers.org/contact/","Providers' Council","Contact","2026-08-18","","4","official_organization_page","manual:round21:providers-council:001:2026-08-18","manual","verified"
"American Postal Workers Union Boston Metro Area Local 100","postal_workers_union","Collective bargaining, representation, workplace safety, benefits, and labor advocacy for Boston-area postal workers","APWU","100","","https://apwu.org/","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;active_status;public_accessibility;active_program","https://apwu.org/news/magazine/join-our-fight-we-continue-organize-stronger-union","American Postal Workers Union","Join Our Fight as We Continue to Organize for a Stronger Union","2026-08-18","2024-08-26","4","official_union_page","manual:round21:american-postal-workers-union-boston-metro-area-local-100:001:2026-08-18","manual","verified"
"Boston Firefighters IAFF Local 718","firefighter_union","Collective bargaining, representation, workplace safety, benefits, and labor advocacy for Boston firefighters","IAFF","718","","","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;city;state;active_status;public_accessibility;active_program","https://www.boston.gov/news/mayor-michelle-wu-announces-four-year-contract-boston-firefighters-iaff-local-718","City of Boston Mayor's Office","Mayor Michelle Wu Announces Four-Year Contract with Boston Firefighters IAFF Local 718","2026-08-18","2025-12-30","5","official_government_page","manual:round21:boston-firefighters-iaff-local-718:001:2026-08-18","manual","verified"
"Boston Police Patrolmen's Association","police_officers_union","Collective bargaining, representation, workplace safety, benefits, and labor advocacy for Boston patrol officers","","","","https://bppa.org/","617-989-2772","","295 Freeport Street","Dorchester","MA","02122","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://bppa.org/2026-open-enrollment/","Boston Police Patrolmen's Association","2026 Open Enrollment","2026-08-18","","4","official_union_page","manual:round21:boston-police-patrolmens-association:001:2026-08-18","manual","verified"
"Boston Police Detectives Benevolent Society","police_detectives_union","Collective bargaining, representation, workplace safety, benefits, and labor advocacy for Boston police detectives","","","","https://www.bpdbs.com/","617-325-3938","info@bpdbs.com","434 Hyde Park Avenue","Roslindale","MA","02131","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.bpdbs.com/","Boston Police Detectives Benevolent Society","Boston Police Detectives Benevolent Society","2026-08-18","","4","official_union_page","manual:round21:boston-police-detectives-benevolent-society:001:2026-08-18","manual","verified"
"IUE-CWA Local 201","manufacturing_industrial_union","Collective bargaining, representation, workplace safety, benefits, and labor advocacy for manufacturing and industrial workers","IUE-CWA","201","","https://local201.org/","781-598-2760","","112 Exchange Street","Lynn","MA","01901","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://cwa-union.org/locals/iue-cwa-local-81201","Communications Workers of America","IUE-CWA Local 81201","2026-08-18","","4","official_union_page","manual:round21:iue-cwa-local-201:001:2026-08-18","manual","verified"
"Committee of Interns and Residents SEIU","resident_physician_union","Collective bargaining, representation, patient-care advocacy, training, and workplace support for resident physicians","SEIU","","","https://www.cirseiu.org/","212-356-8100","","145 Tremont Street Suite 202","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.cirseiu.org/contact-us/","Committee of Interns and Residents SEIU","Contact Us","2026-08-18","","4","official_union_page","manual:round21:committee-of-interns-and-residents-seiu:001:2026-08-18","manual","verified"
"New England Joint Board UNITE HERE","apparel_manufacturing_distribution_union","Collective bargaining, representation, workplace safety, benefits, and labor advocacy for apparel, manufacturing, and distribution workers","UNITE HERE","","","https://www.nejb.us/","617-426-1515","","33 Harrison Avenue 8th Floor","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.nejb.us/about/contact/","New England Joint Board UNITE HERE","Contact","2026-08-18","","4","official_union_page","manual:round21:new-england-joint-board-unite-here:001:2026-08-18","manual","verified"
"IAM Machinists Lodge 1726","machinists_union","Collective bargaining, representation, workplace safety, benefits, and labor advocacy for machinists","IAMAW","1726","048-393","","","","830 Saratoga Street","East Boston","MA","02128-1113","","","803","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;official_identifier;street;city;state;zip;estimated_reach;active_status;public_accessibility;active_program","https://olmsapps.dol.gov/query/orgReport.do?rptForm=LM3Form&rptId=912811","U.S. Department of Labor Office of Labor-Management Standards","Machinists Lodge 1726 LM-3 Annual Report for 2024","2026-08-18","2025-03-29","5","official_government_filing","manual:round21:iam-machinists-lodge-1726:001:2026-08-18","manual","verified"
"Professional Firefighters of Hanover, Local 2726","firefighter_union","Collective bargaining, representation, workplace safety, benefits, and labor advocacy for Hanover firefighters","IAFF","2726","","","","","","Hanover","MA","02339","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;city;state;zip;active_status;public_accessibility;active_program","https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/professional_firefighters_of_hanover_agreement_2023-2026.pdf","Town of Hanover","Agreement Between Town of Hanover and Professional Firefighters of Hanover 2023-2026","2026-08-18","","5","official_government_document","manual:round21:professional-firefighters-of-hanover-local-2726:001:2026-08-18","manual","verified"
"Pembroke Permanent Firefighters Association Local 2351","firefighter_union","Collective bargaining, representation, workplace safety, benefits, and labor advocacy for Pembroke firefighters","IAFF","2351","","","","","","Pembroke","MA","02359","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;city;state;zip;active_status;public_accessibility;active_program","https://www.pembroke-ma.gov/human-resources/files/firefighters-union","Town of Pembroke","Agreement Between Town of Pembroke and Pembroke Permanent Firefighters Association","2026-08-18","","5","official_government_document","manual:round21:pembroke-permanent-firefighters-association-local-2351:001:2026-08-18","manual","verified"
