canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"The Greater Boston Food Bank","food_security_nonprofit","Regional food distribution, hunger relief, and member-agency support","","","","https://www.gbfb.org/","617-427-5200","development@gbfb.org","70 South Bay Avenue","Boston","MA","02118","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.gbfb.org/contact-us/","The Greater Boston Food Bank","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:greater-boston-food-bank:001:2026-08-18","manual","verified"
"The Charity Guild","food_security_nonprofit","Emergency food, clothing, household goods, and home-delivery assistance","","","","https://thecharityguild.org/","508-583-5280","info@thecharityguild.org","501 Main Street","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://thecharityguild.org/support/","The Charity Guild","Support","2026-08-18","","4","official_organization_page","manual:round14:charity-guild:001:2026-08-18","manual","verified"
"Interfaith Social Services","food_security_nonprofit","Food security, homelessness prevention, counseling, and professional-attire support","","","","https://interfaithsocialservices.org/","617-773-6203","info@interfaithsocialservices.org","105 Adams Street","Quincy","MA","02169","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://interfaithsocialservices.org/contact-us/","Interfaith Social Services","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:interfaith-social-services:001:2026-08-18","manual","verified"
"United Way of Greater Plymouth County","food_security_nonprofit","Community resilience, economic mobility, youth opportunity, and health initiatives","","","","https://www.uwgpc.org/","508-583-6306","","934 West Chestnut Street","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.uwgpc.org/contact-us","United Way of Greater Plymouth County","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:united-way-greater-plymouth:001:2026-08-18","manual","verified"
"United Way of Greater New Bedford","food_security_nonprofit","Food security, economic mobility, family resilience, and community partnership","","","","https://www.unitedwayofgnb.org/","508-994-9625","info@unitedwayofgnb.org","128 Union Street Suite 403","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://unitedwayofgnb.org/sites/unitedwayofgnb/files/UWGNB-2025%20AnnualReport%20web%20reduced.pdf","United Way of Greater New Bedford","2025 Annual Report","2026-08-18","2025-01-01","4","official_organization_document","manual:round14:united-way-greater-new-bedford:001:2026-08-18","manual","verified"
"My Brother's Keeper - Easton","food_security_nonprofit","Furniture, food, and seasonal essential-needs assistance","","","","https://www.mybrotherskeeper.org/","508-238-7512","","P.O. Box 338","Easton","MA","02356","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mybrotherskeeper.org/contact/","My Brother's Keeper","Contact","2026-08-18","","4","official_organization_page","manual:round14:my-brothers-keeper-easton:001:2026-08-18","manual","verified"
"Hanover Food Pantry","food_security_nonprofit","Local food assistance and community food distribution","","","","https://www.hanover-ma.gov/hanover-food-pantry","781-826-5000 ext. 1260","","495 Hanover Street","Hanover","MA","02339","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.hanover-ma.gov/hanover-food-pantry","Town of Hanover","Hanover Food Pantry","2026-08-18","","5","official_government_page","manual:round14:hanover-food-pantry:001:2026-08-18","manual","verified"
"Pembroke Food Pantry","food_security_nonprofit","Local food assistance and community food distribution","","","","https://www.pembroke-ma.gov/m/directory/department?did=48","781-293-7211","","128 Center Street","Pembroke","MA","02359","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.pembroke-ma.gov/m/directory/department?did=48","Town of Pembroke","Pembroke Food Pantry","2026-08-18","","5","official_government_page","manual:round14:pembroke-food-pantry:001:2026-08-18","manual","verified"
"Plymouth County Outreach","recovery_support_organization","Countywide recovery navigation, overdose follow-up, and harm-reduction support","","","","https://plymouthcountyoutreach.org/","508-830-4218 ext. 15261","","62 Main Street Suite 107","Kingston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;active_status;public_accessibility;active_program","https://plymouthcountyoutreach.org/access-to-pco/","Plymouth County Outreach","How to Access PCO","2026-08-18","","4","official_organization_page","manual:round14:plymouth-county-outreach:001:2026-08-18","manual","verified"
"Easton Wings of Hope","recovery_support_organization","Youth substance-use prevention, education, awareness, and policy change","","","","https://eastonwingsofhope.org/","","info@eastonwingsofhope.org","","Easton","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://eastonwingsofhope.org/get-involved/","Easton Wings of Hope","Get Involved","2026-08-18","2025-11-03","4","official_organization_page","manual:round14:easton-wings-of-hope:001:2026-08-18","manual","verified"
"Learn to Cope","recovery_support_organization","Peer support, education, and resources for families affected by substance use","","","","https://learn2cope.org/","508-738-5148","","4 Court Street Suite 110","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://learn2cope.org/contact/","Learn to Cope","Contact","2026-08-18","","4","official_organization_page","manual:round14:learn-to-cope:001:2026-08-18","manual","verified"
"Massachusetts Organization for Addiction Recovery","recovery_support_organization","Recovery advocacy, education, peer organizing, and public awareness","","","","https://www.moar-recovery.org/","617-423-6627","","105 Chauncy Street Floor 8","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.moar-recovery.org/","Massachusetts Organization for Addiction Recovery","Home","2026-08-18","","4","official_organization_page","manual:round14:massachusetts-organization-addiction-recovery:001:2026-08-18","manual","verified"
"Hope House Boston","recovery_support_organization","Residential, outpatient, and aftercare substance-use recovery services","","","","https://www.hopehouseboston.org/","617-971-9360","HHinfo@hopehouseboston.org","8 Farnham Street","Boston","MA","02119","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.hopehouseboston.org/contact","Hope House Boston","Contact","2026-08-18","","4","official_organization_page","manual:round14:hope-house-boston:001:2026-08-18","manual","verified"
"Gavin Foundation","recovery_support_organization","Recovery residences, clinical services, education, and reintegration support","","","","https://gavinfoundation.org/","617-268-5000","","675 East 4th Street","South Boston","MA","02127","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://gavinfoundation.org/directory/","Gavin Foundation","Directory","2026-08-18","","4","official_organization_page","manual:round14:gavin-foundation:001:2026-08-18","manual","verified"
"South Shore Peer Recovery","recovery_support_organization","Peer recovery, skills-building, support groups, and community connection","","","","https://southshorepeerrecovery.org/","781-378-0453","info@southshorepeerrecovery.com","51 Cole Parkway","Scituate","MA","02066","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://southshorepeerrecovery.org/about-us/","South Shore Peer Recovery","About Us","2026-08-18","","4","official_organization_page","manual:round14:south-shore-peer-recovery:001:2026-08-18","manual","verified"
"Anchor Recovery Community Center - Providence","recovery_support_organization","Peer recovery, employment readiness, resource navigation, and family support","","","","https://anchorrecovery.providencecenter.org/","401-889-5770","info@anchorrecovery.org","310 Reservoir Avenue","Providence","RI","02907","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.providencecenter.org/contact-us","The Providence Center","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:anchor-recovery-providence:001:2026-08-18","manual","verified"
"Catholic Charities Boston","faith_based_social_services","Basic needs, shelter, refugee and immigrant services, education, and workforce development","","","","https://www.ccab.org/","617-464-8500","info@ccab.org","275 West Broadway","Boston","MA","02127","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/info-details/ori-community-partners-directory","Massachusetts Office for Refugees and Immigrants","ORI Community Partners Directory","2026-08-18","","5","official_government_page","manual:round14:catholic-charities-boston:001:2026-08-18","manual","verified"
"Catholic Charities of the Diocese of Fall River","faith_based_social_services","Housing, food, immigration, disability, counseling, and basic-needs services","","","","https://www.ccfrdioc.org/","508-674-4681","FR-Reception@ccfrdioc.org","1600 Bay Street","Fall River","MA","02724","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.ccfrdioc.org/contact-us/","Catholic Charities of the Diocese of Fall River","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:catholic-charities-fall-river:001:2026-08-18","manual","verified"
"Catholic Charities and Social Ministry - Diocese of Providence","faith_based_social_services","Family support, homelessness, outreach, recovery, and social-ministry services","","","","https://dioceseofprovidence.org/people/office-of-catholic-charities-social-ministry","401-278-2504","","One Cathedral Square","Providence","RI","02903","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://dioceseofprovidence.org/people/office-of-catholic-charities-social-ministry","Diocese of Providence","Office of Catholic Charities and Social Ministry","2026-08-18","","4","official_organization_page","manual:round14:catholic-charities-social-ministry-providence:001:2026-08-18","manual","verified"
"Jewish Alliance of Greater Rhode Island","faith_cultural_community_organization","Jewish community services, wellness, education, social justice, and philanthropy","","","","https://www.jewishallianceri.org/","401-421-4111","","401 Elmgrove Avenue","Providence","RI","02906","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.jewishallianceri.org/about/what-we-stand-for","Jewish Alliance of Greater Rhode Island","What We Stand For","2026-08-18","","4","official_organization_page","manual:round14:jewish-alliance-greater-rhode-island:001:2026-08-18","manual","verified"
"Islamic Society of Boston Cultural Center","faith_cultural_community_organization","Muslim community worship, education, leadership, and public-service programs","","","","https://isbcc.org/","","office@isbcc.org","100 Malcolm X Boulevard","Roxbury","MA","02120","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://isbcc.org/wp-content/uploads/2024/10/Response%20to%2010-23-24%20BostonGlobe.com%20article%20regarding%20trustee%20resignation.pdf","Islamic Society of Boston","Response Regarding Trustee Resignation","2026-08-18","2024-10-01","4","official_organization_document","manual:round14:islamic-society-boston-cultural-center:001:2026-08-18","manual","verified"
"African Alliance of Rhode Island","multicultural_community_nonprofit","African community food access, health equity, culture, and belonging","","","","https://www.africanallianceri.org/","401-331-5535","info@africanallianceri.org","807 Broad Street Room 121","Providence","RI","02907","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.africanallianceri.org/contact","African Alliance of Rhode Island","Contact","2026-08-18","","4","official_organization_page","manual:round14:african-alliance-rhode-island:001:2026-08-18","manual","verified"
"Cambodian Society of Rhode Island","multicultural_community_nonprofit","Khmer cultural preservation, youth arts, education, and community connection","","","","https://cambodiansocietyofrhodeisland.org/","401-771-5507","CSRI.GENERAL@GMAIL.COM","177 Hanover Street","Providence","RI","02907","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://cambodiansocietyofrhodeisland.org/contact-us","Cambodian Society of Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:cambodian-society-rhode-island:001:2026-08-18","manual","verified"
"Asian Women for Health","multicultural_community_nonprofit","Pan-Asian health equity, education, peer support, and community leadership","","","","https://asianwomenforhealth.org/","617-938-3640","info@asianwomenforhealth.org","50 Milk Street 16th Floor","Boston","MA","02109","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://asianwomenforhealth.org/contact-us/","Asian Women for Health","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:asian-women-for-health:001:2026-08-18","manual","verified"
"South Asian Workers Center","multicultural_community_nonprofit","South Asian immigrant worker support, community connection, and resource access","","","","https://www.sawcus.org/","617-615-6782","sawc.boston@gmail.com","P.O. Box 417","Weymouth","MA","02188","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.sawcus.org/get-involved","South Asian Workers Center","Get Involved","2026-08-18","","4","official_organization_page","manual:round14:south-asian-workers-center:001:2026-08-18","manual","verified"
"Alternatives for Community and Environment","environmental_justice_organization","Environmental justice, transit equity, organizing, and legal advocacy","","","","https://ace-ej.org/","617-442-3343","info@ace-ej.org","2201 Washington Street Suite 302","Roxbury","MA","02119","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://ace-ej.org/wp-content/uploads/2024/08/RFP-ACE-Final-Anchor-Organization-Aug-30-2024.pdf","Alternatives for Community and Environment","Request for Proposals: Anchor Organization","2026-08-18","2024-08-30","4","official_organization_document","manual:round14:alternatives-community-environment:001:2026-08-18","manual","verified"
"Groundwork Southcoast","environmental_justice_organization","Environmental resilience, youth leadership, food access, and green workforce development","","","","https://groundworksouthcoast.org/","774-813-0008","","90 Hatch Street Suite 208","New Bedford","MA","02745","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://groundworksouthcoast.org/contact-us/","Groundwork Southcoast","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:groundwork-southcoast:001:2026-08-18","manual","verified"
"Green Energy Consumers Alliance - Providence Office","environmental_justice_organization","Consumer clean-energy access, electric transportation, and equitable decarbonization","","","","https://www.greenenergyconsumers.org/","617-397-5199","hello@greenenergyconsumers.org","188 Valley Street Suite 221","Providence","RI","02909","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.greenenergyconsumers.org/vi/node/77","Green Energy Consumers Alliance","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:green-energy-consumers-providence:001:2026-08-18","manual","verified"
"Clean Water Action Massachusetts","environmental_justice_organization","Clean water, public health, environmental justice, and worker-transition advocacy","","","","https://cleanwater.org/ma","617-338-8131","bostoncwa@cleanwater.org","40 Court Street Suite 600A","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://cleanwater.org/sites/default/files/2025-08/MA_Legis_Priorities_08.04.25a_C.pdf","Clean Water Action Massachusetts","2025-2026 Legislative Priorities","2026-08-18","2025-08-04","4","official_organization_document","manual:round14:clean-water-action-massachusetts:001:2026-08-18","manual","verified"
"Conservation Law Foundation","environmental_justice_organization","Environmental law, climate, clean water, healthy communities, and regional advocacy","","","","https://www.clf.org/","617-350-0990","e-info@clf.org","62 Summer Street","Boston","MA","02110","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.clf.org/about/","Conservation Law Foundation","For a Thriving New England","2026-08-18","","4","official_organization_page","manual:round14:conservation-law-foundation:001:2026-08-18","manual","verified"
