canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Sail Newport","maritime_education_nonprofit","Public sailing access, maritime education, youth programs, instruction, and boating facilities","","","22-2560625","https://sailnewport.org/","401-846-1983","info@sailnewport.org","72 Fort Adams Drive","Newport","RI","02840","","","","active","1","1","canonical_name;organization_type;industry;official_identifier;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://sailnewport.org/about/contact-us/","Sail Newport","Contact Us","2026-08-18","","4","official_organization_page","manual:round17:sail-newport:001:2026-08-18","manual","verified"
"New Bedford Port Authority","maritime_public_authority","Port operations, commercial fishing infrastructure, maritime commerce, and harbor services","","","","https://portofnewbedford.org/","508-961-3000","","123 MacArthur Drive","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://portofnewbedford.org/contact/","New Bedford Port Authority","Contact","2026-08-18","","4","official_organization_page","manual:round17:new-bedford-port-authority:001:2026-08-18","manual","verified"
"Rhode Island Marine Trade Association","maritime_trade_association","Marine-industry advocacy, education, workforce development, business support, and environmental programs","","","","https://rimta.org/","401-396-9619","info@rimta.org","513 Broadway Suite 320","Newport","RI","02840","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://rimta.org/","Rhode Island Marine Trade Association","Rhode Island Marine Trade Association","2026-08-18","","4","official_organization_page","manual:round17:rhode-island-marine-trade-association:001:2026-08-18","manual","verified"
"Commercial Fisheries Research Foundation","maritime_research_nonprofit","Collaborative fisheries research, technology, data collection, and commercial-fishing partnerships","","","","https://www.cfrfoundation.org/","401-515-4892","admin@cfrfoundation.org","61B East Farm Road","Kingston","RI","02881","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.cfrfoundation.org/contact-us","Commercial Fisheries Research Foundation","Contact Us","2026-08-18","","4","official_organization_page","manual:round17:commercial-fisheries-research-foundation:001:2026-08-18","manual","verified"
"New Bedford Ocean Cluster","ocean_economy_organization","Ocean-economy business development, fisheries, aquaculture, offshore-wind, and maritime networking","","","","https://nboc.org/","508-474-8902","","1213 Purchase Street 3rd Floor","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://nboc.org/about/our-team/","New Bedford Ocean Cluster","Our Team and Contact","2026-08-18","","4","official_organization_page","manual:round17:new-bedford-ocean-cluster:001:2026-08-18","manual","verified"
"Commercial Fisheries Center of Rhode Island","fishing_industry_support_nonprofit","Commercial-fishing coordination, industry support, education, research partnerships, and outreach","","","","https://www.cfcri.org/","401-874-4568","","East Farm Campus Building 61B","Kingston","RI","02881","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.cfcri.org/for-fishermen.html","Commercial Fisheries Center of Rhode Island","For Fishermen","2026-08-18","","4","official_organization_page","manual:round17:commercial-fisheries-center-rhode-island:001:2026-08-18","manual","verified"
"Community Boating Center of New Bedford","maritime_youth_nonprofit","Boating education, youth development, mentoring, maritime skills, and workforce exposure","","","","https://www.communityboating.org/","508-992-6219","cbc@communityboating.org","1641 Padanaram Avenue","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.communityboating.org/contact-cbc/","Community Boating Center of New Bedford","Contact CBC","2026-08-18","","4","official_organization_page","manual:round17:community-boating-center-new-bedford:001:2026-08-18","manual","verified"
"YWCA Southeastern Massachusetts","women_community_support_nonprofit","Racial and gender equity, workforce support, youth programs, advocacy, and community services","","","","https://ywcasema.org/","508-999-3255","info@ywcasema.org","20 South Sixth Street","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://ywcasema.org/contact/","YWCA Southeastern Massachusetts","Contact","2026-08-18","","4","official_organization_page","manual:round17:ywca-southeastern-massachusetts:001:2026-08-18","manual","verified"
"YWCA Rhode Island","women_community_support_nonprofit","Racial and gender equity, youth development, workforce education, advocacy, and community programs","","","","https://www.ywcari.org/","401-769-7450","","514 Blackstone Street","Woonsocket","RI","02895","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.ywcari.org/donate.html","YWCA Rhode Island","Donate and Contact","2026-08-18","","4","official_organization_page","manual:round17:ywca-rhode-island:001:2026-08-18","manual","verified"
"Women's Fund Rhode Island","gender_equity_nonprofit","Gender equity research, advocacy, leadership development, grantmaking, and community engagement","","","","https://wfri.org/","401-262-5657","info@wfri.org","222 Chestnut Street 1st Floor","Providence","RI","02903","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://wfri.org/contact/","Women's Fund Rhode Island","Contact","2026-08-18","","4","official_organization_page","manual:round17:womens-fund-rhode-island:001:2026-08-18","manual","verified"
"Dress for Success Boston","women_workforce_nonprofit","Employment readiness, professional clothing, career coaching, and workforce support","","","","https://boston.dressforsuccess.org/","617-779-2177","","989 Commonwealth Avenue","Boston","MA","02215","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://boston.dressforsuccess.org/contact/","Dress for Success Boston","Contact","2026-08-18","","4","official_organization_page","manual:round17:dress-for-success-boston:001:2026-08-18","manual","verified"
"Women's Money Matters","women_economic_justice_nonprofit","Financial wellness, financial coaching, peer support, and economic empowerment for women and girls","","","","https://womensmoneymatters.org/","617-297-7376","info@womensmoneymatters.org","6 Liberty Square Number 2697","Boston","MA","02109","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://womensmoneymatters.org/get-involved/","Women's Money Matters","Get Involved and Contact","2026-08-18","","4","official_organization_page","manual:round17:womens-money-matters:001:2026-08-18","manual","verified"
"Dignity Matters","women_basic_needs_nonprofit","Menstrual-care and basic-needs distribution for women and girls experiencing poverty or homelessness","","","","https://www.dignity-matters.org/","","","25 Brigham Street","Westborough","MA","01581","","","","active","1","1","canonical_name;organization_type;industry;website;street;city;state;zip;active_status;public_accessibility;active_program","https://www.dignity-matters.org/contact/","Dignity Matters","Contact","2026-08-18","","4","official_organization_page","manual:round17:dignity-matters:001:2026-08-18","manual","verified"
"Rhode Island Coalition of Black Women","women_community_support_nonprofit","Leadership development, education, economic advancement, civic engagement, and community programs","","","","https://www.ricbw.org/","401-203-3066","info@ricbw.org","PO Box 27739","Providence","RI","02907","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.ricbw.org/contact","Rhode Island Coalition of Black Women","Contact","2026-08-18","","4","official_organization_page","manual:round17:rhode-island-coalition-black-women:001:2026-08-18","manual","verified"
"Women's Bar Foundation","community_legal_aid","Pro bono civil legal services, legal education, and advocacy for low-income families and elders","","","","https://wbawbf.org/content/wbf","617-973-6666","","105 Chauncy Street 8th Floor","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.justice.gov/jmd/media/1401566/dl?inline=","United States Department of Justice","Free and Low Cost Legal Services - Massachusetts","2026-08-18","2026-01-01","4","official_government_directory","manual:round17:womens-bar-foundation:001:2026-08-18","manual","verified"
"1199SEIU Massachusetts","labor_organization","Healthcare-worker representation, workplace advocacy, collective bargaining, and member services","Service Employees International Union","1199","","https://www.1199seiu.org/massachusetts","877-409-1199","","108 Myrtle Street 4th Floor","Quincy","MA","02171","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.1199seiu.org/massachusetts","1199SEIU","Massachusetts","2026-08-18","","4","official_organization_page","manual:round17:1199seiu-massachusetts:001:2026-08-18","manual","verified"
"IBEW Local 2222","union_local","Telecommunications, technical, and professional worker representation, bargaining, and member services","International Brotherhood of Electrical Workers","2222","","https://ibew2222.org/","617-929-6000","","159 Thomas Burgin Parkway 3rd Floor","Quincy","MA","02169","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://ibew2222.org/directions-to-2222/","IBEW Local 2222","Directions to 2222","2026-08-18","","4","official_organization_page","manual:round17:ibew-local-2222:001:2026-08-18","manual","verified"
"Providence Teachers Union Local 958","union_local","Public-school educator representation, collective bargaining, professional advocacy, and member services","American Federation of Teachers / Rhode Island Federation of Teachers and Health Professionals","958","","https://proteun.org/","401-421-4014","general@proteun.org","99 Corliss Street","Providence","RI","02904","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://proteun.org/who-we-are/","Providence Teachers Union Local 958","Who We Are","2026-08-18","","4","official_organization_page","manual:round17:providence-teachers-union-local-958:001:2026-08-18","manual","verified"
"Massachusetts Organization of State Engineers and Scientists","labor_organization","State engineer and scientist representation, collective bargaining, workplace advocacy, and member services","","","","https://moses-ma.org/","617-367-2727","","90 North Washington Street","Boston","MA","02114","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://moses-ma.org/contact/","Massachusetts Organization of State Engineers and Scientists","Contact","2026-08-18","","4","official_organization_page","manual:round17:massachusetts-organization-state-engineers-scientists:001:2026-08-18","manual","verified"
"Massachusetts Correction Officers Federated Union","labor_organization","Correction-officer and emergency-medical-worker representation, workplace advocacy, and member services","","","","https://www.mcofu.org/","774-396-6477","","159 Main Street Suite A","Milford","MA","01757","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=hvS0w46oEfUey9UWwnkaGHu75J35xrRUkgBlhgh+lrQ%3D","Massachusetts Secretary of the Commonwealth","2025 Lobbyist Registration Summary - Massachusetts Correction Officers Federated Union","2026-08-18","2026-01-01","4","official_government_directory","manual:round17:massachusetts-correction-officers-federated-union:001:2026-08-18","manual","verified"
"UMass Boston Classified Staff Union","labor_organization","Classified staff representation, collective bargaining, workplace advocacy, and member services","Massachusetts Teachers Association / National Education Association","","","https://www.umb.edu/csu/","617-878-8229","csu@umb.edu","100 Morrissey Boulevard Quinn Building 2nd Floor Room 81","Boston","MA","02125","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.umb.edu/csu/contact/","University of Massachusetts Boston Classified Staff Union","Contact","2026-08-18","","4","official_organization_page","manual:round17:umass-boston-classified-staff-union:001:2026-08-18","manual","verified"
"UMass Boston Graduate Employee Organization UAW Local 1596","union_local","Graduate-employee representation, collective bargaining, workplace advocacy, and member services","United Auto Workers","1596","","https://geoumb.org/","617-287-3109","geo@umb.edu","100 Morrissey Boulevard Quinn Building Room 02-081","Boston","MA","02125","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://geoumb.org/about-geo/contact-us/","UMass Boston Graduate Employee Organization UAW Local 1596","Contact Us","2026-08-18","","4","official_organization_page","manual:round17:umass-boston-geo-uaw-local-1596:001:2026-08-18","manual","verified"
"New Bedford Educators Association","labor_organization","Public-school educator representation, collective bargaining, professional advocacy, and member services","Massachusetts Teachers Association / National Education Association","","","https://nbeducators.org/","508-984-4441","nbeducators@yahoo.com","160 William Street","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://nbeducators.org/contact/","New Bedford Educators Association","Contact","2026-08-18","","4","official_organization_page","manual:round17:new-bedford-educators-association:001:2026-08-18","manual","verified"
