canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"West Bridgewater Medical Investors Limited Partnership d/b/d Life Care Center of West Bridgewater","workplace","","","","","https://lcca.com/locations/ma/west-bridgewater/","508-580-4400","","","West Bridgewater","MA","","","","","","","","website;public_phone","https://lcca.com/locations/ma/west-bridgewater/contact","Life Care Centers of America","Contact Life Care Center of West Bridgewater","2026-08-17","","4","contact_page","manual:round2:west-bridgewater-medical-investors-limited-partnership-d-b-d:027:2026-08-17","manual","verified"
"A.P. Whitaker & Sons, Inc.","workplace","","","","","https://apwhitaker.com/","508-584-6611","info@apwhitaker.com","","WEST BRIDGEWATER","MA","","","","","","","","website;public_phone;public_email","https://apwhitaker.com/","A.P. Whitaker & Sons","Home and Contact","2026-08-17","","4","contact_page","manual:round2:a-p-whitaker-sons-inc:028:2026-08-17","manual","verified"
"City Point Fire Protection, Inc.","workplace","","","","","https://citypointfire.com/","781-681-5155","","","Rockland","MA","","","","","","","","website;public_phone","https://citypointfire.com/contact/","City Point Fire Protection","Contact","2026-08-17","","4","contact_page","manual:round2:city-point-fire-protection-inc:029:2026-08-17","manual","verified"
"Stiles and Hart Brick Company","workplace","","","","","https://www.stilesandhart.com/","800-320-8700","","","Bridgewater","MA","","","","","","","","website;public_phone","https://www.stilesandhart.com/contact.html","Stiles & Hart Brick Company","Contact","2026-08-17","","4","contact_page","manual:round2:stiles-and-hart-brick-company:030:2026-08-17","manual","verified"
"Bountiful Farms Production","workplace","","","","","https://www.bountifulfarms.store/","508-720-4189","","","Lakeville","MA","","","","","","","","website;public_phone","https://www.bountifulfarms.store/contact-us","Bountiful Farms","Contact Us","2026-08-17","","4","contact_page","manual:round2:bountiful-farms-production:031:2026-08-17","manual","verified"
"Long Roofing LLC","workplace","","","","","https://longhome.com/","781-410-4202","","","Taunton","MA","","","","","","","","website;public_phone","https://longhome.com/contact-us/","Long Home Products","Contact Us","2026-08-17","","4","contact_page","manual:round2:long-roofing-llc:032:2026-08-17","manual","verified"
"Lucini Bus Lines, Inc.","workplace","","","","","https://lucinibus.com/","508-584-3181","info@lucinibus.com","","Bridgewater","MA","","","","","","","","website;public_phone;public_email","https://lucinibus.com/new/about-us/","Lucini Bus Lines","About Us","2026-08-17","","4","contact_page","manual:round2:lucini-bus-lines-inc:033:2026-08-17","manual","verified"
"HarborOne Bank","workplace","","","","","https://www.harborone.com/","508-895-1000","","","Brockton","MA","","","","","","","","website;public_phone","https://www.harborone.com/disclosures","HarborOne Bank","Disclosures and Corporate Contact","2026-08-17","","4","contact_page","manual:round2:harborone-bank:034:2026-08-17","manual","verified"
"Lacerta Group, LLC - 50 Suffolk Rd.","workplace","","","","","https://lacerta.com/","508-339-3312","","","Mansfield","MA","","","","","","","","website;public_phone","https://lacerta.com/contact","Lacerta Group","Contact","2026-08-17","","4","contact_page","manual:round2:lacerta-group-llc-50-suffolk-rd:035:2026-08-17","manual","verified"
"Lacerta Group, LLC - 50 Suffolk Rd.","workplace","","","","","","","sales@lacerta.com","","Mansfield","MA","","","","","","","","public_email","https://info.lacerta.com/hubfs/2024_Website_Images/PDF%20Catalog%20and%20Brochures/sustainability-brochure-2024-web.pdf?hsLang=en","Lacerta Group","Sustainability Brochure 2024","2026-08-17","2024-01-01","4","official_organization_page","manual:round2:lacerta-group-llc-50-suffolk-rd:036:2026-08-17","manual","verified"
"Lacerta Group, LLC - 11 Norfolk Rd.","workplace","","","","","https://lacerta.com/","508-339-3312","","","Mansfield","MA","","","","","","","","website;public_phone","https://lacerta.com/contact","Lacerta Group","Contact","2026-08-17","","4","contact_page","manual:round2:lacerta-group-llc-11-norfolk-rd:037:2026-08-17","manual","verified"
"Lacerta Group, LLC - 11 Norfolk Rd.","workplace","","","","","","","sales@lacerta.com","","Mansfield","MA","","","","","","","","public_email","https://info.lacerta.com/hubfs/2024_Website_Images/PDF%20Catalog%20and%20Brochures/sustainability-brochure-2024-web.pdf?hsLang=en","Lacerta Group","Sustainability Brochure 2024","2026-08-17","2024-01-01","4","official_organization_page","manual:round2:lacerta-group-llc-11-norfolk-rd:038:2026-08-17","manual","verified"
"Lacerta Group, LLC - 240 Forbes Blvd.","workplace","","","","","https://lacerta.com/","508-339-3312","","","Mansfield","MA","","","","","","","","website;public_phone","https://lacerta.com/contact","Lacerta Group","Contact","2026-08-17","","4","contact_page","manual:round2:lacerta-group-llc-240-forbes-blvd:039:2026-08-17","manual","verified"
"Lacerta Group, LLC - 240 Forbes Blvd.","workplace","","","","","","","sales@lacerta.com","","Mansfield","MA","","","","","","","","public_email","https://info.lacerta.com/hubfs/2024_Website_Images/PDF%20Catalog%20and%20Brochures/sustainability-brochure-2024-web.pdf?hsLang=en","Lacerta Group","Sustainability Brochure 2024","2026-08-17","2024-01-01","4","official_organization_page","manual:round2:lacerta-group-llc-240-forbes-blvd:040:2026-08-17","manual","verified"
"Symmons Industries","workplace","","","","","https://www.symmons.com/","800-796-6667","gethelp@symmons.com","","Braintree","MA","","","","","","","","website;public_phone;public_email","https://www.symmons.com/download_asset/?id=4253b1b3b06f51a449ef212c9977a241daef41e0","Symmons Industries","Symmons Specification and Contact Information","2026-08-17","2026-01-01","4","official_organization_page","manual:round2:symmons-industries:041:2026-08-17","manual","verified"
"Wyrmwood Gaming","workplace","","","","","https://wyrmwoodgaming.com/","774-226-8026","","","Taunton","MA","","","","","","","","website;public_phone","https://wyrmwoodgaming.com/","Wyrmwood Gaming","Home and Customer Support","2026-08-17","","4","contact_page","manual:round2:wyrmwood-gaming:042:2026-08-17","manual","verified"
"Ultra - Bay State Drive","workplace","","","","","https://umaritime.com/","781-848-3400","","","Braintree","MA","","","","","","","","website;public_phone","https://umaritime.com/contact-us/","Ultra Maritime","Contact Us","2026-08-17","","4","contact_page","manual:round2:ultra-bay-state-drive:043:2026-08-17","manual","verified"
"V&S Taunton Galvanizing","workplace","","","","","https://www.hotdipgalvanizing.com/","508-828-9499","","","Taunton","MA","","","","","","","","website;public_phone","https://www.hotdipgalvanizing.com/contact-us","V&S Galvanizing","Contact Us","2026-08-17","","4","contact_page","manual:round2:v-s-taunton-galvanizing:044:2026-08-17","manual","verified"
"IKEA #158 Stoughton","workplace","","","","","https://www.ikea.com/us/en/stores/stoughton/","888-888-4532","","","Stoughton","MA","","","","","","","","website;public_phone","https://www.ikea.com/us/en/customer-service/contact-us/","IKEA","Contact Us","2026-08-17","","4","contact_page","manual:round2:ikea-158-stoughton:045:2026-08-17","manual","verified"
"Artisan Industries Inc.","workplace","","","","","https://artisanind.com/","781-893-6800","info@artisanind.com","","Stoughton","MA","","","","","","","","website;public_phone;public_email","https://artisanind.com/contact/","Artisan Industries","Contact","2026-08-17","","4","contact_page","manual:round2:artisan-industries-inc:046:2026-08-17","manual","verified"
"Moderna Tx- Norwood","workplace","","","","","https://www.modernatx.com/","866-663-3762","wecare@modernatx.com","","Norwood","MA","","","","","","","","website;public_phone;public_email","https://www.modernatx.com/en-US/contact-moderna","Moderna","Contact Moderna","2026-08-17","","4","contact_page","manual:round2:moderna-tx-norwood:047:2026-08-17","manual","verified"
"St. Anne's Hospital","workplace","","","","","https://www.brownhealth.org/locations/saint-annes-hospital","508-674-5600","","","Fall River","MA","","","","","","","","website;public_phone","https://www.brownhealth.org/locations/saint-annes-hospital/contact-us","Brown University Health","Contact Saint Anne's Hospital","2026-08-17","","4","contact_page","manual:round2:st-anne-s-hospital:048:2026-08-17","manual","verified"
"St. Luke's Hospital","workplace","","","","","https://www.southcoast.org/locations/st-lukes-hospital/","508-997-1515","","","New Bedford","MA","","","","","","","","website;public_phone","https://www.southcoast.org/locations/st-lukes-hospital/","Southcoast Health","St. Luke's Hospital","2026-08-17","","4","contact_page","manual:round2:st-luke-s-hospital:049:2026-08-17","manual","verified"
"Market Basket 68","workplace","","","","","https://www.shopmarketbasket.com/","508-586-5757","","","Brockton","MA","","","","","","","","website;public_phone","https://www.shopmarketbasket.com/store-locations/brockton-massachusetts-market-basket-68/","Market Basket","Market Basket #68","2026-08-17","","4","contact_page","manual:round2:market-basket-68:050:2026-08-17","manual","verified"
"Market Basket 70","workplace","","","","","https://www.shopmarketbasket.com/","508-427-5472","","","West Bridgewater","MA","","","","","","","","website;public_phone","https://www.shopmarketbasket.com/store-locations/west-bridgewater-market-basket-70/","Market Basket","Market Basket #70","2026-08-17","","4","contact_page","manual:round2:market-basket-70:051:2026-08-17","manual","verified"
"Ariston Group (HTP New Bedford)","workplace","","","","","https://htproducts.com/","800-323-9651","techsupport@aristonthermo.us","","New Bedford","MA","","","","","","","","website;public_phone;public_email","https://htproducts.com/literature/420011327100_Users%20Manual_EFWV.2023-06-31.pdf","Ariston Group / HTP","EFWV User Manual","2026-08-17","2023-06-01","4","official_organization_page","manual:round2:ariston-group-htp-new-bedford:052:2026-08-17","manual","verified"
"Fall River Mfg Co","workplace","","","","","https://www.fallrivermfg.com/","800-275-6991","","","Fall River","MA","","","","","","","","website;public_phone","https://www.fallrivermfg.com/","Fall River Manufacturing","Home and Contact","2026-08-17","","4","contact_page","manual:round2:fall-river-mfg-co:053:2026-08-17","manual","verified"
"Raynham Medical Investors LLC DBA Life Care Center of Raynham","workplace","","","","","https://lcca.com/locations/ma/raynham/","508-821-5700","","","Raynham","MA","","","","","","","","website;public_phone","https://lcca.com/locations/ma/raynham/contact","Life Care Centers of America","Contact Life Care Center of Raynham","2026-08-17","","4","contact_page","manual:round2:raynham-medical-investors-llc-dba-life-care-center-of-raynha:054:2026-08-17","manual","verified"
"Aldon Electric, Inc.","workplace","","","","","https://www.aldonelectric.com/","781-337-0222","","","Weymouth","MA","","","","","","","","website;public_phone","https://www.aldonelectric.com/contact.html","Aldon Electric","Contact","2026-08-17","","4","contact_page","manual:round2:aldon-electric-inc:055:2026-08-17","manual","verified"
"Barbour Plastics Inc","workplace","","","","","https://www.barbourplastics.com/","508-583-8200","sales@barbourplastics.com","","Brockton","MA","","","","","","","","website;public_phone;public_email","https://www.barbourplastics.com/contact/","Barbour Plastics","Contact","2026-08-17","","4","contact_page","manual:round2:barbour-plastics-inc:056:2026-08-17","manual","verified"
"Barbour Welting Company Inc","workplace","","","","","https://www.barbourplastics.com/","508-583-8200","sales@barbourplastics.com","","Brockton","MA","","","","","","","","website;public_phone;public_email","https://www.barbourplastics.com/contact/","Barbour Plastics","Contact","2026-08-17","","4","contact_page","manual:round2:barbour-welting-company-inc:057:2026-08-17","manual","verified"
"Channel Fish Processing Co Inc.","workplace","","","","","https://channelfish.com/","617-464-3366","","","Braintree","MA","","","","","","","","website;public_phone","https://channelfish.com/contact/","Channel Fish Processing","Contact","2026-08-17","","4","contact_page","manual:round2:channel-fish-processing-co-inc:058:2026-08-17","manual","verified"
"Commonwealth Soap & Toiletries","workplace","","","","","https://www.cstsoap.com/","508-676-9355","info@cstsoap.com","","Fall River","MA","","","","","","","","website;public_phone;public_email","https://www.cstsoap.com/contact/","Commonwealth Soap & Toiletries","Contact","2026-08-17","","4","contact_page","manual:round2:commonwealth-soap-toiletries:059:2026-08-17","manual","verified"
"IQE","workplace","","","","","https://www.iqep.com/","508-824-6696","","","Taunton","MA","","","","","","","","website;public_phone","https://www.iqep.com/about-us/sites/","IQE","Global Sites","2026-08-17","","4","contact_page","manual:round2:iqe:060:2026-08-17","manual","verified"
"Koso America","workplace","","","","","https://kosoamerica.com/","774-517-5300","","","West Bridgewater","MA","","","","","","","","website;public_phone","https://kosoamerica.com/about/","KOSO America","About and Contact","2026-08-17","","4","contact_page","manual:round2:koso-america:061:2026-08-17","manual","verified"
"Lee Kennedy Co., Inc.","workplace","","","","","https://www.leekennedy.com/","617-825-6930","","","Quincy","MA","","","","","","","","website;public_phone","https://www.leekennedy.com/contact-us/","Lee Kennedy Company","Contact Us","2026-08-17","","4","contact_page","manual:round2:lee-kennedy-co-inc:062:2026-08-17","manual","verified"
"MA232 PARAGON MEDICAL, INC. 111 FORBES BLVD","workplace","","","","","https://www.paragonmedical.com/","800-225-6975","paragonmedicalsales@ametek.com","","MANSFIELD","MA","","","","","","","","website;public_phone;public_email","https://www.paragonmedical.com/About-Us/Locations","Paragon Medical","Locations","2026-08-17","","4","contact_page","manual:round2:ma232-paragon-medical-inc-111-forbes-blvd:063:2026-08-17","manual","verified"
"Morgan Advanced Ceramics, Inc.","workplace","","","","","https://www.morganadvancedmaterials.com/","508-995-1725","nbd.sales@morganplc.com","","New Bedford","MA","","","","","","","","website;public_phone;public_email","https://www.morganadvancedmaterials.com/en-gb/who-we-are/locations/","Morgan Advanced Materials","Locations","2026-08-17","","4","contact_page","manual:round2:morgan-advanced-ceramics-inc:064:2026-08-17","manual","verified"
"Poyant Signs","workplace","","","","","https://poyantsigns.com/","508-995-1777","","","New Bedford","MA","","","","","","","","website;public_phone","https://poyantsigns.com/contact-us/","Poyant Signs","Contact Us","2026-08-17","","4","contact_page","manual:round2:poyant-signs:065:2026-08-17","manual","verified"
"Rex-Cut Products, Inc.","workplace","","","","","https://www.rexcut.com/","800-225-8182","info@rexcut.com","","Fall River","MA","","","","","","","","website;public_phone;public_email","https://www.rexcut.com/contact","Rex-Cut Abrasives","Contact","2026-08-17","","4","contact_page","manual:round2:rex-cut-products-inc:066:2026-08-17","manual","verified"
"SwimEx, Inc.","workplace","","","","","https://www.swimex.com/","508-646-1600","sales@swimex.com","","Fall River","MA","","","","","","","","website;public_phone;public_email","https://www.swimex.com/contact-us/","SwimEx","Contact Us","2026-08-17","","4","contact_page","manual:round2:swimex-inc:067:2026-08-17","manual","verified"
"Electropolishing Systems Inc.","workplace","","","","","https://electropolishingsystems.com/","508-830-1717","","","Plymouth","MA","","","","","","","","website;public_phone","https://electropolishingsystems.com/contact-us","Electropolishing Systems","Contact Us","2026-08-17","","4","contact_page","manual:round2:electropolishing-systems-inc:068:2026-08-17","manual","verified"
"Organogenesis - Norwood","workplace","","","","","https://www.organogenesis.com/","781-575-0775","","","Norwood","MA","","","","","","","","website;public_phone","https://www.organogenesis.com/our-story/locations.html","Organogenesis","Locations","2026-08-17","","4","contact_page","manual:round2:organogenesis-norwood:069:2026-08-17","manual","verified"
"Granite City Electric Supply Co.","workplace","","","","","https://www.granitecityelectric.com/","617-472-6500","","","Quincy","MA","","","","","","","","website;public_phone","https://www.granitecityelectric.com/contact-granite-city","Granite City Electric","Contact Granite City","2026-08-17","","4","contact_page","manual:round2:granite-city-electric-supply-co:070:2026-08-17","manual","verified"
"Cashman Dredging & Marine Contracting Co.","workplace","","","","","https://www.cashmandredging.com/","617-890-0600","info@jaycashman.com","","Quincy","MA","","","","","","","","website;public_phone;public_email","https://www.cashmandredging.com/contact/","Cashman Dredging","Contact","2026-08-17","","4","contact_page","manual:round2:cashman-dredging-marine-contracting-co:071:2026-08-17","manual","verified"
"Cornell Dubilier, LLC","workplace","","","","","https://www.cde.com/","508-996-8561","cdenb@cde.com","","New Bedford","MA","","","","","","","","website;public_phone;public_email","https://www.cde.com/resources/downloads/Briefs/Inverter-at-a-Glance-2-23.pdf","Cornell Dubilier","Inverter Solutions at a Glance","2026-08-17","2023-02-01","4","official_organization_page","manual:round2:cornell-dubilier-llc:072:2026-08-17","manual","verified"
"Greater New Bedford Community Health Center","workplace","","","","","https://gnbchc.org/","508-992-6553","info@gnbchc.org","","New Bedford","MA","","","","","","","","website;public_phone;public_email","https://gnbchc.org/Hours-Locations","Greater New Bedford Community Health Center","Hours and Locations","2026-08-17","","4","contact_page","manual:round2:greater-new-bedford-community-health-center:073:2026-08-17","manual","verified"
"LifeStream Inc.","workplace","","","","","https://www.lifestreaminc.com/","508-993-1991","","","New Bedford","MA","","","","","","","","website;public_phone","https://www.lifestreaminc.com/about/","LifeStream","About","2026-08-17","","4","contact_page","manual:round2:lifestream-inc:074:2026-08-17","manual","verified"
"The Vertex Companies, LLC","workplace","","","","","https://vertexeng.com/","781-952-6000","info@vertexeng.com","","Weymouth","MA","","","","","","","","website;public_phone;public_email","https://vertexeng.com/esg-policy/","The Vertex Companies","ESG Policy and Corporate Contact","2026-08-17","","4","contact_page","manual:round2:the-vertex-companies-llc:075:2026-08-17","manual","verified"
"Water Wizz","workplace","","","","","https://waterwizz.com/","508-295-3255","","","Wareham","MA","","","","","","","","website;public_phone","https://waterwizz.com/contact/","Water Wizz","Contact","2026-08-17","","4","contact_page","manual:round2:water-wizz:076:2026-08-17","manual","verified"
"Plymouth Medical Investors LLC d/b/a Life Care Center Of Plymouth","workplace","","","","","https://lcca.com/locations/ma/plymouth/","508-747-9800","","","Plymouth","MA","","","","","","","","website;public_phone","https://lcca.com/locations/ma/plymouth/","Life Care Centers of America","Life Care Center of Plymouth","2026-08-17","","4","contact_page","manual:round2:plymouth-medical-investors-llc-d-b-a-life-care-center-of-ply:077:2026-08-17","manual","verified"
"Trucchi's Supermarkets 1","workplace","","","","","https://www.trucchis.com/","508-824-5698","","","Taunton","MA","","","","","","","","website;public_phone","https://www.trucchis.com/pages/taunton-store-tremont-street","Trucchi's Supermarket","Taunton - Tremont Street","2026-08-17","","4","contact_page","manual:round2:trucchi-s-supermarkets-1:078:2026-08-17","manual","verified"
"Trucchis Supermarkets","workplace","","","","","https://www.trucchis.com/","508-824-5698","","","Taunton","MA","","","","","","","","website;public_phone","https://www.trucchis.com/pages/taunton-store-tremont-street","Trucchi's Supermarket","Taunton - Tremont Street","2026-08-17","","4","contact_page","manual:round2:trucchis-supermarkets:079:2026-08-17","manual","verified"
"Trucchi's Supermarkets 2","workplace","","","","","https://www.trucchis.com/","508-583-0822","contactus@trucchis.com","","West Bridgewater","MA","","","","","","","","website;public_phone;public_email","https://shop.trucchis.com/stores/west-bridgewater","Trucchi's Supermarket","West Bridgewater Store","2026-08-17","","4","contact_page","manual:round2:trucchi-s-supermarkets-2:080:2026-08-17","manual","verified"
"Trucchi's Supermarkets 3","workplace","","","","","https://www.trucchis.com/","508-824-8941","","","Taunton","MA","","","","","","","","website;public_phone","https://www.trucchis.com/pages/taunton-store-county-street","Trucchi's Supermarket","Taunton - County Street","2026-08-17","","4","contact_page","manual:round2:trucchi-s-supermarkets-3:081:2026-08-17","manual","verified"
"Trucchi's Supermarkets 4","workplace","","","","","https://www.trucchis.com/","781-878-5080","","","Abington","MA","","","","","","","","website;public_phone","https://www.trucchis.com/pages/abington-store","Trucchi's Supermarket","Abington Store","2026-08-17","","4","contact_page","manual:round2:trucchi-s-supermarkets-4:082:2026-08-17","manual","verified"
"Trucchi's Supermarkets 5","workplace","","","","","https://www.trucchis.com/","508-998-7500","","","New Bedford","MA","","","","","","","","website;public_phone","https://www.trucchis.com/pages/new-bedford-store","Trucchi's Supermarket","New Bedford Store","2026-08-17","","4","contact_page","manual:round2:trucchi-s-supermarkets-5:083:2026-08-17","manual","verified"
"Market Basket 83","workplace","","","","","https://www.shopmarketbasket.com/","774-294-5768","","","Fall River","MA","","","","","","","","website;public_phone","https://www.shopmarketbasket.com/store-locations/fall-river-massachusetts-market-basket-83/","Market Basket","Market Basket #83","2026-08-17","","4","contact_page","manual:round2:market-basket-83:084:2026-08-17","manual","verified"
