canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Boston Ujima Project","cooperative_economy_organization","Cooperative economic infrastructure and community investment","","","","https://www.ujimaboston.com/","","info@ujimaboston.com","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://www.ujimaboston.com/about","Boston Ujima Project","About Us","2026-08-18","","4","official_organization_page","manual:round13:boston-ujima-project:011:2026-08-18","manual","verified"
"Dudley Street Neighborhood Initiative","community_development_nonprofit","Resident-led community development housing and economic justice","","","","https://www.dsni.org/","617-442-9670","urbanvillage@dsni.org","550 Dudley Street","Roxbury","MA","02119","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.dsni.org/contact","Dudley Street Neighborhood Initiative","Contact Us","2026-08-18","","4","official_organization_page","manual:round13:dudley-street-neighborhood-initiative:012:2026-08-18","manual","verified"
"Center for Cooperative Development and Solidarity","cooperative_economy_organization","Immigrant worker cooperative development and solidarity economy education","","","","https://www.ccdseastboston.org/","617-544-1001","info@ccdseastboston.org","PO Box 357","East Boston","MA","02128","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.ccdseastboston.org/","Center for Cooperative Development and Solidarity","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round13:center-for-cooperative-development-and-solidarity:013:2026-08-18","manual","verified"
"Dorchester Food Co-op","cooperative_economy_organization","Community and worker-owned grocery and neighborhood economic opportunity","","","","https://www.dorchesterfoodcoop.com/","617-297-5943","info@dorchesterfoodcoop.com","195 Bowdoin Street","Dorchester","MA","02122","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.dorchesterfoodcoop.com/contact","Dorchester Food Co-op","Contact","2026-08-18","","4","official_organization_page","manual:round13:dorchester-food-co-op:014:2026-08-18","manual","verified"
"Cooperative Fund of the Northeast","cooperative_economy_organization","Cooperative enterprise financing and business support","","","","https://cooperativefund.org/","800-818-7833","cfne@coopfund.coop","PO Box 970","Watertown","MA","02471","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://cooperativefund.org/","Cooperative Fund of the Northeast","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round13:cooperative-fund-of-the-northeast:015:2026-08-18","manual","verified"
"Local Enterprise Assistance Fund","cooperative_economy_organization","Cooperative and underserved small-business financing and advising","","","","https://leaffund.org/","617-232-1551","leaf@leaffund.org","386 Western Avenue","Boston","MA","02135","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://leaffund.org/","Local Enterprise Assistance Fund","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round13:local-enterprise-assistance-fund:016:2026-08-18","manual","verified"
"NeighborWorks Housing Solutions - Brockton","housing_services_nonprofit","Housing counseling homelessness prevention and homeownership support","","","","https://nhsmass.org/","617-770-2227","info@nhsmass.org","68 Legion Parkway","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://nhsmass.org/contact/","NeighborWorks Housing Solutions","Contact","2026-08-18","","4","official_organization_page","manual:round13:neighborworks-housing-solutions-brockton:017:2026-08-18","manual","verified"
"NeighborWorks Housing Solutions - Kingston","housing_services_nonprofit","Housing counseling homelessness prevention and homeownership support","","","","https://nhsmass.org/","781-422-4200","info@nhsmass.org","169 Summer Street","Kingston","MA","02364","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://nhsmass.org/contact/","NeighborWorks Housing Solutions","Contact","2026-08-18","","4","official_organization_page","manual:round13:neighborworks-housing-solutions-kingston:018:2026-08-18","manual","verified"
"Justice Center of Southeast Massachusetts","community_legal_aid","Civil legal aid and community education for low-income and older residents","","","","https://sccls.org/","508-586-2110","","62 Main Street Suite 302","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://sccls.org/contact/","South Coastal Counties Legal Services","Our Locations","2026-08-18","","4","official_organization_page","manual:round13:justice-center-of-southeast-massachusetts:019:2026-08-18","manual","verified"
"South Coastal Counties Legal Services - Fall River","community_legal_aid","Civil legal aid housing employment benefits and survivor advocacy","","","","https://sccls.org/","508-676-6265","","22 Bedford Street","Fall River","MA","02720","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://sccls.org/contact/","South Coastal Counties Legal Services","Our Locations","2026-08-18","","4","official_organization_page","manual:round13:south-coastal-counties-legal-services-fall-river:020:2026-08-18","manual","verified"
"New Hope, Inc.","survivor_services_nonprofit","Domestic and sexual violence survivor services and self-sufficiency support","","","","https://www.new-hope.org/","508-226-4015","new-hope@new-hope.org","247 Maple Street","Attleboro","MA","02703","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.new-hope.org/contact-us/","New Hope, Inc.","Contact Us","2026-08-18","","4","official_organization_page","manual:round13:new-hope-inc:021:2026-08-18","manual","verified"
"Family and Community Resources, Inc.","survivor_services_nonprofit","Trauma domestic-violence mental-health and family support services","","","","https://www.fcr-ma.org/","508-583-6498","","18 Newton Street","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.fcr-ma.org/contact-us","Family and Community Resources, Inc.","Contact Us","2026-08-18","","4","official_organization_page","manual:round13:family-and-community-resources-inc:022:2026-08-18","manual","verified"
"Jane Doe Inc.","survivor_services_nonprofit","Statewide domestic and sexual violence policy advocacy and coalition support","","","","https://www.janedoe.org/","617-248-0922","info@janedoe.org","PO Box 960849","Boston","MA","02196","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.janedoe.org/contact-us/","Jane Doe Inc.","Contact Us","2026-08-18","","4","official_organization_page","manual:round13:jane-doe-inc:023:2026-08-18","manual","verified"
"The Women's Center - New Bedford","survivor_services_nonprofit","Domestic and sexual violence survivor advocacy and crisis services","","","","https://www.thewomenscentersc.com/","508-996-3343","info@thewomenscentersc.com","174 Union Street 4th Floor","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.thewomenscentersc.com/contact","The Women's Center","Contact","2026-08-18","","4","official_organization_page","manual:round13:the-women-s-center-new-bedford:024:2026-08-18","manual","verified"
"Health Imperatives","survivor_services_nonprofit","Health safety economic security and survivor services","","","","https://healthimperatives.org/","508-583-3005","info@healthimperatives.org","942 West Chestnut Street","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://healthimperatives.org/wp-content/uploads/2026/04/HI_2024-2025-Annual-Report-FINAL-ONLINE-VERSION-FOR-WEBSITE.pdf","Health Imperatives","2024-2025 Annual Report","2026-08-18","","4","official_organization_document","manual:round13:health-imperatives:025:2026-08-18","manual","verified"
"South Shore Resource and Advocacy Center","survivor_services_nonprofit","Domestic-violence homicide and impaired-driving survivor services","","","","https://www.thesswrc.org/","508-746-2664","","PO Box 6237","North Plymouth","MA","02362","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/locations/south-shore-resource-and-advocacy-centersoutheast-family-services","Commonwealth of Massachusetts","South Shore Resource and Advocacy Center/Southeast Family Services","2026-08-18","","5","government_page","manual:round13:south-shore-resource-and-advocacy-center:026:2026-08-18","manual","verified"
"DOVE, Inc.","survivor_services_nonprofit","Domestic-violence advocacy prevention and community services","","","","https://www.dovema.org/","617-770-4065","","PO Box 690267","Quincy","MA","02269","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.dovema.org/_files/ugd/f6703a_bb80b7c8b2c94dbbb5dddbf4fff58a41.pdf","DOVE, Inc.","Healthy Relationship Education and Abuse Prevention","2026-08-18","","4","official_organization_document","manual:round13:dove-inc:027:2026-08-18","manual","verified"
"Old Colony Elder Services","aging_services_nonprofit","Older-adult caregiver nutrition protective and independent-living services","","","","https://ocesma.org/","508-584-1561","","144 Main Street","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://ocesma.org/contact-us","Old Colony Elder Services","Contact Us","2026-08-18","","4","official_organization_page","manual:round13:old-colony-elder-services:028:2026-08-18","manual","verified"
"South Shore Elder Services","aging_services_nonprofit","South Shore older-adult advocacy caregiver nutrition and wellness programs","","","","https://sselder.org/","781-848-3910","","PO Box 97","Weymouth","MA","02190","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://sselder.org/","South Shore Elder Services","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round13:south-shore-elder-services:029:2026-08-18","manual","verified"
"Bristol Aging and Wellness","aging_services_nonprofit","Older-adult disability caregiver and independent-living services","","","","https://www.bristolaging.org/","508-675-2101","","1 Father DeValles Boulevard Unit 8","Fall River","MA","02723","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.bristolaging.org/services/","Bristol Aging and Wellness","Services","2026-08-18","","4","official_organization_page","manual:round13:bristol-aging-and-wellness:030:2026-08-18","manual","verified"
"Operation A.B.L.E.","older_worker_workforce_nonprofit","Employment training and job coaching for workers age 45 and older","","","","https://operationable.net/","617-542-4180","","174 Portland Street 5th Floor","Boston","MA","02114","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.boston.gov/departments/age-strong-commission/age-friendly-boston/job-resources-seniors","City of Boston","Job Resources for Seniors","2026-08-18","","5","government_page","manual:round13:operation-able:031:2026-08-18","manual","verified"
"SER-Jobs for Progress - Fall River","workforce_training","Multilingual employment education and secure-jobs services","","","","https://www.mass.gov/locations/ser-jobs-for-progress","508-676-1916","","164 Bedford Street","Fall River","MA","02720","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/locations/ser-jobs-for-progress","Commonwealth of Massachusetts","SER-Jobs for Progress","2026-08-18","","5","government_page","manual:round13:ser-jobs-for-progress-fall-river:032:2026-08-18","manual","verified"
"AFSCME Council 93","labor_organization","Public-service worker representation and organizing","AFSCME","Council 93","","https://afscme93.org/","617-367-6000","","8 Beacon Street","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://afscme93.org/headquarters","AFSCME Council 93","Headquarters","2026-08-18","","4","official_union_page","manual:round13:afscme-council-93:033:2026-08-18","manual","verified"
"UNITE HERE Local 26","union_local","Hospitality hotel restaurant and food-service worker representation","UNITE HERE","26","","https://www.local26.org/","617-832-6699","","52 Church Street","Boston","MA","02116","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.local26.org/about/","UNITE HERE Local 26","About Local 26","2026-08-18","","4","official_union_page","manual:round13:unite-here-local-26:034:2026-08-18","manual","verified"
"Boston Carmen's Union Local 589","union_local","Public transit worker representation","Amalgamated Transit Union","589","","https://carmensunion589.org/","617-542-8212","","50 Federal Street 9th Floor","Boston","MA","02110","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://carmensunion589.org/contact-us/","Boston Carmen's Union Local 589","Contact Us","2026-08-18","","4","official_union_page","manual:round13:boston-carmen-s-union-local-589:035:2026-08-18","manual","verified"
"Professional Fire Fighters of Massachusetts","labor_organization","Firefighter and emergency responder representation and safety advocacy","International Association of Fire Fighters","","","https://www.pffm.org/","617-523-4506","","2 Center Plaza Suite 4M","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.pffm.org/?page=About&zone=%2Funionactive%2Fview_page.cfm","Professional Fire Fighters of Massachusetts","About","2026-08-18","","4","official_union_page","manual:round13:professional-fire-fighters-of-massachusetts:036:2026-08-18","manual","verified"
"32BJ SEIU - Boston Office","union_local","Building-service and property-service worker representation","SEIU","32BJ","","https://www.seiu32bj.org/","617-523-6150","","26 West Street 6th Floor","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.seiu32bj.org/contact-us/","32BJ SEIU","Contact Us","2026-08-18","","4","official_union_page","manual:round13:32bj-seiu-boston-office:037:2026-08-18","manual","verified"
"North Atlantic States Regional Council of Carpenters","labor_organization","Carpenter and construction craft worker representation and training","United Brotherhood of Carpenters","","","https://www.nasrcc.org/","617-268-3400","contactnasrcc@nasrcc.org","750 Dorchester Avenue Unit 3","Boston","MA","02125","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://map.carpenters.org/?councils=council-4064","United Brotherhood of Carpenters","North Atlantic States Regional Council","2026-08-18","","4","official_union_page","manual:round13:north-atlantic-states-regional-council-of-carpenters:038:2026-08-18","manual","verified"
"SEIU Local 509","union_local","Human-service and education worker representation","SEIU","509","","https://www.seiu509.org/","774-843-7509","connect@seiu509.org","293 Boston Post Road West 4th Floor","Marlborough","MA","01752","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.seiu509.org/contact/","SEIU Local 509","Contact Us","2026-08-18","","4","official_union_page","manual:round13:seiu-local-509:039:2026-08-18","manual","verified"
"IATSE Local 481","union_local","Motion-picture technician and craft worker representation","IATSE","481","","https://www.iatse481.com/","781-376-0074","","10 Tower Office Park Suite 218","Woburn","MA","01801","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.iatse481.com/our-union/","IATSE Local 481","Our Union","2026-08-18","","4","official_union_page","manual:round13:iatse-local-481:040:2026-08-18","manual","verified"
