organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Brockton","","role_based","yes","Sales inquiries","","","sales@signdesign.com","508-580-0094","https://www.signdesign.com/contact","https://www.signdesign.com/contact","Sign Design, Inc.","Contact","2026-08-17","","4","contact_page","manual:round6:brockton-sign-design:012:2026-08-17","manual","verified"
"Acella","","role_based","yes","Office main line","","","","781-681-9240","https://www.acellaconstruction.com/contact-us/driving-directions/","https://www.acellaconstruction.com/contact-us/driving-directions/","Acella Construction Corporation","Contact Us and Driving Directions","2026-08-17","","4","contact_page","manual:round6:acella:013:2026-08-17","manual","verified"
"Alta Enterprises LLC- Lakeville","","role_based","yes","Branch main line","","","","781-341-0321","https://materialhandling.altg.com/locations/lakeville-ma/","https://materialhandling.altg.com/locations/lakeville-ma/","Alta Material Handling","Lakeville Massachusetts location","2026-08-17","","4","contact_page","manual:round6:alta-enterprises-llc-lakeville:014:2026-08-17","manual","verified"
"MA87 AEGIS","","role_based","yes","General inquiries","","","Aegis.info@ametek.com","508-998-3141","https://www.ametekaegis.com/contactus/contactussalesforceform","https://www.ametekaegis.com/contactus/contactussalesforceform","AMETEK Aegis","Contact Us","2026-08-17","","4","contact_page","manual:round6:ma87-aegis:015:2026-08-17","manual","verified"
"Anduril Industries Quincy","","role_based","yes","General inquiries","","","contact@anduril.com","","https://www.anduril.com/","https://www.anduril.com/","Anduril Industries","Anduril Industries home page","2026-08-17","","4","official_organization_page","manual:round6:anduril-industries-quincy:016:2026-08-17","manual","verified"
"Ryder Braintree 0610","","role_based","yes","Location main line","","","","781-848-5080","https://www.ryder.com/en-us/locations/us/massachusetts/braintree/610","https://www.ryder.com/en-us/locations/us/massachusetts/braintree/610","Ryder","Braintree Massachusetts location 610","2026-08-17","","4","contact_page","manual:round6:ryder-braintree-0610:017:2026-08-17","manual","verified"
"Karpp Abington","","role_based","yes","Yard main line","","","","781-871-1915","https://cbsi.net/s/content/abington-yard","https://cbsi.net/s/content/abington-yard","Chapman Building Supply","Abington Yard","2026-08-17","","4","contact_page","manual:round6:karpp-abington:018:2026-08-17","manual","verified"
"Specialty Kinnealey - 3210","","role_based","yes","Sales inquiries","","","sales@kinnealey.com","508-638-7700","https://kinnealey.com/contact.html","https://kinnealey.com/contact.html","Kinnealey Meats","Contact Us","2026-08-17","","4","contact_page","manual:round6:specialty-kinnealey-3210:019:2026-08-17","manual","verified"
"Pier Fish Company","","role_based","yes","Office main line","","","","508-990-9997","https://pierfish.com/contact-us/","https://pierfish.com/contact-us/","Pier Fish Company","Contact Us","2026-08-17","","4","contact_page","manual:round6:pier-fish-company:020:2026-08-17","manual","verified"
"new england tortilla, inc.","","role_based","yes","General inquiries","","","info@MiNinaTortilla.com","617-889-6462","https://mininatortilla.com/pages/contact","https://mininatortilla.com/pages/contact","Mi Niña Tortilla","Contact","2026-08-17","","4","contact_page","manual:round6:new-england-tortilla-inc:021:2026-08-17","manual","verified"
"Harodite Industries, Inc. North","","role_based","yes","Office main line","","","","508-824-6961","https://www.harodite.com/","https://www.harodite.com/","Harodite Industries","Harodite Industries home page","2026-08-17","","4","contact_page","manual:round6:harodite-industries-inc-north:022:2026-08-17","manual","verified"
"MICROWAY, INC.","","role_based","yes","Sales inquiries","","","sales@microway.com","508-746-7341","https://request.microway.com/contact/","https://request.microway.com/contact/","Microway","Contact","2026-08-17","","4","contact_page","manual:round6:microway-inc:023:2026-08-17","manual","verified"
"AFC Cable Systems","","role_based","yes","Facility inquiries","","","","800-426-3170","https://www.atkore.com/about-us/brands/acs-uni-fab","https://dam.atkore.com/api/public/content/fd141f422fa4435c9cd4698c96c08181?v=4d0b72d6","Atkore","ACS Uni-Fab device assemblies","2026-08-17","","4","official_organization_page","manual:round6:afc-cable-systems:024:2026-08-17","manual","verified"
"TRIMARK USA, LLC","","role_based","yes","General inquiries","","","info@trimarkusa.com","","https://www.trimarkusa.com/","https://www.trimarkusa.com/SiteMedia/SiteResources/Resources/TriMark-Ovens-Guide.pdf","TriMark USA","Commercial Ovens Guide","2026-08-17","","4","official_organization_page","manual:round6:trimark-usa-llc:025:2026-08-17","manual","verified"
"BENDON GEAR AND MACHINE, INC","","role_based","yes","Request for quote","","","rfq@bendongear.com","781-878-8100","https://www.bendongear.com/contact_us.html","https://www.bendongear.com/contact_us.html","Bendon Gear & Machine, Inc.","Contact Us","2026-08-17","","4","contact_page","manual:round6:bendon-gear-and-machine-inc:026:2026-08-17","manual","verified"
"Rolf C Hagen (USA) Corp","","role_based","yes","Customer service","","","","800-724-2436","https://hagen.com/contact-us/","https://hagen.com/contact-us/","Hagen Group","Contact Us","2026-08-17","","4","contact_page","manual:round6:rolf-c-hagen-usa-corp:027:2026-08-17","manual","verified"
"South Shore Community Action Council, Inc.","","role_based","yes","Headquarters main line","","","","508-747-7575","https://www.sscac.org/contact","https://www.sscac.org/contact","South Shore Community Action Council","Contact Us","2026-08-17","","4","contact_page","manual:round6:south-shore-community-action-council-inc:028:2026-08-17","manual","verified"
"AMERICOLD LOGISTICS - TAUNTON","","role_based","yes","Facility main line","","","","508-513-4400","https://www.americold.com/facilities/taunton/","https://www.americold.com/facilities/taunton/","Americold","Taunton facility","2026-08-17","","4","contact_page","manual:round6:americold-logistics-taunton:029:2026-08-17","manual","verified"
"re:fab, Inc.","","role_based","yes","General inquiries","","","info@gorefab.com","508-992-7772","https://refabpro.com/contact-painters-near-you/","https://refabpro.com/contact-painters-near-you/","re:fab","Contact re:fab","2026-08-17","","4","contact_page","manual:round6:refab-inc:030:2026-08-17","manual","verified"
"Chuckran Auto Parts","","role_based","yes","Customer support","","","","508-697-6319","https://chuckransautoparts.com/contact-us/","https://chuckransautoparts.com/contact-us/","Chuckran Auto Parts","Contact Us","2026-08-17","","4","contact_page","manual:round6:chuckran-auto-parts:031:2026-08-17","manual","verified"
"VitraHealth","","role_based","yes","Braintree office main line","","","","508-297-2022","https://vitrahealth.com/contact/","https://vitrahealth.com/contact/","Vitra Health","Contact Us","2026-08-17","","4","contact_page","manual:round6:vitrahealth:032:2026-08-17","manual","verified"
"Renaissance Patriot Place","","role_based","yes","Hotel main line","","","","508-543-5500","https://www.marriott.com/en-us/hotels/BOSPP-renaissance-boston-patriot-place-hotel/overview/","https://www.marriott.com/en-us/hotels/BOSPP-renaissance-boston-patriot-place-hotel/overview/","Marriott International","Renaissance Boston Patriot Place Hotel","2026-08-17","","4","contact_page","manual:round6:renaissance-patriot-place:033:2026-08-17","manual","verified"
"Copeland Acquisition Corp.","","role_based","yes","Sales department","","","","866-276-1601","https://www.copelandchevrolet.com/contact.htm?selectedAccountId=copelandchevroletbrockton","https://www.copelandchevrolet.com/contact.htm?selectedAccountId=copelandchevroletbrockton","Copeland Chevrolet","Contact Us and Directions","2026-08-17","","4","contact_page","manual:round6:copeland-acquisition-corp:034:2026-08-17","manual","verified"
"Quick Sling","","role_based","yes","Customer support","","","orders@diversitech.com","508-802-4856","https://www.quick-sling.com/contact","https://www.quick-sling.com/contact","Quick-Sling","Contact","2026-08-17","","4","contact_page","manual:round6:quick-sling:035:2026-08-17","manual","verified"
"Spoontiques Inc.","","role_based","yes","Customer service","","","","800-225-5826","https://spoontiques.com/ContactUs.php","https://spoontiques.com/ContactUs.php","Spoontiques, Inc.","Contact Us","2026-08-17","","4","contact_page","manual:round6:spoontiques-inc:036:2026-08-17","manual","verified"
"Thomas J. Kennedy Plumbing, Heating & HVAC, Inc.","","role_based","yes","General inquiries","","","contactus@tjkplumbing.com","508-824-6556","https://tjkplumbing.com/contact-us/","https://tjkplumbing.com/contact-us/","Thomas J. Kennedy Plumbing, Heating & HVAC","Contact Us","2026-08-17","","4","contact_page","manual:round6:thomas-j-kennedy-plumbing-heating-hvac-inc:037:2026-08-17","manual","verified"
"CARE ONE AT NEW BEDFORD","","role_based","yes","Admissions office","","","","508-996-4600","https://www.care-one.com/locations/careone-at-new-bedford/","https://www.care-one.com/locations/careone-at-new-bedford/","CareOne","CareOne at New Bedford","2026-08-17","","4","contact_page","manual:round6:care-one-at-new-bedford:038:2026-08-17","manual","verified"
"CAREONE AT WEYMOUTH","","role_based","yes","Facility main line","","","","781-340-9800","https://www.care-one.com/locations/careone-at-weymouth-rehab-facilities-in-weymouth-ma/","https://www.care-one.com/locations/careone-at-weymouth-rehab-facilities-in-weymouth-ma/","CareOne","CareOne at Weymouth","2026-08-17","","4","contact_page","manual:round6:careone-at-weymouth:039:2026-08-17","manual","verified"
"Brookmeadow at Cobb Corner Assisted Living Residence","","role_based","yes","Community inquiries","","","info@brookmeadowSLR.com","781-344-0310","https://www.seniorlivingresidences.com/communities/brookmeadow-cobb-corner/contact/","https://www.seniorlivingresidences.com/communities/brookmeadow-cobb-corner/contact/","Senior Living Residences","Brookmeadow at Cobb Corner contact","2026-08-17","","4","contact_page","manual:round6:brookmeadow-at-cobb-corner-assisted-living-residence:040:2026-08-17","manual","verified"
"SmartPak","","role_based","yes","Headquarters main line","","","","774-773-1000","https://www.smartpakequine.com/content/contact-us","https://www.smartpakequine.com/content/contact-us","SmartEquine","Contact SmartEquine","2026-08-17","","4","contact_page","manual:round6:smartpak:041:2026-08-17","manual","verified"
"The Fresh Market 253","","role_based","yes","Store main line","","","","508-413-5000","https://stores.thefreshmarket.com/ma/mansfield/253","https://stores.thefreshmarket.com/ma/mansfield/253","The Fresh Market","Mansfield store 253","2026-08-17","","4","contact_page","manual:round6:the-fresh-market-253:042:2026-08-17","manual","verified"
"Overhead Door Company of Boston","","role_based","yes","Distributor main line","","","","781-871-3850","https://www.overheaddoor.com/find-a-distributor/overhead-door-company-of-boston","https://www.overheaddoor.com/find-a-distributor/overhead-door-company-of-boston","Overhead Door Corporation","Overhead Door Company of Boston","2026-08-17","","4","contact_page","manual:round6:overhead-door-company-of-boston:043:2026-08-17","manual","verified"
"63322 SUNRISE OF BRAINTREE","","role_based","yes","Resident and family line","","","","781-356-0190","https://www.sunriseseniorliving.com/communities/ma/sunrise-of-braintree","https://www.sunriseseniorliving.com/communities/ma/sunrise-of-braintree","Sunrise Senior Living","Sunrise of Braintree","2026-08-17","","4","contact_page","manual:round6:63322-sunrise-of-braintree:044:2026-08-17","manual","verified"
"KRE-BSL HUSKY NORWOOD OPERATION LLC","","role_based","yes","Community advisor","","","","781-352-0002","https://www.benchmarkseniorliving.com/senior-living/ma/norwood/benchmark-senior-living-on-clapboardtree/","https://www.benchmarkseniorliving.com/senior-living/ma/norwood/benchmark-senior-living-on-clapboardtree/","Benchmark Senior Living","Benchmark Senior Living on Clapboardtree","2026-08-17","","4","contact_page","manual:round6:kre-bsl-husky-norwood-operation-llc:045:2026-08-17","manual","verified"
"KRE-BSL HUSKY PLYMOUTH OPERATION LLC","","role_based","yes","Community advisor","","","","508-503-1457","https://www.benchmarkseniorliving.com/senior-living/ma/plymouth/benchmark-senior-living-at-plymouth-crossings/","https://www.benchmarkseniorliving.com/senior-living/ma/plymouth/benchmark-senior-living-at-plymouth-crossings/","Benchmark Senior Living","Benchmark Senior Living at Plymouth Crossings","2026-08-17","","4","contact_page","manual:round6:kre-bsl-husky-plymouth-operation-llc:046:2026-08-17","manual","verified"
"Coastline Elderly Services","","role_based","yes","Information and referral","","","","508-999-6400","https://coastlinenb.org/contact/","https://coastlinenb.org/contact/","Coastline","Contact","2026-08-17","","4","contact_page","manual:round6:coastline-elderly-services:047:2026-08-17","manual","verified"
"Sarah Brayton Nursing Center","","role_based","yes","Facility main line","","","","508-675-1001","https://sarahbraytonhc.com/contact","https://sarahbraytonhc.com/contact","Sarah S. Brayton Nursing Center","Contact","2026-08-17","","4","contact_page","manual:round6:sarah-brayton-nursing-center:048:2026-08-17","manual","verified"
"Sacred Heart Home","","role_based","yes","Facility main line","","","","508-996-6751","https://www.dhfo.org/our-communities/sacred-heart-home/","https://www.dhfo.org/our-communities/sacred-heart-home/","Diocesan Health Facilities","Sacred Heart Home","2026-08-17","","4","contact_page","manual:round6:sacred-heart-home:049:2026-08-17","manual","verified"
"Northern Wind, LLC Plant 1","","role_based","yes","General inquiries","","","info@northernwind.com","508-997-0727","https://www.northernwind.com/contact-us-northern-wind-seafood/","https://www.northernwind.com/contact-us-northern-wind-seafood/","Northern Wind Seafood","Contact","2026-08-17","","4","contact_page","manual:round6:northern-wind-llc-plant-1:050:2026-08-17","manual","verified"
