organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Massachusetts Down Syndrome Congress","","role_based","yes","Down syndrome information and family-support public office","","","info@mdsc.org","781-221-0024","https://mdsc.org/home/accessibility-policy/","https://mdsc.org/home/accessibility-policy/","Massachusetts Down Syndrome Congress","Accessibility Policy and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:massachusetts-down-syndrome-congress:001:2026-08-18","manual","verified"
"Brain Injury Association of Massachusetts","","role_based","yes","Brain-injury resource and support public office","","","biama@biama.org","508-475-0032","https://biama.org/","https://biama.org/","Brain Injury Association of Massachusetts","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:brain-injury-association-massachusetts:001:2026-08-18","manual","verified"
"Jewish Family & Children's Service","","role_based","yes","Family and community-services public office","","","info@jfcsboston.org","781-647-5327","https://www.jfcsboston.org/about/where-we-work","https://www.jfcsboston.org/about/where-we-work","Jewish Family & Children's Service","Where We Work","2026-08-18","","4","official_organization_page","manual:round16:jewish-family-childrens-service:001:2026-08-18","manual","verified"
"Jewish Collaborative Services","","role_based","yes","Family and community-services public office","","","info@jcsri.org","401-331-1244","https://jcsri.org/about/careers/","https://jcsri.org/about/careers/","Jewish Collaborative Services","Careers and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:jewish-collaborative-services:001:2026-08-18","manual","verified"
"Islamic Center of New England","","role_based","yes","Community programs public office","","","","617-479-8611","https://icne.net/contact/","https://icne.net/contact/","Islamic Center of New England","Contact","2026-08-18","","4","official_organization_page","manual:round16:islamic-center-new-england:001:2026-08-18","manual","verified"
"Muslim Community Support Services of Massachusetts","","role_based","yes","Community relief and support public office","","","contactmcss@mcssnewengland.org","970-462-7763","https://mcssnewengland.org/need-help","https://mcssnewengland.org/need-help","Muslim Community Support Services of Massachusetts","Need Help","2026-08-18","","4","official_organization_page","manual:round16:muslim-community-support-services-ma:001:2026-08-18","manual","verified"
"Center for Arabic Culture","","role_based","yes","Arabic cultural-programs public office","","","","","https://cacboston.squarespace.com/","https://cacboston.squarespace.com/","Center for Arabic Culture","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:center-arabic-culture:001:2026-08-18","manual","verified"
"India Association of Greater Boston","","role_based","yes","Indian-American community-programs public office","","","iagb@iagb.org","","https://www.iagb.org/contact-us/","https://www.iagb.org/contact-us/","India Association of Greater Boston","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:india-association-greater-boston:001:2026-08-18","manual","verified"
"Discovery Language Academy","","role_based","yes","Language and workforce-education public office","","","info@discoverylanguageacademy.org","508-997-8295","https://www.discoverylanguageacademy.org/dla/","https://www.discoverylanguageacademy.org/dla/","Discovery Language Academy","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:discovery-language-academy:001:2026-08-18","manual","verified"
"Muslim Justice League","","role_based","yes","Civil and human-rights public office","","","info@muslimjusticeleague.org","857-217-2930","https://muslimjusticeleague.org/contact-us/","https://muslimjusticeleague.org/donate/","Muslim Justice League","Donate and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:muslim-justice-league:001:2026-08-18","manual","verified"
"National Association of Letter Carriers Branch 34","","role_based","yes","Union public office","","","","781-281-1133","https://nalcbranch34.com/contact-us/","https://nalcbranch34.com/contact-us/","National Association of Letter Carriers Branch 34","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:nalc-branch-34:001:2026-08-18","manual","verified"
"Amalgamated Transit Union Local 618","","role_based","yes","Union public office","","","","401-785-4020","https://atulocals.org/local-618/atu-division-618","https://atulocals.org/local-618/atu-division-618","Amalgamated Transit Union Local 618","ATU Division 618","2026-08-18","","4","official_organization_page","manual:round16:atu-local-618:001:2026-08-18","manual","verified"
"Rhode Island Council 94, AFSCME, AFL-CIO","","role_based","yes","Union public office","","","","401-724-5900","https://ricouncil94.org/contact-us","https://ricouncil94.org/contact-us","Rhode Island Council 94, AFSCME, AFL-CIO","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:ri-council-94:001:2026-08-18","manual","verified"
"National Education Association Rhode Island","","role_based","yes","Education-union public office","","","","401-463-9630","https://www.neari.org/contact-us","https://www.neari.org/contact-us","National Education Association Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:nea-rhode-island:001:2026-08-18","manual","verified"
"Rhode Island Federation of Teachers and Health Professionals","","role_based","yes","Education and health-professional union public office","","","info@rifthp.org","401-273-9800","https://rifthp.org/content/rifthp","https://rifthp.org/content/rifthp","Rhode Island Federation of Teachers and Health Professionals","About RIFTHP","2026-08-18","","4","official_organization_page","manual:round16:rifthp:001:2026-08-18","manual","verified"
"OPEIU Local 6","","role_based","yes","Union public office","","","","781-848-6006","https://opeiulocal6.org/about-us/contact-us/","https://opeiulocal6.org/about-us/contact-us/","OPEIU Local 6","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:opeiu-local-6:001:2026-08-18","manual","verified"
"Providence Fire Fighters IAFF Local 799","","role_based","yes","Union public office","","","info@providencefirefighters.org","401-272-7999","https://www.providencefirefighters.org/?zone=/unionactive/contact.cfm","https://www.providencefirefighters.org/?zone=/unionactive/privacy_policy.cfm","Providence Fire Fighters IAFF Local 799","Privacy Policy and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:providence-firefighters-local-799:001:2026-08-18","manual","verified"
"Rhode Island AFL-CIO","","role_based","yes","Labor-federation public office","","","","401-751-7100","https://rhodeislandaflcio.org/contact/","https://rhodeislandaflcio.org/contact/","Rhode Island AFL-CIO","Contact","2026-08-18","","4","official_organization_page","manual:round16:rhode-island-afl-cio:001:2026-08-18","manual","verified"
