organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"22067 STORE 22067","","role_based","yes","Store main line","","","","508-313-9196","https://locations.familydollar.com/ma/brockton/725-centre-st","https://locations.familydollar.com/ma/brockton/725-centre-st","Family Dollar","Brockton Family Dollar at 725 Centre Street","2026-08-17","","4","contact_page","manual:round5:22067-store-22067:020:2026-08-17","manual","verified"
"23991 STORE 23991","","role_based","yes","Store main line","","","","774-257-6628","https://locations.familydollar.com/ma/brockton/880-n-monticello-street","https://locations.familydollar.com/ma/brockton/880-n-monticello-street","Family Dollar","Brockton Family Dollar at 880 North Montello Street","2026-08-17","","4","contact_page","manual:round5:23991-store-23991:021:2026-08-17","manual","verified"
"25062 STORE 25062","","role_based","yes","Store main line","","","","508-894-7164","https://locations.familydollar.com/ma/brockton/222-east-ashland-st","https://locations.familydollar.com/ma/brockton/222-east-ashland-st","Family Dollar","Brockton Family Dollar at East Ashland Street","2026-08-17","","4","contact_page","manual:round5:25062-store-25062:022:2026-08-17","manual","verified"
"32376 STORE 32376","","role_based","yes","Store main line","","","","508-894-7852","https://locations.familydollar.com/ma/brockton/25-oak-st-ext","https://locations.familydollar.com/ma/brockton/25-oak-st-ext","Family Dollar","Brockton Family Dollar at Oak Street Extension","2026-08-17","","4","contact_page","manual:round5:32376-store-32376:023:2026-08-17","manual","verified"
"Chemical Operation- Taunton","","role_based","yes","Product support","","","","800-252-4752","https://help.waters.com/help/en/product-support/alliance-is-system-support/715008415/D5891E8.html","https://help.waters.com/help/en/product-support/alliance-is-system-support/715008415/D5891E8.html","Waters Corporation","Waters Contact Support","2026-08-17","","4","contact_page","manual:round5:chemical-operation-taunton:024:2026-08-17","manual","verified"
"ACE Surgical Supply Co., Inc.","","role_based","yes","Customer service","","","info@acesouthern.com","800-624-5926","https://www.acesouthern.com/contact","https://www.acesouthern.com/contact","ACE Southern","Contact ACE Southern","2026-08-17","","4","contact_page","manual:round5:ace-surgical-supply-co-inc:025:2026-08-17","manual","verified"
"Copley at Stoughton","","role_based","yes","Referrals","","","referrals@copley-nh.com","781-341-2300","https://copleystoughton.com/contact-us/","https://copleystoughton.com/contact-us/","Copley at Stoughton","Contact Us","2026-08-17","","4","contact_page","manual:round5:copley-at-stoughton:026:2026-08-17","manual","verified"
"The Guardian Center SNF Operations BHC LLC The Guardian Center","","role_based","yes","Facility main line","","","","508-587-6556","https://theguardianhc.com/about/meet-our-team","https://theguardianhc.com/about/meet-our-team","The Guardian Center","Meet Our Team","2026-08-17","","4","official_organization_page","manual:round5:the-guardian-center:027:2026-08-17","manual","verified"
"Heights Crossing","","role_based","yes","Community inquiries","","","info@heightscrossing.com","508-580-4300","https://www.seniorlivingresidences.com/communities/brockton-heights-crossing/features/","https://www.seniorlivingresidences.com/communities/brockton-heights-crossing/features/","Senior Living Residences","Heights Crossing Features and Contact Information","2026-08-17","","4","official_organization_page","manual:round5:heights-crossing:028:2026-08-17","manual","verified"
"William B Rice Eventide Home, Inc","","role_based","yes","General inquiries","","","info@fairingway.org","781-660-5000","https://fairingway.org/","https://fairingway.org/","Fairing Way","Fairing Way and William B. Rice Eventide Home","2026-08-17","","4","official_organization_page","manual:round5:william-b-rice-eventide-home-inc:029:2026-08-17","manual","verified"
"Mill Brook Operator LLC","","role_based","yes","Facility main line","","","","508-675-2500","https://millbrookrehabhc.com/contact/","https://millbrookrehabhc.com/contact/","Mill Brook Rehabilitation and Healthcare Center","Contact Us","2026-08-17","","4","contact_page","manual:round5:mill-brook-operator-llc:030:2026-08-17","manual","verified"
"South Cove Manor Nursing and Rehabilitation Center","","role_based","yes","General inquiries","","","info@southcovemanor.org","617-423-0590","https://www.southcovemanor.org/about-us/","https://www.southcovemanor.org/about-us/","South Cove Manor","About Us and Contact Information","2026-08-17","","4","official_organization_page","manual:round5:south-cove-manor:031:2026-08-17","manual","verified"
"Associated Home Care Location 4","","role_based","yes","General inquiries","","","","800-281-0878","https://www.associatedhomecare.com/","https://www.associatedhomecare.com/","Associated Home Care","Associated Home Care","2026-08-17","","4","official_organization_page","manual:round5:associated-home-care-location-4:032:2026-08-17","manual","verified"
"LIFT & CARE SYSTEMS INCORPORATED","","role_based","yes","Sales and service","","","","508-947-3304","https://liftandcaresystems.com/contact","https://liftandcaresystems.com/contact","Lift and Care Systems","Contact","2026-08-17","","4","contact_page","manual:round5:lift-and-care-systems-incorporated:033:2026-08-17","manual","verified"
"REGAL TREE AND SHRUB EXPERTS, LLC","","role_based","yes","General inquiries","","","info@regaltree.net","774-719-2450","https://regaltree.net/contact/","https://regaltree.net/contact/","Regal Tree and Shrub Experts","Contact","2026-08-17","","4","contact_page","manual:round5:regal-tree-and-shrub-experts-llc:034:2026-08-17","manual","verified"
"W.B. MASON CO INC","","role_based","yes","Customer service","","","","888-926-2766","https://wbmason.espwebsite.com/contactus","https://wbmason.espwebsite.com/contactus","W.B. Mason","Contact Us","2026-08-17","","4","contact_page","manual:round5:wb-mason-co-inc:035:2026-08-17","manual","verified"
"Empire Auto Part Taunton","","role_based","yes","General inquiries","","","info@empireautoparts.com","800-624-4561","https://www.empireautoparts.com/privacy_policy.html","https://www.empireautoparts.com/privacy_policy.html","Empire Auto Parts","Privacy Policy and Contact Information","2026-08-17","","4","contact_page","manual:round5:empire-auto-part-taunton:036:2026-08-17","manual","verified"
"Warren Trask Company","","role_based","yes","Orders and sales","","","orders@warrentraskcompany.com","800-752-0121","https://wtrask.com/contact-us/","https://wtrask.com/contact-us/","Warren Trask Company","Contact Us","2026-08-17","","4","contact_page","manual:round5:warren-trask-company:037:2026-08-17","manual","verified"
"Cashman Equipment Corp","","role_based","yes","Headquarters main line","","","","781-535-6222","https://4barges.com/en/contact","https://4barges.com/en/contact","Cashman Equipment Corporation","Contact","2026-08-17","","4","contact_page","manual:round5:cashman-equipment-corp:038:2026-08-17","manual","verified"
"Bridgewater Farm Supply Co., Inc.","","role_based","yes","Store main line","","","","508-697-0357","https://www.bridgewaterfarm.com/hours-contact/","https://www.bridgewaterfarm.com/hours-contact/","Bridgewater Farm Supply","Hours and Contact","2026-08-17","","4","contact_page","manual:round5:bridgewater-farm-supply-co-inc:039:2026-08-17","manual","verified"
"EQUAL EXCHANGE, INC.","","role_based","yes","Community orders","","","communityorders@equalexchange.coop","774-776-7366","https://shop.equalexchange.coop/pages/faqs","https://shop.equalexchange.coop/pages/faqs","Equal Exchange","Frequently Asked Questions and Contact Information","2026-08-17","","4","contact_page","manual:round5:equal-exchange-inc:040:2026-08-17","manual","verified"
"Alternative Compassion Services","","role_based","yes","Bridgewater inquiries","","","info@acscompassion.com","508-356-5151","https://acscompassion.com/menu/bridgewater-menu/?dtche%5Bpath%5D=info","https://acscompassion.com/menu/bridgewater-menu/?dtche%5Bpath%5D=info","Alternative Compassion Services","Bridgewater Location Information","2026-08-17","","4","contact_page","manual:round5:alternative-compassion-services:041:2026-08-17","manual","verified"
"Wind River Environmental","","role_based","yes","Customer service","","","","877-560-9007","https://www.wrenvironmental.com/about-us/","https://www.wrenvironmental.com/about-us/","Wind River Environmental","About Us and Contact Information","2026-08-17","","4","official_organization_page","manual:round5:wind-river-environmental:042:2026-08-17","manual","verified"
"Matouk Textile Works, Inc.","","role_based","yes","Headquarters main line","","","","508-742-1500","https://www.matouk.com/contact","https://www.matouk.com/contact","Matouk","Contact","2026-08-17","","4","contact_page","manual:round5:matouk-textile-works-inc:043:2026-08-17","manual","verified"
"MRD Corp dba Route 44 Hyundai","","role_based","yes","Sales","","","","508-928-8713","https://www.route44hyundai.com/dealership/directions.htm","https://www.route44hyundai.com/dealership/directions.htm","Route 44 Hyundai","Dealership Directions and Contact Information","2026-08-17","","4","contact_page","manual:round5:mrd-corp-dba-route-44-hyundai:044:2026-08-17","manual","verified"
"Colonial Ford, Inc.","","role_based","yes","Sales","","","","888-397-6592","https://www.colonialford.com/dealership/directions.htm","https://www.colonialford.com/dealership/directions.htm","Colonial Ford","Dealership Directions and Contact Information","2026-08-17","","4","contact_page","manual:round5:colonial-ford-inc:045:2026-08-17","manual","verified"
"Subaru Of New England","","role_based","yes","Business main line","","","","781-255-6361","https://safer.fmcsa.dot.gov/query.asp?original_query_param=NAME&original_query_string=SUBARU+OF+NEW+ENGLAND+INC&query_param=USDOT&query_string=141545&query_type=queryCarrierSnapshot&searchtype=ANY","https://safer.fmcsa.dot.gov/query.asp?original_query_param=NAME&original_query_string=SUBARU+OF+NEW+ENGLAND+INC&query_param=USDOT&query_string=141545&query_type=queryCarrierSnapshot&searchtype=ANY","Federal Motor Carrier Safety Administration","Subaru of New England Company Snapshot","2026-08-17","2026-07-13","5","public_registry","manual:round5:subaru-of-new-england:046:2026-08-17","manual","verified"
"Wollaston Alloys, Inc.","","role_based","yes","Business main line","","","","781-848-3333","https://safer.fmcsa.dot.gov/query.asp?query_param=USDOT&query_string=2600024&query_type=queryCarrierSnapshot&searchtype=ANY","https://safer.fmcsa.dot.gov/query.asp?query_param=USDOT&query_string=2600024&query_type=queryCarrierSnapshot&searchtype=ANY","Federal Motor Carrier Safety Administration","Wollaston Alloys Company Snapshot","2026-08-17","2026-07-18","5","public_registry","manual:round5:wollaston-alloys-inc:047:2026-08-17","manual","verified"
"Milton's Distributing Co. LLC","","role_based","yes","Business main line","","","","774-719-1027","https://tri-townchamber.com/list/member/milton-s-distributing-201","https://tri-townchamber.com/list/member/milton-s-distributing-201","Tri-Town Chamber of Commerce","Milton's Distributing","2026-08-17","","3","business_directory","manual:round5:miltons-distributing-co-llc:048:2026-08-17","manual","verified"
