organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Rhode Island Services for the Blind and Visually Impaired","","role_based","yes","Public blind and visually impaired services intake","","","ORS.SBVIInfo@ors.ri.gov","401-462-7908","https://ors.ri.gov/contactus-sbvi","https://ors.ri.gov/contactus-sbvi","Rhode Island DHS Office of Rehabilitation Services","Contact Us at SBVI","2026-08-18","","5","official_government_page","manual:round19:rhode-island-services-blind-visually-impaired:001:2026-08-18","manual","verified"
"Perkins School for the Blind","","role_based","yes","Public school and disability-resource office","","","","617-924-3434","https://www.perkins.org/contact-us/","https://www.perkins.org/contact-us/","Perkins School for the Blind","Contact Perkins School for the Blind","2026-08-18","","4","official_organization_page","manual:round19:perkins-school-for-the-blind:001:2026-08-18","manual","verified"
"National Braille Press","","role_based","yes","Public braille literacy and accessible-materials office","","","contact@nbp.org","617-266-6160","https://info.nbp.org/contact-us-1","https://info.nbp.org/contact-us-1","National Braille Press","Contact Us","2026-08-18","","4","official_organization_page","manual:round19:national-braille-press:001:2026-08-18","manual","verified"
"Clarke Schools for Hearing and Speech - Massachusetts","","role_based","yes","Public Massachusetts hearing-and-speech education office","","","info@clarkeschools.org","781-821-3499","https://www.clarkeschools.org/canton/","https://www.clarkeschools.org/canton/","Clarke Schools for Hearing and Speech","Clarke Massachusetts in Canton","2026-08-18","","4","official_organization_page","manual:round19:clarke-schools-massachusetts:001:2026-08-18","manual","verified"
"IN-SIGHT","","role_based","yes","Public vision-rehabilitation and support office","","","info@in-sight.org","401-941-3322","https://in-sight.org/contact-us/","https://in-sight.org/contact-us/","IN-SIGHT","Contact Us","2026-08-18","","4","official_organization_page","manual:round19:in-sight:001:2026-08-18","manual","verified"
"Massachusetts Sickle Cell Association","","role_based","yes","Public sickle-cell education and support office","","","info@gbscda.org","617-825-4595","https://sicklecellhope.org/contact","https://sicklecellhope.org/contact","Massachusetts Sickle Cell Association","Contact","2026-08-18","","4","official_organization_page","manual:round19:massachusetts-sickle-cell-association:001:2026-08-18","manual","verified"
"New England Hemophilia Association","","role_based","yes","Public bleeding-disorders education and support office","","","","781-326-7645","https://www.newenglandhemophilia.org/contact/","https://www.newenglandhemophilia.org/contact/","New England Hemophilia Association","Contact","2026-08-18","","4","official_organization_page","manual:round19:new-england-hemophilia-association:001:2026-08-18","manual","verified"
"National Kidney Foundation Serving New England","","role_based","yes","Public New England kidney-health support office","","","nkfne@kidney.org","508-907-6030","https://www.kidney.org/offices/nkf-serving-new-england","https://www.kidney.org/offices/nkf-serving-new-england","National Kidney Foundation","NKF Serving New England","2026-08-18","","4","official_organization_page","manual:round19:national-kidney-foundation-new-england:001:2026-08-18","manual","verified"
"Crohn's & Colitis Foundation New England Chapter","","role_based","yes","Public inflammatory-bowel-disease support office","","","ne@crohnscolitisfoundation.org","781-449-0324","https://www.crohnscolitisfoundation.org/chapters/ne","https://www.crohnscolitisfoundation.org/chapters/ne","Crohn's & Colitis Foundation","New England Chapter","2026-08-18","","4","official_organization_page","manual:round19:crohns-colitis-foundation-new-england:001:2026-08-18","manual","verified"
"American Lung Association in Massachusetts","","role_based","yes","Public Massachusetts lung-health advocacy office","","","","781-314-9008","https://www.lung.org/ma","https://www.lung.org/ma","American Lung Association","Massachusetts","2026-08-18","","4","official_organization_page","manual:round19:american-lung-association-massachusetts:001:2026-08-18","manual","verified"
"Cystic Fibrosis Foundation Massachusetts / Rhode Island Chapter","","role_based","yes","Public Massachusetts and Rhode Island cystic-fibrosis support office","","","massachusetts-ri@cff.org","508-655-6000","https://www.cff.org/chapters/massachusetts-rhode-island-chapter","https://www.cff.org/chapters/massachusetts-rhode-island-chapter","Cystic Fibrosis Foundation","Massachusetts / Rhode Island Chapter","2026-08-18","","4","official_organization_page","manual:round19:cystic-fibrosis-foundation-ma-ri:001:2026-08-18","manual","verified"
"American Heart Association - Massachusetts","","role_based","yes","Public Massachusetts cardiovascular-health office","","","","781-373-4500","https://www.heart.org/en/affiliates/massachusetts","https://www.heart.org/en/affiliates/massachusetts","American Heart Association","Massachusetts","2026-08-18","","4","official_organization_page","manual:round19:american-heart-association-massachusetts:001:2026-08-18","manual","verified"
"Arthritis Foundation - Massachusetts","","role_based","yes","Public Massachusetts arthritis-support office","","","","800-283-7800","https://www.arthritis.org/local-offices/ma","https://www.arthritis.org/local-offices/ma","Arthritis Foundation","Arthritis Foundation - Massachusetts","2026-08-18","","4","official_organization_page","manual:round19:arthritis-foundation-massachusetts:001:2026-08-18","manual","verified"
"Japan Society of Boston","","role_based","yes","Public cultural programs and community-contact office","","","info@japansocietyboston.org","617-514-7345","https://japansocietyboston.wildapricot.org/Contact","https://japansocietyboston.wildapricot.org/Contact","Japan Society of Boston","Contact Us","2026-08-18","","4","official_organization_page","manual:round19:japan-society-of-boston:001:2026-08-18","manual","verified"
"Korean Cultural Society of Boston","","role_based","yes","Public cultural arts and community-contact office","","","info@kcsboston.org","","https://www.kcsboston.org/about","https://www.kcsboston.org/about","Korean Cultural Society of Boston","About","2026-08-18","","4","official_organization_page","manual:round19:korean-cultural-society-boston:001:2026-08-18","manual","verified"
"Iskwelahang Pilipino","","role_based","yes","Public cultural education and community-contact office","","","ipbahayboston@gmail.com","","https://home.ipbahay.org/contact/","https://home.ipbahay.org/contact/","Iskwelahang Pilipino","Contact Us","2026-08-18","","4","official_organization_page","manual:round19:iskwelahang-pilipino:001:2026-08-18","manual","verified"
"Armenian Cultural and Educational Center","","role_based","yes","Public cultural center and community-programs office","","","acec@acecwatertown.org","617-926-6067","https://www.acecwatertown.org/","https://www.acecwatertown.org/","Armenian Cultural and Educational Center","Armenian Cultural and Educational Center","2026-08-18","","4","official_organization_page","manual:round19:armenian-cultural-educational-center:001:2026-08-18","manual","verified"
"Pakistan Association of Greater Boston","","role_based","yes","Public community programs and general-information office","","","info@pagb.us","773-544-0447","https://www.pagb.us/","https://www.pagb.us/","Pakistan Association of Greater Boston","Pakistan Association of Greater Boston","2026-08-18","","4","official_organization_page","manual:round19:pakistan-association-greater-boston:001:2026-08-18","manual","verified"
"Greater Boston Nepali Community","","role_based","yes","Public community services and general-information office","","","info@gbnc.org","339-600-8803","https://gbnc.org/about-us/","https://gbnc.org/about-us/","Greater Boston Nepali Community","About Us","2026-08-18","","4","official_organization_page","manual:round19:greater-boston-nepali-community:001:2026-08-18","manual","verified"
"Bangladesh Association of New England","","role_based","yes","Public community programs and general-information office","","","bane.usa1971@gmail.com","857-701-2882","https://bane71.org/contact/","https://bane71.org/contact/","Bangladesh Association of New England","Contact Us","2026-08-18","","4","official_organization_page","manual:round19:bangladesh-association-new-england:001:2026-08-18","manual","verified"
"New England Sikh Study Circle","","role_based","yes","Public community programs and management office","","","management@nessc.org","508-898-0457","https://nessc.org/contact","https://nessc.org/contact","New England Sikh Study Circle","Get In Touch","2026-08-18","","4","official_organization_page","manual:round19:new-england-sikh-study-circle:001:2026-08-18","manual","verified"
"Harvard Graduate Students Union UAW Local 5118","","role_based","yes","Public graduate-worker union office","","","","617-475-0677","https://harvardgradunion.org/","https://harvardgradunion.org/","Harvard Graduate Students Union UAW Local 5118","Harvard Graduate Student Union - HGSU-UAW","2026-08-18","","4","official_organization_page","manual:round19:harvard-graduate-students-union:001:2026-08-18","manual","verified"
"Boston University Graduate Workers Union SEIU Local 509","","role_based","yes","Public graduate-worker union representative office","","","connect@seiu509.org","774-843-7509","https://www.seiu509.org/boston-university/","https://www.seiu509.org/boston-university/","SEIU Local 509","Boston University","2026-08-18","","4","official_organization_page","manual:round19:boston-university-graduate-workers-union:001:2026-08-18","manual","verified"
"Graduate Labor Organization AFT Local 6516","","role_based","yes","Public graduate-worker union communications office","","","comms@glounion.org","","https://www.glounion.org/glo-beck-notice","https://www.glounion.org/glo-beck-notice","Graduate Labor Organization","GLO Beck Notice","2026-08-18","2025-09-05","4","official_organization_page","manual:round19:graduate-labor-organization:001:2026-08-18","manual","verified"
"Brown Postdoc Labor Organization AFT Local 6516","","role_based","yes","Public postdoctoral-worker union information office","","","info@bplounion.org","","https://bplounion.org/faqs/","https://bplounion.org/faqs/","Brown Postdoc Labor Organization","FAQ","2026-08-18","","4","official_organization_page","manual:round19:brown-postdoc-labor-organization:001:2026-08-18","manual","verified"
"State Police Association of Massachusetts","","role_based","yes","Public state-police association office","","","","617-523-0130","https://msptrooper.org/","https://msptrooper.org/wp-content/uploads/2025/04/25SPAMGolfTourney.pdf","State Police Association of Massachusetts","2025 SPAM Benevolent Fund Golf Open","2026-08-18","","4","official_organization_document","manual:round19:state-police-association-massachusetts:001:2026-08-18","manual","verified"
"Providence Rhode Island Area Local 387 APWU","","role_based","yes","Public postal-worker union office","","","","401-276-5000","https://www.apwupvd.org/","https://www.apwupvd.org/APWU%20Union%20Meetings%202025.pdf","Providence Rhode Island Area Local 387","APWU Union Meetings 2025","2026-08-18","","4","official_organization_document","manual:round19:providence-apwu-local-387:001:2026-08-18","manual","verified"
"Association of Flight Attendants-CWA Council 27 Boston","","role_based","yes","Public Boston flight-attendant union office","","","afabos@unitedafa.org","617-567-5560","https://www.unitedafa.org/councils/bos-27","https://www.unitedafa.org/councils/bos-27","United AFA","Council 27 - Boston","2026-08-18","","4","official_organization_page","manual:round19:afa-cwa-council-27-boston:001:2026-08-18","manual","verified"
"UMass Dartmouth Faculty Federation AFT Local 1895","","role_based","yes","Public faculty-union office","","","","508-999-8067","https://www.umassd.edu/ffo/contact-us/","https://www.umassd.edu/ffo/contact-us/","University of Massachusetts Dartmouth","Contact Us | Faculty Federation","2026-08-18","","5","official_institution_page","manual:round19:umass-dartmouth-faculty-federation:001:2026-08-18","manual","verified"
