canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Cape Verdean Association of Brockton","inclusive_community_nonprofit","Cape Verdean community services employment and business support","","","","https://www.cvassociation.org/","508-559-0056","info@cvassociation.org","575 North Montello Street","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.cvassociation.org/contact","Cape Verdean Association of Brockton","Contact","2026-08-18","","4","official_organization_page","manual:round12:cape-verdean-association-of-brockton:011:2026-08-18","manual","verified"
"Brockton Area Branch NAACP","civil_rights_organization","Civil rights advocacy and community economic opportunity","","","","https://www.naacp-brocktonbranch.org/","781-807-1092","","PO Box 1535","Brockton","MA","02303","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.naacp-brocktonbranch.org/contact","Brockton Area Branch NAACP","Contact","2026-08-18","","4","official_organization_page","manual:round12:brockton-area-branch-naacp:012:2026-08-18","manual","verified"
"Massachusetts Coalition of Domestic Workers","worker_advocacy_organization","Domestic-worker rights organizing and labor advocacy","","","","https://www.massdomesticworkers.org/","617-783-8001","info@massdomesticworkers.org","14 Harvard Avenue Floor 2","Allston","MA","02134","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.massdomesticworkers.org/en/contact","Massachusetts Coalition of Domestic Workers","Contact","2026-08-18","","4","official_organization_page","manual:round12:massachusetts-coalition-of-domestic-workers:013:2026-08-18","manual","verified"
"BAGLY","lgbtq_community_nonprofit","LGBTQ youth services leadership and workforce support","","","","https://www.bagly.org/","617-227-4313","info@bagly.org","28 Court Square","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.bagly.org/find-us","BAGLY","Find Us","2026-08-18","","4","official_organization_page","manual:round12:bagly:014:2026-08-18","manual","verified"
"Youth Pride, Inc.","lgbtq_community_nonprofit","LGBTQ youth services education and workforce readiness","","","","https://www.youthprideri.org/","401-421-5626","info@youthprideri.org","743 Westminster Street","Providence","RI","02903","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.youthprideri.org/home/","Youth Pride, Inc.","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:youth-pride-inc:015:2026-08-18","manual","verified"
"Plymouth Pride Inc.","lgbtq_community_nonprofit","LGBTQ community support education and public events","","","","https://www.plymouthprideinc.com/","","president@plymouthprideinc.com","182 Summer Street #182","Kingston","MA","02364","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.plymouthprideinc.com/pride2026","Plymouth Pride Inc.","Plymouth Pride 2026","2026-08-18","","4","official_organization_page","manual:round12:plymouth-pride-inc:016:2026-08-18","manual","verified"
"The Network/La Red","lgbtq_community_nonprofit","LGBTQ survivor-led support and community advocacy","","","","https://www.tnlr.org/","617-695-0877","info@tnlr.org","PO Box 6011","Boston","MA","02114","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.tnlr.org/en/","The Network/La Red","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:the-network-la-red:017:2026-08-18","manual","verified"
"GLBTQ Legal Advocates & Defenders","lgbtq_community_nonprofit","LGBTQ legal advocacy and community education","","","","https://www.gladlaw.org/","617-426-1350","gladlaw@glad.org","18 Tremont Street Suite 950","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.gladlaw.org/cases/access-to-prep-and-fighting-stigma/","GLBTQ Legal Advocates & Defenders","Access to PrEP and Fighting Stigma","2026-08-18","","4","official_organization_page","manual:round12:glbtq-legal-advocates-defenders:018:2026-08-18","manual","verified"
"Rhode Island Pride","lgbtq_community_nonprofit","LGBTQ community advocacy and public programming","","","","https://prideri.org/","401-467-2130","pride2026@prideri.com","PO Box 1082","Providence","RI","02901","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://prideri.org/about/","Rhode Island Pride","About Rhode Island Pride","2026-08-18","","4","official_organization_page","manual:round12:rhode-island-pride:019:2026-08-18","manual","verified"
"Pride in Aging Rhode Island","lgbtq_community_nonprofit","LGBTQ older-adult services advocacy and community programs","","","","https://prideinagingri.org/","401-206-5916","info@prideinagingri.org","1665 Broad Street","Cranston","RI","02905","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://prideinagingri.org/","Pride in Aging Rhode Island","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:pride-in-aging-rhode-island:020:2026-08-18","manual","verified"
"PFLAG Greater Providence","lgbtq_community_nonprofit","LGBTQ family support education and advocacy","","","","https://www.pflagprovidence.org/","401-307-1802","pflagprovidence@gmail.com","PO Box 41344","Providence","RI","02940","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.pflagprovidence.org/","PFLAG Greater Providence","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:pflag-greater-providence:021:2026-08-18","manual","verified"
"South Coast LGBTQ+ Network","lgbtq_community_nonprofit","LGBTQ community services education and resource navigation","","","","https://www.sclgbtqnetwork.org/","774-775-2656","info@sclgbtqnetwork.org","1213 Purchase Street","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.sclgbtqnetwork.org/contact","South Coast LGBTQ+ Network","Contact","2026-08-18","","4","official_organization_page","manual:round12:south-coast-lgbtq-network:022:2026-08-18","manual","verified"
"Quincy Pride","lgbtq_community_nonprofit","LGBTQ community support and public programming","","","","https://quincypride.com/","","qpride@quincypride.com","PO Box 224","North Quincy","MA","02171","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://quincypride.com/","Quincy Pride","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:quincy-pride:023:2026-08-18","manual","verified"
"be; community","lgbtq_community_nonprofit","LGBTQ and neurodivergent community programs and peer support","","","","https://www.be-community.org/","508-443-6573","info@be-community.org","118 North Bedford Street","East Bridgewater","MA","02333","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.be-community.org/","be; community","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:be-community:024:2026-08-18","manual","verified"
"Herring Pond Wampanoag Tribe","indigenous_community_organization","Tribal government community programs and cultural services","","","","https://www.herringpondtribe.org/","508-304-5023","","128 Herring Pond Road","Plymouth","MA","02360","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.herringpondtribe.org/contact-us/","Herring Pond Wampanoag Tribe","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:herring-pond-wampanoag-tribe:025:2026-08-18","manual","verified"
"Mashpee Wampanoag Tribe","indigenous_community_organization","Tribal government employment community and cultural services","","","","https://mashpeewampanoagtribe-nsn.gov/","508-477-0208","","483 Great Neck Road South","Mashpee","MA","02649","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://mashpeewampanoagtribe-nsn.gov/contact-us","Mashpee Wampanoag Tribe","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:mashpee-wampanoag-tribe:026:2026-08-18","manual","verified"
"North American Indian Center of Boston","indigenous_community_organization","Indigenous employment training and community services","","","","https://www.naicob.org/","617-232-0343","","105 South Huntington Avenue","Jamaica Plain","MA","02130","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.naicob.org/","North American Indian Center of Boston","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:north-american-indian-center-of-boston:027:2026-08-18","manual","verified"
"Rhode Island Indian Council","indigenous_community_organization","Indigenous workforce development and community services","","","","https://www.rhodeislandindiancouncil.org/","401-781-1098","","807 Broad Street Room 113","Providence","RI","02907","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.rhodeislandindiancouncil.org/","Rhode Island Indian Council","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:rhode-island-indian-council:028:2026-08-18","manual","verified"
"Community Work Services","reentry_workforce_nonprofit","Employment training for people facing barriers and justice involvement","","","","https://www.cwsnewengland.org/","617-720-2233","","174 Portland Street #2","Boston","MA","02114","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.cwsnewengland.org/join-our-team","Community Work Services","Join Our Team and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:community-work-services:029:2026-08-18","manual","verified"
"Haley House","reentry_workforce_nonprofit","Food-service workforce training and reentry support","","","","https://haleyhouse.org/","617-236-8132","info@haleyhouse.org","23 Dartmouth Street","Boston","MA","02116","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://haleyhouse.org/contact-us/","Haley House","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:haley-house:030:2026-08-18","manual","verified"
"More Than Words - Boston","youth_workforce_nonprofit","Paid job training for court-involved and system-involved youth","","","","https://www.mtwyouth.org/","617-674-5565","","242 East Berkeley Street","Boston","MA","02118","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://shop.mtwyouth.org/pages/contact-us","More Than Words","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:more-than-words-boston:031:2026-08-18","manual","verified"
"New Beginnings Reentry Services","reentry_workforce_nonprofit","Women-focused reentry housing workforce and support services","","","","https://www.newbeginningsreentryservices.org/","781-807-1741","info@nbreentry.org","36 Gaston Street","Dorchester","MA","02121","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.newbeginningsreentryservices.org/contact","New Beginnings Reentry Services","Contact","2026-08-18","","4","official_organization_page","manual:round12:new-beginnings-reentry-services:032:2026-08-18","manual","verified"
"Community Resources for Justice - Coolidge House","reentry_workforce_nonprofit","Residential reentry services and employment support","","","","https://www.crj.org/","617-437-1967","info@crj.org","307 Huntington Avenue","Boston","MA","02115","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.crj.org/contact-us/","Community Resources for Justice","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:community-resources-for-justice-coolidge-house:033:2026-08-18","manual","verified"
"Boston Office of Returning Citizens","public_reentry_center","Municipal reentry employment housing and resource navigation","","","","https://www.boston.gov/departments/returning-citizens","617-541-3887","orc@boston.gov","30 Dimock Street 2nd Floor","Roxbury","MA","02119","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.boston.gov/departments/returning-citizens","City of Boston","Office of Returning Citizens","2026-08-18","","5","government_page","manual:round12:boston-office-of-returning-citizens:034:2026-08-18","manual","verified"
"Plymouth Community Justice Support Center","public_reentry_center","Community corrections job training and reentry support","","","","https://www.mass.gov/lists/find-community-justice-support-centers","508-830-3910","","61 Industrial Park Road","Plymouth","MA","02360","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/lists/find-community-justice-support-centers","Massachusetts Trial Court","Find Community Justice Support Centers","2026-08-18","","5","government_page","manual:round12:plymouth-community-justice-support-center:035:2026-08-18","manual","verified"
"Quincy Community Justice Support Center","public_reentry_center","Community corrections job training and reentry support","","","","https://www.mass.gov/lists/find-community-justice-support-centers","857-374-5666","","1515 Hancock Street 4th Floor","Quincy","MA","02169","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/lists/find-community-justice-support-centers","Massachusetts Trial Court","Find Community Justice Support Centers","2026-08-18","","5","government_page","manual:round12:quincy-community-justice-support-center:036:2026-08-18","manual","verified"
"Taunton Community Justice Support Center","public_reentry_center","Community corrections job training and reentry support","","","","https://www.mass.gov/lists/find-community-justice-support-centers","508-884-9189","","5 Cohannet Street","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/lists/find-community-justice-support-centers","Massachusetts Trial Court","Find Community Justice Support Centers","2026-08-18","","5","government_page","manual:round12:taunton-community-justice-support-center:037:2026-08-18","manual","verified"
"Father Bill's & MainSpring","reentry_workforce_nonprofit","Housing stabilization job training and employment placement","","","","https://helpfbms.org/","508-427-6448","info@helpfbms.org","430 Belmont Street","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://helpfbms.org/contact/","Father Bill's & MainSpring","Contact","2026-08-18","","4","official_organization_page","manual:round12:father-bill-s-mainspring:038:2026-08-18","manual","verified"
"DEAF, Inc. - New Bedford Office","disability_community_nonprofit","Deaf and hard-of-hearing community services and employment support","","","","https://www.deafincma.org/","617-505-4823","hello@deafincma.org","227 Union Street Mezzanine 2","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.deafincma.org/contact","DEAF, Inc.","Contact","2026-08-18","","4","official_organization_page","manual:round12:deaf-inc-new-bedford-office:039:2026-08-18","manual","verified"
"Partners for Youth with Disabilities","disability_community_nonprofit","Disability mentoring career readiness and youth leadership","","","","https://pyd.org/","617-556-4075","","89 South Street Suite 103","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://pyd.org/contact/","Partners for Youth with Disabilities","Contact","2026-08-18","","4","official_organization_page","manual:round12:partners-for-youth-with-disabilities:040:2026-08-18","manual","verified"
"Massachusetts Association for the Blind and Visually Impaired","disability_community_nonprofit","Blind and visually impaired employment and community services","","","","https://www.mabvi.org/","888-613-2777","mabvi@mabcommunity.org","29 Denby Road","Allston","MA","02134","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mabvi.org/contact_us/","Massachusetts Association for the Blind and Visually Impaired","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:massachusetts-association-for-the-blind-and-visually-impaired:041:2026-08-18","manual","verified"
"Carroll Center for the Blind","disability_community_nonprofit","Blind and visually impaired employment technology and rehabilitation services","","","","https://carroll.org/","617-969-6200","","770 Centre Street","Newton","MA","02458","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://carroll.org/connect-with-us/","Carroll Center for the Blind","Connect With Us","2026-08-18","","4","official_organization_page","manual:round12:carroll-center-for-the-blind:042:2026-08-18","manual","verified"
