canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Fuse Builds","workplace","","","","","https://www.libertybuilds.com/","","","","Braintree","MA","","","","","","","","website","https://www.libertybuilds.com/about","Liberty Builds","About - Liberty Builds","2026-08-17","","4","official_organization_page","manual:liberty-builds:about:2026-08-17","manual","verified"
"Fuse Builds","workplace","","","","","","617-762-7976","","","Braintree","MA","","","","","","","","public_phone","https://safer.fmcsa.dot.gov/query.asp?query_param=USDOT&query_string=1771957&query_type=queryCarrierSnapshot","Federal Motor Carrier Safety Administration","Company Snapshot - Fuse Builds LLC DBA Liberty Builds","2026-08-17","","5","license","manual:fmcsa:usdot-1771957:2026-08-17","manual","verified"
"Raw Seafoods, Inc.","workplace","","","","","https://rawseafoods.com/","508-673-0111","info@rawseafoods.com","","Fall River","MA","","","","","","","","website;public_phone;public_email","https://rawseafoods.com/contact","Raw Seafoods","Contact - Raw Seafoods","2026-08-17","","4","contact_page","manual:raw-seafoods:contact:2026-08-17","manual","verified"
"Good Samaritan Medical Center -BMC","workplace","","","","","https://www.bmchealthsystem.org/bmc-south","508-427-3000","","","Brockton","MA","","","","","","","","website;public_phone","https://www.bmchealthsystem.org/bmc-south/departments/emergency-care","Boston Medical Center Health System","Emergency Care - BMC South","2026-08-17","","4","official_organization_page","manual:bmc-south:emergency-care:2026-08-17","manual","verified"
"Lacerta Group, LLC - 360 Forbes Blvd.","workplace","","","","","https://lacerta.com/","508-339-3312","","","Mansfield","MA","","","","","","","","website;public_phone","https://lacerta.com/contact","Lacerta Group","Contact - Lacerta Group","2026-08-17","","4","contact_page","manual:lacerta:contact:2026-08-17","manual","verified"
"Lacerta Group, LLC - 360 Forbes Blvd.","workplace","","","","","","","sales@lacerta.com","","Mansfield","MA","","","","","","","","public_email","https://info.lacerta.com/hubfs/2024_Website_Images/PDF%20Catalog%20and%20Brochures/sustainability-brochure-2024-web.pdf?hsLang=en","Lacerta Group","Sustainability Brochure 2024","2026-08-17","2024-01-01","4","official_organization_page","manual:lacerta:sustainability-brochure-2024:2026-08-17","manual","verified"
"DC Solar Inc.","workplace","","","","","https://www.dcsolargroup.com/","877-420-8642","","","Kingston","MA","","","","","","","","website;public_phone","https://www.dcsolargroup.com/kingston-ma","DC Solar","Kingston MA - DC Solar","2026-08-17","","4","contact_page","manual:dc-solar:kingston:2026-08-17","manual","verified"
"Boston Scientific - Quincy, MA","workplace","","","","","https://www.bostonscientific.com/","800-862-1284","","","Quincy","MA","","","","","","","","website;public_phone","https://www.bostonscientific.com/en-US/customer-service/returns.html","Boston Scientific","Returns - Boston Scientific","2026-08-17","","4","contact_page","manual:boston-scientific:quincy-returns:2026-08-17","manual","verified"
"Amphenol Alden Products","workplace","","","","","https://amphenol-aipg.com/business/amphenol-alden/","508-427-7000","","","Brockton","MA","","","","","","","","website;public_phone","https://amphenol-aipg.com/business/amphenol-alden/","Amphenol Alden","Amphenol Alden Business Profile","2026-08-17","","4","official_organization_page","manual:amphenol-alden:profile:2026-08-17","manual","verified"
"Gaston Electrical","workplace","","","","","https://gastonelectrical.com/","781-255-8881","marketing@gastonelectrical.com","","Norwood","MA","","","","","","","","website;public_phone;public_email","https://gastonelectrical.com/","Gaston Electrical","Greater Boston Electrical and Low Voltage Contractors","2026-08-17","","4","contact_page","manual:gaston:homepage-contact:2026-08-17","manual","verified"
"Tech Etch Plymouth","workplace","","","","","https://techetch.com/","508-747-0300","","","Plymouth","MA","","","","","","","","website;public_phone","https://techetch.com/","Tech Etch","Homepage - Tech Etch","2026-08-17","","4","contact_page","manual:tech-etch:homepage-contact:2026-08-17","manual","verified"
"AirBorn- Taunton","workplace","","","","","https://www.molex.com/en-us/experience/airborn","","","","Taunton","MA","","","","","","","","website","https://www.molex.com/en-us/experience/airborn","Molex","AirBorn Integrates with Molex","2026-08-17","","4","official_organization_page","manual:molex:airborn-integration:2026-08-17","manual","verified"
"AirBorn- Taunton","workplace","","","","","","800-225-8684","","","Taunton","MA","","","","","","","","public_phone","https://www.molex.com/content/dam/molex/molex-dot-com/en_us/pdf/general/airborn/ABN-0001.pdf?inline=","Molex","AirBorn Corporate Policy Manual","2026-08-17","","4","official_organization_page","manual:molex:airborn-policy-manual:2026-08-17","manual","verified"
"GLOBE COMPOSITE SOLUTIONS, LLC","workplace","","","","","https://www.globecomposite.com/","781-681-6818","info@globecomposite.com","","Stoughton","MA","","","","","","","","website;public_phone;public_email","https://www.globecomposite.com/contact-us","Globe Composite Solutions","Contact Globe Composite Solutions","2026-08-17","","4","contact_page","manual:globe-composite:contact:2026-08-17","manual","verified"
"Hub Pen Company LLC","workplace","","","","","https://hpgbrands.com/hub/","781-535-5094","hub@hubpen.com","","Braintree","MA","","","","","","","","website;public_phone;public_email","https://hpgbrands.com/content/PDFs/Hub_New_Acct_Info_2020-FILLABLE.pdf","HPG Brands","Hub New Account Information","2026-08-17","","4","contact_page","manual:hpg:hub-new-account:2026-08-17","manual","verified"
"Alpha Chemical Services, Inc","workplace","","","","","https://alphachemical.com/","781-344-8688","","","Stoughton","MA","","","","","","","","website;public_phone","https://alphachemical.com/contact/","Alpha Chemical Services","Contact Alpha Chemical Services","2026-08-17","","4","contact_page","manual:alpha-chemical:contact:2026-08-17","manual","verified"
"BAMSI","workplace","","","","","https://www.bamsi.org/","508-580-8700","","","Brockton","MA","","","","","","","","website;public_phone","https://www.bamsi.org/contact/","BAMSI","Contact - BAMSI","2026-08-17","","4","contact_page","manual:bamsi:contact:2026-08-17","manual","verified"
"Callahan, Inc.","workplace","","","","","https://callahan-inc.com/","508-279-0012","info@callahan-inc.com","","Bridgewater","MA","","","","","","","","website;public_phone;public_email","https://callahan-inc.com/contact-us/","Callahan Construction Managers","Contact Us - Callahan Construction Managers","2026-08-17","","4","contact_page","manual:callahan:contact:2026-08-17","manual","verified"
"Charlton Memorial Hospital","workplace","","","","","https://www.southcoast.org/charlton-memorial-hospital-3/","508-679-3131","","","Fall River","MA","","","","","","","","website;public_phone","https://www.southcoast.org/charlton-memorial-hospital-3/","Southcoast Health","Charlton Memorial Hospital","2026-08-17","","4","official_organization_page","manual:southcoast:charlton:2026-08-17","manual","verified"
"G Lopes Construction Inc","workplace","","","","","https://glopes.com/","508-824-4834","info@glopes.com","","Taunton","MA","","","","","","","","website;public_phone;public_email","https://glopes.com/contact-g-lopes/","G. Lopes","Contact G. Lopes","2026-08-17","","4","contact_page","manual:g-lopes:contact:2026-08-17","manual","verified"
"S&W Electrical Contractors, Inc.","workplace","","","","","https://www.swelectricinc.com/","508-697-9680","estimating@swelectricinc.com","","Bridgewater","MA","","","","","","","","website;public_phone;public_email","https://www.swelectricinc.com/","S&W Electrical Contractors","Home - S&W Electrical Contractors","2026-08-17","","4","contact_page","manual:s-and-w:homepage-contact:2026-08-17","manual","verified"
"Saint-Gobain Performance Plastics","workplace","","","","","https://www.medical.saint-gobain.com/","","","","Taunton","MA","","","","","","","","website","https://www.medical.saint-gobain.com/contact-us","Saint-Gobain Medical","Contact Saint-Gobain for Medical Solutions and Support","2026-08-17","","4","contact_page","manual:saint-gobain:contact:2026-08-17","manual","verified"
"Saint-Gobain Performance Plastics","workplace","","","","","","508-823-7701","","","Taunton","MA","","","","","","","","public_phone","https://www.medical.saint-gobain.com/sites/hps-mac3-lifesciences-medical/files/2022-09/bio-sil-1450-datasheet-f-22_0_1.pdf","Saint-Gobain Life Sciences","Bio-Sil 1450 Datasheet","2026-08-17","2022-09-01","4","official_organization_page","manual:saint-gobain:bio-sil-1450:2026-08-17","manual","verified"
"Spectrum Lighting, Inc","workplace","","","","","https://www.speclight.com/","508-678-2303","quotes@speclight.com","","Fall River","MA","","","","","","","","website;public_phone;public_email","https://www.speclight.com/contact/","Spectrum Lighting","Contact - Spectrum Lighting","2026-08-17","","4","contact_page","manual:spectrum-lighting:contact:2026-08-17","manual","verified"
"HMF Norwood","workplace","","","","","https://www.homemarketfoods.com/","781-948-1500","","","Norwood","MA","","","","","","","","website;public_phone","https://www.homemarketfoods.com/","Home Market Foods","Home Market Foods - Locations and Contact","2026-08-17","","4","official_organization_page","manual:home-market-foods:homepage:2026-08-17","manual","verified"
"Home Market Foods - Norwood","workplace","","","","","https://www.homemarketfoods.com/","781-948-1500","","","Norwood","MA","","","","","","","","website;public_phone","https://www.homemarketfoods.com/","Home Market Foods","Home Market Foods - Locations and Contact","2026-08-17","","4","official_organization_page","manual:home-market-foods:homepage:2026-08-17","manual","verified"
"HMATN01","workplace","","","","","https://gdmissionsystems.com/","877-449-0600","","","Taunton","MA","","","","","","","","website;public_phone","https://gdmissionsystems.com/about-us/major-locations","General Dynamics Mission Systems","Major Locations - General Dynamics Mission Systems","2026-08-17","","4","official_organization_page","manual:gdms:major-locations:taunton:2026-08-17","manual","verified"
"GENERAL DYNAMICS MISSION SYSTEMS, INC.","workplace","","","","","https://gdmissionsystems.com/","877-449-0600","","","Taunton","MA","","","","","","","","website;public_phone","https://gdmissionsystems.com/about-us/major-locations","General Dynamics Mission Systems","Major Locations - General Dynamics Mission Systems","2026-08-17","","4","official_organization_page","manual:gdms:major-locations:taunton:2026-08-17","manual","verified"
"HMAQU01","workplace","","","","","https://gdmissionsystems.com/","877-449-0600","","","Quincy","MA","","","","","","","","website;public_phone","https://gdmissionsystems.com/about-us/major-locations","General Dynamics Mission Systems","Major Locations - General Dynamics Mission Systems","2026-08-17","","4","official_organization_page","manual:gdms:major-locations:quincy:2026-08-17","manual","verified"
"WM 2021","workplace","","","","","https://www.walmart.com/store/2021-raynham-ma","508-822-4900","","","Raynham","MA","","","","","","","","website;public_phone","https://www.walmart.com/store/2021-raynham-ma","Walmart","Raynham Paramount Drive Supercenter - Store 2021","2026-08-17","","4","contact_page","manual:walmart:store-2021:2026-08-17","manual","verified"
"WM 2095","workplace","","","","","https://www.walmart.com/store/2095-wareham-ma","508-295-8890","","","Wareham","MA","","","","","","","","website;public_phone","https://www.walmart.com/store/2095-wareham-ma","Walmart","Wareham Supercenter - Store 2095","2026-08-17","","4","contact_page","manual:walmart:store-2095:2026-08-17","manual","verified"
"WM 2128","workplace","","","","","https://www.walmart.com/store/2128-halifax-ma","781-294-9339","","","Halifax","MA","","","","","","","","website;public_phone","https://www.walmart.com/store/2128-halifax-ma","Walmart","Halifax Supercenter - Store 2128","2026-08-17","","4","contact_page","manual:walmart:store-2128:2026-08-17","manual","verified"
"WM 2227","workplace","","","","","https://www.walmart.com/store/2227-abington-ma","781-857-2345","","","Abington","MA","","","","","","","","website;public_phone","https://www.walmart.com/store/2227-abington-ma","Walmart","Abington Store - Store 2227","2026-08-17","","4","contact_page","manual:walmart:store-2227:2026-08-17","manual","verified"
"WM 2336","workplace","","","","","https://www.walmart.com/store/2336-plymouth-ma","508-830-9555","","","Plymouth","MA","","","","","","","","website;public_phone","https://www.walmart.com/store/2336-plymouth-ma","Walmart","Plymouth Supercenter - Store 2336","2026-08-17","","4","contact_page","manual:walmart:store-2336:2026-08-17","manual","verified"
"WM 2341","workplace","","","","","https://www.walmart.com/store/2341-quincy-ma","617-745-4390","","","Quincy","MA","","","","","","","","website;public_phone","https://www.walmart.com/store/2341-quincy-ma","Walmart","Quincy Store - Store 2341","2026-08-17","","4","contact_page","manual:walmart:store-2341:2026-08-17","manual","verified"
"WM 2904","workplace","","","","","https://www.walmart.com/store/2904-brockton-ma","508-584-2333","","","Brockton","MA","","","","","","","","website;public_phone","https://www.walmart.com/store/2904-brockton-ma","Walmart","Brockton Store - Store 2904","2026-08-17","","4","contact_page","manual:walmart:store-2904:2026-08-17","manual","verified"
"WM 3200","workplace","","","","","https://www.walmart.com/store/3200-weymouth-ma","781-331-0063","","","Weymouth","MA","","","","","","","","website;public_phone","https://www.walmart.com/store/3200-weymouth-ma","Walmart","Weymouth Store - Store 3200","2026-08-17","","4","contact_page","manual:walmart:store-3200:2026-08-17","manual","verified"
"WM 3560","workplace","","","","","https://www.walmart.com/store/3560-fall-river-ma","508-730-2677","","","Fall River","MA","","","","","","","","website;public_phone","https://www.walmart.com/store/3560-fall-river-ma","Walmart","Fall River Supercenter - Store 3560","2026-08-17","","4","contact_page","manual:walmart:store-3560:2026-08-17","manual","verified"
"WM 5448","workplace","","","","","https://www.walmart.com/store/5448-raynham-ma","508-692-6046","","","Raynham","MA","","","","","","","","website;public_phone","https://www.walmart.com/store/5448-raynham-ma","Walmart","Raynham Broadway Supercenter - Store 5448","2026-08-17","","4","contact_page","manual:walmart:store-5448:2026-08-17","manual","verified"
