organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Brockton Area Branch NAACP","","role_based","yes","Civil rights branch public office","","","","781-807-1092","https://www.naacp-brocktonbranch.org/contact","https://www.naacp-brocktonbranch.org/contact","Brockton Area Branch NAACP","Contact","2026-08-18","","4","official_organization_page","manual:round12:brockton-area-branch-naacp:012:2026-08-18","manual","verified"
"Massachusetts Coalition of Domestic Workers","","role_based","yes","Domestic-worker advocacy public office","","","info@massdomesticworkers.org","617-783-8001","https://www.massdomesticworkers.org/en/contact","https://www.massdomesticworkers.org/en/contact","Massachusetts Coalition of Domestic Workers","Contact","2026-08-18","","4","official_organization_page","manual:round12:massachusetts-coalition-of-domestic-workers:013:2026-08-18","manual","verified"
"BAGLY","","role_based","yes","LGBTQ youth services public office","","","info@bagly.org","617-227-4313","https://www.bagly.org/find-us","https://www.bagly.org/find-us","BAGLY","Find Us","2026-08-18","","4","official_organization_page","manual:round12:bagly:014:2026-08-18","manual","verified"
"Youth Pride, Inc.","","role_based","yes","LGBTQ youth services public office","","","info@youthprideri.org","401-421-5626","https://www.youthprideri.org/home/","https://www.youthprideri.org/home/","Youth Pride, Inc.","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:youth-pride-inc:015:2026-08-18","manual","verified"
"Plymouth Pride Inc.","","role_based","yes","Organization president public office","","","president@plymouthprideinc.com","","https://www.plymouthprideinc.com/pride2026","https://www.plymouthprideinc.com/pride2026","Plymouth Pride Inc.","Plymouth Pride 2026","2026-08-18","","4","official_organization_page","manual:round12:plymouth-pride-inc:016:2026-08-18","manual","verified"
"The Network/La Red","","role_based","yes","LGBTQ survivor services public office","","","info@tnlr.org","617-695-0877","https://www.tnlr.org/en/","https://www.tnlr.org/en/","The Network/La Red","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:the-network-la-red:017:2026-08-18","manual","verified"
"GLBTQ Legal Advocates & Defenders","","role_based","yes","LGBTQ legal advocacy public office","","","gladlaw@glad.org","617-426-1350","https://www.gladlaw.org/cases/access-to-prep-and-fighting-stigma/","https://www.gladlaw.org/cases/access-to-prep-and-fighting-stigma/","GLBTQ Legal Advocates & Defenders","Access to PrEP and Fighting Stigma","2026-08-18","","4","official_organization_page","manual:round12:glbtq-legal-advocates-defenders:018:2026-08-18","manual","verified"
"Rhode Island Pride","","role_based","yes","Pride 2026 public office","","","pride2026@prideri.com","401-467-2130","https://prideri.org/about/","https://prideri.org/about/","Rhode Island Pride","About Rhode Island Pride","2026-08-18","","4","official_organization_page","manual:round12:rhode-island-pride:019:2026-08-18","manual","verified"
"Pride in Aging Rhode Island","","role_based","yes","LGBTQ older-adult services public office","","","info@prideinagingri.org","401-206-5916","https://prideinagingri.org/","https://prideinagingri.org/","Pride in Aging Rhode Island","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:pride-in-aging-rhode-island:020:2026-08-18","manual","verified"
"PFLAG Greater Providence","","role_based","yes","LGBTQ family support public office","","","pflagprovidence@gmail.com","401-307-1802","https://www.pflagprovidence.org/","https://www.pflagprovidence.org/","PFLAG Greater Providence","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:pflag-greater-providence:021:2026-08-18","manual","verified"
"South Coast LGBTQ+ Network","","role_based","yes","LGBTQ community services public office","","","info@sclgbtqnetwork.org","774-775-2656","https://www.sclgbtqnetwork.org/contact","https://www.sclgbtqnetwork.org/contact","South Coast LGBTQ+ Network","Contact","2026-08-18","","4","official_organization_page","manual:round12:south-coast-lgbtq-network:022:2026-08-18","manual","verified"
"Quincy Pride","","role_based","yes","LGBTQ community public office","","","qpride@quincypride.com","","https://quincypride.com/","https://quincypride.com/","Quincy Pride","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:quincy-pride:023:2026-08-18","manual","verified"
"be; community","","role_based","yes","LGBTQ community programs public office","","","info@be-community.org","508-443-6573","https://www.be-community.org/","https://www.be-community.org/","be; community","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:be-community:024:2026-08-18","manual","verified"
"Herring Pond Wampanoag Tribe","","role_based","yes","Tribal government public office","","","","508-304-5023","https://www.herringpondtribe.org/contact-us/","https://www.herringpondtribe.org/contact-us/","Herring Pond Wampanoag Tribe","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:herring-pond-wampanoag-tribe:025:2026-08-18","manual","verified"
"Mashpee Wampanoag Tribe","","role_based","yes","Tribal government public office","","","","508-477-0208","https://mashpeewampanoagtribe-nsn.gov/contact-us","https://mashpeewampanoagtribe-nsn.gov/contact-us","Mashpee Wampanoag Tribe","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:mashpee-wampanoag-tribe:026:2026-08-18","manual","verified"
"North American Indian Center of Boston","","role_based","yes","Indigenous community services public office","","","","617-232-0343","https://www.naicob.org/","https://www.naicob.org/","North American Indian Center of Boston","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:north-american-indian-center-of-boston:027:2026-08-18","manual","verified"
"Rhode Island Indian Council","","role_based","yes","Indigenous workforce services public office","","","","401-781-1098","https://www.rhodeislandindiancouncil.org/","https://www.rhodeislandindiancouncil.org/","Rhode Island Indian Council","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:rhode-island-indian-council:028:2026-08-18","manual","verified"
"Community Work Services","","role_based","yes","Reentry workforce public office","","","","617-720-2233","https://www.cwsnewengland.org/join-our-team","https://www.cwsnewengland.org/join-our-team","Community Work Services","Join Our Team and Contact Information","2026-08-18","","4","official_organization_page","manual:round12:community-work-services:029:2026-08-18","manual","verified"
"Haley House","","role_based","yes","Workforce and reentry public office","","","info@haleyhouse.org","617-236-8132","https://haleyhouse.org/contact-us/","https://haleyhouse.org/contact-us/","Haley House","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:haley-house:030:2026-08-18","manual","verified"
"More Than Words - Boston","","role_based","yes","Youth workforce public office","","","","617-674-5565","https://shop.mtwyouth.org/pages/contact-us","https://shop.mtwyouth.org/pages/contact-us","More Than Words","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:more-than-words-boston:031:2026-08-18","manual","verified"
"New Beginnings Reentry Services","","role_based","yes","Reentry services public office","","","info@nbreentry.org","781-807-1741","https://www.newbeginningsreentryservices.org/contact","https://www.newbeginningsreentryservices.org/contact","New Beginnings Reentry Services","Contact","2026-08-18","","4","official_organization_page","manual:round12:new-beginnings-reentry-services:032:2026-08-18","manual","verified"
"Community Resources for Justice - Coolidge House","","role_based","yes","Residential reentry public office","","","info@crj.org","617-437-1967","https://www.crj.org/contact-us/","https://www.crj.org/contact-us/","Community Resources for Justice","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:community-resources-for-justice-coolidge-house:033:2026-08-18","manual","verified"
"Boston Office of Returning Citizens","","role_based","yes","Municipal returning-citizens public office","","","orc@boston.gov","617-541-3887","https://www.boston.gov/departments/returning-citizens","https://www.boston.gov/departments/returning-citizens","City of Boston","Office of Returning Citizens","2026-08-18","","5","government_page","manual:round12:boston-office-of-returning-citizens:034:2026-08-18","manual","verified"
"Plymouth Community Justice Support Center","","role_based","yes","Community justice public office","","","","508-830-3910","https://www.mass.gov/lists/find-community-justice-support-centers","https://www.mass.gov/lists/find-community-justice-support-centers","Massachusetts Trial Court","Find Community Justice Support Centers","2026-08-18","","5","government_page","manual:round12:plymouth-community-justice-support-center:035:2026-08-18","manual","verified"
"Quincy Community Justice Support Center","","role_based","yes","Community justice public office","","","","857-374-5666","https://www.mass.gov/lists/find-community-justice-support-centers","https://www.mass.gov/lists/find-community-justice-support-centers","Massachusetts Trial Court","Find Community Justice Support Centers","2026-08-18","","5","government_page","manual:round12:quincy-community-justice-support-center:036:2026-08-18","manual","verified"
"Taunton Community Justice Support Center","","role_based","yes","Community justice public office","","","","508-884-9189","https://www.mass.gov/lists/find-community-justice-support-centers","https://www.mass.gov/lists/find-community-justice-support-centers","Massachusetts Trial Court","Find Community Justice Support Centers","2026-08-18","","5","government_page","manual:round12:taunton-community-justice-support-center:037:2026-08-18","manual","verified"
"Father Bill's & MainSpring","","role_based","yes","Housing and workforce public office","","","info@helpfbms.org","508-427-6448","https://helpfbms.org/contact/","https://helpfbms.org/contact/","Father Bill's & MainSpring","Contact","2026-08-18","","4","official_organization_page","manual:round12:father-bill-s-mainspring:038:2026-08-18","manual","verified"
"DEAF, Inc. - New Bedford Office","","role_based","yes","Deaf community services public office","","","hello@deafincma.org","617-505-4823","https://www.deafincma.org/contact","https://www.deafincma.org/contact","DEAF, Inc.","Contact","2026-08-18","","4","official_organization_page","manual:round12:deaf-inc-new-bedford-office:039:2026-08-18","manual","verified"
"Partners for Youth with Disabilities","","role_based","yes","Disability youth services public office","","","","617-556-4075","https://pyd.org/contact/","https://pyd.org/contact/","Partners for Youth with Disabilities","Contact","2026-08-18","","4","official_organization_page","manual:round12:partners-for-youth-with-disabilities:040:2026-08-18","manual","verified"
"Massachusetts Association for the Blind and Visually Impaired","","role_based","yes","Blind and visual-impairment services public office","","","mabvi@mabcommunity.org","888-613-2777","https://www.mabvi.org/contact_us/","https://www.mabvi.org/contact_us/","Massachusetts Association for the Blind and Visually Impaired","Contact Us","2026-08-18","","4","official_organization_page","manual:round12:massachusetts-association-for-the-blind-and-visually-impaired:041:2026-08-18","manual","verified"
"Carroll Center for the Blind","","role_based","yes","Blind employment and rehabilitation public office","","","","617-969-6200","https://carroll.org/connect-with-us/","https://carroll.org/connect-with-us/","Carroll Center for the Blind","Connect With Us","2026-08-18","","4","official_organization_page","manual:round12:carroll-center-for-the-blind:042:2026-08-18","manual","verified"
