organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Wat Lao Buddhovath of Rhode Island","","role_based","yes","Public Lao Buddhist monastery general inquiries","","","samanerawatlaobuddhovath@gmail.com","401-232-7696","https://www.watlaobuddhovath.org/contact-us","https://www.watlaobuddhovath.org/contact-us","Wat Lao Buddhovath of Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:wat-lao-buddhovath-rhode-island:001:2026-08-18","manual","verified"
"New England Buddhist Vihara & Meditation Center","","role_based","yes","Public Buddhist vihara and meditation center office","","","","508-839-5038","https://www.nebvmc.org/contact/","https://www.nebvmc.org/contact/","New England Buddhist Vihara and Meditation Center","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:new-england-buddhist-vihara:001:2026-08-18","manual","verified"
"Fo Guang Buddhist Temple Boston","","role_based","yes","Public Humanistic Buddhist temple office","","","boston@ibps.org","617-547-6670","https://fgsbtboston.org/","https://fgsbtboston.org/wp-content/uploads/2024/07/2024%E6%A2%81%E7%9A%87%E6%B3%95%E6%9C%83%E9%80%9A%E5%95%9F%E6%96%87_ENG_2024-2.pdf","Fo Guang Buddhist Temple Boston","2024 Emperor Liang Dharma Service","2026-08-18","","4","official_organization_document","manual:round23:fo-guang-buddhist-temple-boston:001:2026-08-18","manual","verified"
"Cambridge Zen Center","","role_based","yes","Public Zen Buddhist center office","","","director@cambridgezen.org","617-576-3229","https://www.cambridgezen.org/","https://www.cambridgezen.org/","Cambridge Zen Center","Zen Buddhist Practice in the Heart of Cambridge","2026-08-18","","4","official_organization_page","manual:round23:cambridge-zen-center:001:2026-08-18","manual","verified"
"Kurukulla Center for Tibetan Buddhist Studies","","role_based","yes","Public Tibetan Buddhist study center office","","","info@kurukulla.org","617-624-0177","https://www.kurukulla.org/contact-kurukulla-center-tibetan-buddhism.php","https://www.kurukulla.org/contact-kurukulla-center-tibetan-buddhism.php","Kurukulla Center for Tibetan Buddhist Studies","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:kurukulla-center-tibetan-buddhist-studies:001:2026-08-18","manual","verified"
"Pashupatinath Buddha Foundation of New England","","role_based","yes","Public Nepali Hindu-Buddhist community center office","","","info@pabfone.org","781-843-3000","https://pabfone.org/contact/","https://pabfone.org/contact/","Pashupatinath Buddha Foundation of New England","Contact","2026-08-18","","4","official_organization_page","manual:round23:pashupatinath-buddha-foundation-new-england:001:2026-08-18","manual","verified"
"New England Chinese Information and Networking Association","","role_based","yes","Public Chinese-American technology professional association office","","","info@necina.org","","https://www.necina.org/contact","https://www.necina.org/contact","New England Chinese Information and Networking Association","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:new-england-chinese-information-networking-association:001:2026-08-18","manual","verified"
"Korean-American Scientists and Engineers Association - New England Chapter","","role_based","yes","Public Korean-American STEM professional association contact","","","","","https://www.kseane.org/about-kseane","https://www.kseane.org/about-kseane","Korean-American Scientists and Engineers Association - New England Chapter","About KSEA-NE","2026-08-18","","4","official_organization_page","manual:round23:ksea-new-england-chapter:001:2026-08-18","manual","verified"
"Women in Manufacturing Massachusetts","","role_based","yes","Public Massachusetts women-in-manufacturing chapter contact","","","","","https://www.womeninmanufacturing.org/events/massachusetts","https://www.womeninmanufacturing.org/events/massachusetts","Women in Manufacturing","Massachusetts","2026-08-18","","4","official_organization_page","manual:round23:women-in-manufacturing-massachusetts:001:2026-08-18","manual","verified"
"Women In Bio Greater Boston","","role_based","yes","Public Greater Boston women-in-life-sciences association office","","","info@womeninbio.org","877-717-5273","https://community.womeninbio.org/pages/greater-boston","https://community.womeninbio.org/pages/greater-boston","Women In Bio","WIB-Greater Boston","2026-08-18","","4","official_organization_page","manual:round23:women-in-bio-greater-boston:001:2026-08-18","manual","verified"
"Boston Women in Bioinformatics","","role_based","yes","Public women-in-bioinformatics communications inbox","","","communications@boston-wib.org","","https://boston-wib.org/contact","https://boston-wib.org/contact","Boston Women in Bioinformatics","Let's Connect","2026-08-18","","4","official_organization_page","manual:round23:boston-women-bioinformatics:001:2026-08-18","manual","verified"
"CREW Boston","","role_based","yes","Public women-in-commercial-real-estate association office","","","","617-247-2346","https://www.crewboston.org/About/Contact-Us","https://www.crewboston.org/About/Contact-Us","CREW Boston","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:crew-boston:001:2026-08-18","manual","verified"
"Association for Women in Science, Massachusetts","","role_based","yes","Public Massachusetts women-in-STEM association contact","","","","","https://www.massawis.org/","https://www.massawis.org/","Association for Women in Science, Massachusetts","Welcome to MASS-AWIS","2026-08-18","","4","official_organization_page","manual:round23:association-women-science-massachusetts:001:2026-08-18","manual","verified"
"Healthcare Businesswomen's Association Boston-Cambridge Metro","","role_based","yes","Public Boston-Cambridge women-in-healthcare business association office","","","info@hbanet.org","973-575-0606","https://hbanet.org/chapter/boston-cambridge-metro","https://hbanet.org/chapter/boston-cambridge-metro","Healthcare Businesswomen's Association","HBA Boston-Cambridge Metro","2026-08-18","","4","official_organization_page","manual:round23:hba-boston-cambridge-metro:001:2026-08-18","manual","verified"
"International Medical Interpreters Association","","role_based","yes","Public medical-interpreters professional association office","","","info@imiaweb.org","650-503-4642","https://www.imiaweb.org/contact/default.asp","https://www.imiaweb.org/contact/default.asp","International Medical Interpreters Association","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:international-medical-interpreters-association:001:2026-08-18","manual","verified"
"New England Translators Association","","role_based","yes","Public translators-and-interpreters professional association inbox","","","info@netaweb.org","","https://www.netaweb.org/","https://www.netaweb.org/","New England Translators Association","Home","2026-08-18","","4","official_organization_page","manual:round23:new-england-translators-association:001:2026-08-18","manual","verified"
"Found in Translation","","role_based","yes","Public medical-interpreter workforce nonprofit office","","","info@found-in-translation.org","617-284-6529","https://found-in-translation.org/contact-us-copy/","https://found-in-translation.org/contact-us-copy/","Found in Translation","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:found-in-translation:001:2026-08-18","manual","verified"
"Cross Cultural Communication Systems, Inc.","","role_based","yes","Public language-services and interpreter-training office","","","info@embracingculture.com","781-729-3736","https://embracingculture.com/contact-us/","https://embracingculture.com/contact-us/","Cross Cultural Communication Systems, Inc.","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:cross-cultural-communication-systems:001:2026-08-18","manual","verified"
"Boston Interpreters Collective","","role_based","yes","Public language-justice interpreter collective contact","","","","","https://www.interpreterscollective.org/","https://www.interpreterscollective.org/","Boston Interpreters Collective","Interpretation and Language Access","2026-08-18","","4","official_organization_page","manual:round23:boston-interpreters-collective:001:2026-08-18","manual","verified"
"Massachusetts Trial Court Office of Language Access","","role_based","yes","Public court language-access and interpreter-workforce office","","","OLA2@jud.state.ma.us","","https://www.mass.gov/orgs/trial-court-office-of-language-access","https://www.mass.gov/orgs/trial-court-office-of-language-access","Massachusetts Court System","Trial Court Office of Language Access","2026-08-18","","5","official_government_page","manual:round23:massachusetts-trial-court-language-access:001:2026-08-18","manual","verified"
"Massachusetts Medical Interpreter Training","","role_based","yes","Public statewide medical-interpreter training program office","","","MITinfo@umassmed.edu","508-856-3572","https://www.massmedicalinterpreting.org/contact-us/","https://www.massmedicalinterpreting.org/contact-us/","UMass Chan Medical School ForHealth Consulting","Medical Interpreter Training - Contact Us","2026-08-18","","5","official_institution_page","manual:round23:massachusetts-medical-interpreter-training:001:2026-08-18","manual","verified"
"Boston Office of Language and Communications Access","","role_based","yes","Public municipal language and communications access office","","","LCA@boston.gov","617-635-3414","https://www.boston.gov/departments/language-and-communications-access","https://www.boston.gov/departments/language-and-communications-access","City of Boston","Language and Communications Access","2026-08-18","","5","official_government_page","manual:round23:boston-language-communications-access:001:2026-08-18","manual","verified"
"Plymouth Firefighters IAFF Local 1768","","role_based","yes","Public Plymouth firefighters local contact","","","","","https://www.plymouth-ma.gov/DocumentCenter/View/7436/FY25-27-Fire-Fighters","https://www.plymouth-ma.gov/DocumentCenter/View/7436/FY25-27-Fire-Fighters","Town of Plymouth","FY25-27 Fire Fighters Contract","2026-08-18","","5","official_government_document","manual:round23:plymouth-firefighters-iaff-local-1768:001:2026-08-18","manual","verified"
"Marshfield Firefighters IAFF Local 2568","","role_based","yes","Public Marshfield firefighters local office","","","","781-837-1315","https://www.mfdlocal2568.org/","https://www.mfdlocal2568.org/","Marshfield Firefighters IAFF Local 2568","Marshfield Firefighters Local 2568","2026-08-18","","4","official_organization_page","manual:round23:marshfield-firefighters-iaff-local-2568:001:2026-08-18","manual","verified"
"Scituate Firefighters Union IAFF Local 1464","","role_based","yes","Public Scituate firefighters local contact","","","","","https://www.scituatema.gov/select-board/minutes/select-board-meeting-minutes-20240521","https://www.scituatema.gov/select-board/minutes/select-board-meeting-minutes-20240521","Town of Scituate","Select Board Meeting Minutes - May 21, 2024","2026-08-18","2024-05-21","5","official_government_page","manual:round23:scituate-firefighters-iaff-local-1464:001:2026-08-18","manual","verified"
"Hingham Permanent Firefighters Association IAFF Local 2398","","role_based","yes","Public Hingham firefighters local contact","","","","","https://www.hingham-ma.gov/1138/2026-Town-Meeting-Results","https://www.hingham-ma.gov/1138/2026-Town-Meeting-Results","Town of Hingham","2026 Town Meeting Results","2026-08-18","","5","official_government_page","manual:round23:hingham-firefighters-iaff-local-2398:001:2026-08-18","manual","verified"
"Duxbury Permanent Firefighters Association IAFF Local 2167","","role_based","yes","Public Duxbury firefighters local office","","","","781-934-9074","https://www.duxburyfirefighters.com/","https://www.duxburyfirefighters.com/","Duxbury Permanent Firefighters Association IAFF Local 2167","Duxbury Professional Fire Fighters","2026-08-18","","4","official_organization_page","manual:round23:duxbury-firefighters-iaff-local-2167:001:2026-08-18","manual","verified"
"Weymouth Firefighters IAFF Local 1616","","role_based","yes","Public Weymouth firefighters local contact","","","","","https://www.weymouth.ma.us/1732/Union-contracts-and-MOAs","https://www.weymouth.ma.us/1732/Union-contracts-and-MOAs","Town of Weymouth","Union Contracts and MOAs","2026-08-18","","5","official_government_page","manual:round23:weymouth-firefighters-iaff-local-1616:001:2026-08-18","manual","verified"
"Abington Firefighters IAFF Local 2080","","role_based","yes","Public Abington firefighters local contact","","","","","https://local.iaff.org/local2080","https://local.iaff.org/local2080","Abington Firefighters IAFF Local 2080","About Abington Firefighters Local 2080","2026-08-18","","4","official_organization_page","manual:round23:abington-firefighters-iaff-local-2080:001:2026-08-18","manual","verified"
"Kingston Permanent Firefighters Association IAFF Local 2337","","role_based","yes","Public Kingston firefighters local contact","","","","","https://kingstonfirefighters.com/","https://kingstonfirefighters.com/","Kingston Permanent Firefighters Association","Home","2026-08-18","","4","official_organization_page","manual:round23:kingston-firefighters-iaff-local-2337:001:2026-08-18","manual","verified"
