canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Rhode Island Commission on the Deaf and Hard of Hearing","state_deaf_access_commission","Information and referral, communication access, emergency preparedness, advocacy, and services for Deaf and hard-of-hearing residents","","","","https://cdhh.ri.gov/","401-256-5511","cdhh.main@cdhh.ri.gov","One Capitol Hill Ground Level","Providence","RI","02908","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://cdhh.ri.gov/contact","Rhode Island Commission on the Deaf and Hard of Hearing","Contact Information","2026-08-18","","5","official_government_page","manual:round19:rhode-island-commission-deaf-hard-hearing:001:2026-08-18","manual","verified"
"Rhode Island Services for the Blind and Visually Impaired","state_vision_rehabilitation_program","Vocational rehabilitation, independent-living, mobility, assistive technology, and social services for blind and visually impaired residents","","","","https://ors.ri.gov/services-blind-and-visually-impaired","401-462-7908","ORS.SBVIInfo@ors.ri.gov","40 Fountain Street","Providence","RI","02903","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://ors.ri.gov/contactus-sbvi","Rhode Island DHS Office of Rehabilitation Services","Contact Us at SBVI","2026-08-18","","5","official_government_page","manual:round19:rhode-island-services-blind-visually-impaired:001:2026-08-18","manual","verified"
"Perkins School for the Blind","specialized_disability_education_nonprofit","Education, accessibility consulting, assistive technology, vocational preparation, and family resources for people with visual disabilities","","","","https://www.perkins.org/","617-924-3434","","175 North Beacon Street","Watertown","MA","02472","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.perkins.org/contact-us/","Perkins School for the Blind","Contact Perkins School for the Blind","2026-08-18","","4","official_organization_page","manual:round19:perkins-school-for-the-blind:001:2026-08-18","manual","verified"
"National Braille Press","braille_literacy_nonprofit","Braille publishing, accessible learning materials, literacy education, and public information","","","","https://www.nbp.org/","617-266-6160","contact@nbp.org","88 Saint Stephen Street","Boston","MA","02115","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://info.nbp.org/contact-us-1","National Braille Press","Contact Us","2026-08-18","","4","official_organization_page","manual:round19:national-braille-press:001:2026-08-18","manual","verified"
"Clarke Schools for Hearing and Speech - Massachusetts","hearing_and_speech_education_nonprofit","Listening and spoken-language education, early intervention, audiology support, and family services for children with hearing loss","","","","https://www.clarkeschools.org/","781-821-3499","info@clarkeschools.org","1 Whitman Road","Canton","MA","02021","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.clarkeschools.org/canton/","Clarke Schools for Hearing and Speech","Clarke Massachusetts in Canton","2026-08-18","","4","official_organization_page","manual:round19:clarke-schools-massachusetts:001:2026-08-18","manual","verified"
"IN-SIGHT","vision_rehabilitation_nonprofit","Vision rehabilitation, low-vision education, peer support, assistive resources, and community services","","","","https://in-sight.org/","401-941-3322","info@in-sight.org","43 Jefferson Boulevard","Warwick","RI","02888","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://in-sight.org/contact-us/","IN-SIGHT","Contact Us","2026-08-18","","4","official_organization_page","manual:round19:in-sight:001:2026-08-18","manual","verified"
"Massachusetts Sickle Cell Association","sickle_cell_support_nonprofit","Sickle-cell education, patient and family support, care navigation, advocacy, and community outreach","","","","https://sicklecellhope.org/","617-825-4595","info@gbscda.org","1803 Dorchester Avenue 2nd Floor","Dorchester","MA","02124","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://sicklecellhope.org/contact","Massachusetts Sickle Cell Association","Contact","2026-08-18","","4","official_organization_page","manual:round19:massachusetts-sickle-cell-association:001:2026-08-18","manual","verified"
"New England Hemophilia Association","bleeding_disorders_support_nonprofit","Bleeding-disorder education, family support, emergency assistance, advocacy, camps, and community programs","","","","https://www.newenglandhemophilia.org/","781-326-7645","","347 Washington Street Suite 401","Dedham","MA","02026","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.newenglandhemophilia.org/contact/","New England Hemophilia Association","Contact","2026-08-18","","4","official_organization_page","manual:round19:new-england-hemophilia-association:001:2026-08-18","manual","verified"
"National Kidney Foundation Serving New England","kidney_health_support_nonprofit","Kidney-disease education, screening, patient support, professional resources, advocacy, and public-health programs","","","","https://www.kidney.org/","508-907-6030","nkfne@kidney.org","209 West Central Street Suite 207","Natick","MA","01760","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.kidney.org/offices/nkf-serving-new-england","National Kidney Foundation","NKF Serving New England","2026-08-18","","4","official_organization_page","manual:round19:national-kidney-foundation-new-england:001:2026-08-18","manual","verified"
"Crohn's & Colitis Foundation New England Chapter","inflammatory_bowel_disease_support_nonprofit","Inflammatory-bowel-disease education, support, research, advocacy, camps, and community programs","","","","https://www.crohnscolitisfoundation.org/","781-449-0324","ne@crohnscolitisfoundation.org","72 River Park Street Suite 202","Needham Heights","MA","02494","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.crohnscolitisfoundation.org/chapters/ne","Crohn's & Colitis Foundation","New England Chapter","2026-08-18","","4","official_organization_page","manual:round19:crohns-colitis-foundation-new-england:001:2026-08-18","manual","verified"
"American Lung Association in Massachusetts","lung_health_advocacy_nonprofit","Lung-health education, tobacco prevention, patient support, air-quality advocacy, and community programs","","","","https://www.lung.org/ma","781-314-9008","","111 Speen Street 2nd Floor","Framingham","MA","01701","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.lung.org/ma","American Lung Association","Massachusetts","2026-08-18","","4","official_organization_page","manual:round19:american-lung-association-massachusetts:001:2026-08-18","manual","verified"
"Cystic Fibrosis Foundation Massachusetts / Rhode Island Chapter","cystic_fibrosis_support_nonprofit","Cystic-fibrosis education, care support, research, advocacy, fundraising, and community programs","","","","https://www.cff.org/","508-655-6000","massachusetts-ri@cff.org","220 North Main Street Suite 104","Natick","MA","01760","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.cff.org/chapters/massachusetts-rhode-island-chapter","Cystic Fibrosis Foundation","Massachusetts / Rhode Island Chapter","2026-08-18","","4","official_organization_page","manual:round19:cystic-fibrosis-foundation-ma-ri:001:2026-08-18","manual","verified"
"American Heart Association - Massachusetts","cardiovascular_health_advocacy_nonprofit","Cardiovascular-health education, prevention, emergency-response training, research, and public policy advocacy","","","","https://www.heart.org/en/affiliates/massachusetts","781-373-4500","","","","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;state;active_status;public_accessibility;active_program","https://www.heart.org/en/affiliates/massachusetts","American Heart Association","Massachusetts","2026-08-18","","4","official_organization_page","manual:round19:american-heart-association-massachusetts:001:2026-08-18","manual","verified"
"Arthritis Foundation - Massachusetts","arthritis_support_nonprofit","Arthritis education, patient support, exercise resources, research, advocacy, and community programs","","","","https://www.arthritis.org/local-offices/ma","800-283-7800","","","","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;state;active_status;public_accessibility;active_program","https://www.arthritis.org/local-offices/ma","Arthritis Foundation","Arthritis Foundation - Massachusetts","2026-08-18","","4","official_organization_page","manual:round19:arthritis-foundation-massachusetts:001:2026-08-18","manual","verified"
"Japan Society of Boston","cultural_exchange_nonprofit","Japanese cultural exchange, language and educational programs, business forums, arts, and community events","","","","https://www.japansocietyboston.org/","617-514-7345","info@japansocietyboston.org","50 Milk Street 16th Floor","Boston","MA","02109","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://japansocietyboston.wildapricot.org/Contact","Japan Society of Boston","Contact Us","2026-08-18","","4","official_organization_page","manual:round19:japan-society-of-boston:001:2026-08-18","manual","verified"
"Korean Cultural Society of Boston","cultural_arts_nonprofit","Korean arts, cultural education, public programs, community events, and cross-cultural exchange","","","","https://www.kcsboston.org/","","info@kcsboston.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://www.kcsboston.org/about","Korean Cultural Society of Boston","About","2026-08-18","","4","official_organization_page","manual:round19:korean-cultural-society-boston:001:2026-08-18","manual","verified"
"Iskwelahang Pilipino","cultural_education_nonprofit","Filipino language, history, arts, cultural education, youth programs, and community events","","","","https://home.ipbahay.org/","","ipbahayboston@gmail.com","303 Wyman Street Suite 300","Waltham","MA","02451","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://home.ipbahay.org/contact/","Iskwelahang Pilipino","Contact Us","2026-08-18","","4","official_organization_page","manual:round19:iskwelahang-pilipino:001:2026-08-18","manual","verified"
"Armenian Cultural and Educational Center","cultural_community_center_nonprofit","Armenian cultural, educational, charitable, athletic, and community programming","","","","https://www.acecwatertown.org/","617-926-6067","acec@acecwatertown.org","47 Nichols Avenue","Watertown","MA","02472","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.acecwatertown.org/","Armenian Cultural and Educational Center","Armenian Cultural and Educational Center","2026-08-18","","4","official_organization_page","manual:round19:armenian-cultural-educational-center:001:2026-08-18","manual","verified"
"Pakistan Association of Greater Boston","national_origin_community_nonprofit","Pakistani community services, cultural events, civic engagement, education, and charitable programs","","","","https://www.pagb.us/","773-544-0447","info@pagb.us","16 Porter Street","Somerville","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;active_status;public_accessibility;active_program","https://www.pagb.us/","Pakistan Association of Greater Boston","Pakistan Association of Greater Boston","2026-08-18","","4","official_organization_page","manual:round19:pakistan-association-greater-boston:001:2026-08-18","manual","verified"
"Greater Boston Nepali Community","national_origin_community_nonprofit","Nepali community services, cultural preservation, education, mutual support, and public events","","","","https://gbnc.org/","339-600-8803","info@gbnc.org","594 Washington Street","Braintree","MA","02184","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://gbnc.org/about-us/","Greater Boston Nepali Community","About Us","2026-08-18","","4","official_organization_page","manual:round19:greater-boston-nepali-community:001:2026-08-18","manual","verified"
"Bangladesh Association of New England","national_origin_community_nonprofit","Bangladeshi community services, cultural events, education, youth programs, and civic engagement","","","","https://bane71.org/","857-701-2882","bane.usa1971@gmail.com","27 Lincoln Street","Medford","MA","02155","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://bane71.org/contact/","Bangladesh Association of New England","Contact Us","2026-08-18","","4","official_organization_page","manual:round19:bangladesh-association-new-england:001:2026-08-18","manual","verified"
"New England Sikh Study Circle","sikh_cultural_religious_community_nonprofit","Sikh cultural and religious education, community gathering, service, youth programs, and public events","","","","https://nessc.org/","508-898-0457","management@nessc.org","168 Flanders Road","Westborough","MA","01581","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://nessc.org/contact","New England Sikh Study Circle","Get In Touch","2026-08-18","","4","official_organization_page","manual:round19:new-england-sikh-study-circle:001:2026-08-18","manual","verified"
"Harvard Graduate Students Union UAW Local 5118","higher_education_labor_union","Graduate worker representation, collective bargaining, workplace advocacy, and member services","UAW","5118","","https://harvardgradunion.org/","617-475-0677","","552 Massachusetts Avenue Suite 209","Cambridge","MA","02139","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://harvardgradunion.org/","Harvard Graduate Students Union UAW Local 5118","Harvard Graduate Student Union - HGSU-UAW","2026-08-18","","4","official_organization_page","manual:round19:harvard-graduate-students-union:001:2026-08-18","manual","verified"
"Boston University Graduate Workers Union SEIU Local 509","higher_education_labor_union","Graduate worker representation, collective bargaining, workplace advocacy, and member services","SEIU","509","","https://www.seiu509.org/boston-university/","774-843-7509","connect@seiu509.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;public_email;city;state;active_status;public_accessibility;active_program","https://www.seiu509.org/boston-university/","SEIU Local 509","Boston University","2026-08-18","","4","official_organization_page","manual:round19:boston-university-graduate-workers-union:001:2026-08-18","manual","verified"
"Graduate Labor Organization AFT Local 6516","higher_education_labor_union","Graduate worker representation, collective bargaining, workplace advocacy, and member services","AFT","6516","","https://www.glounion.org/","","comms@glounion.org","5 Steeple Street Suite 301","Providence","RI","02909","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.glounion.org/glo-beck-notice","Graduate Labor Organization","GLO Beck Notice","2026-08-18","2025-09-05","4","official_organization_page","manual:round19:graduate-labor-organization:001:2026-08-18","manual","verified"
"Brown Postdoc Labor Organization AFT Local 6516","higher_education_labor_union","Postdoctoral worker representation, collective bargaining, workplace advocacy, and member services","AFT","6516","","https://bplounion.org/","","info@bplounion.org","","Providence","RI","","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_email;city;state;active_status;public_accessibility;active_program","https://bplounion.org/faqs/","Brown Postdoc Labor Organization","FAQ","2026-08-18","","4","official_organization_page","manual:round19:brown-postdoc-labor-organization:001:2026-08-18","manual","verified"
"State Police Association of Massachusetts","public_safety_labor_union","State police labor representation, workplace advocacy, member services, and benevolent programs","","","","https://msptrooper.org/","617-523-0130","","11 Beacon Street Suite 700","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://msptrooper.org/wp-content/uploads/2025/04/25SPAMGolfTourney.pdf","State Police Association of Massachusetts","2025 SPAM Benevolent Fund Golf Open","2026-08-18","","4","official_organization_document","manual:round19:state-police-association-massachusetts:001:2026-08-18","manual","verified"
"Providence Rhode Island Area Local 387 APWU","postal_worker_labor_union","Postal worker representation, collective bargaining, workplace advocacy, meetings, and member services","APWU","387","","https://www.apwupvd.org/","401-276-5000","","PO Box 40430","Providence","RI","02940","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.apwupvd.org/APWU%20Union%20Meetings%202025.pdf","Providence Rhode Island Area Local 387","APWU Union Meetings 2025","2026-08-18","","4","official_organization_document","manual:round19:providence-apwu-local-387:001:2026-08-18","manual","verified"
"Association of Flight Attendants-CWA Council 27 Boston","air_transport_labor_union","Flight-attendant representation, workplace safety, collective bargaining, advocacy, and member services","AFA-CWA","21027","","https://www.unitedafa.org/councils/bos-27","617-567-5560","afabos@unitedafa.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;public_email;city;state;active_status;public_accessibility;active_program","https://www.unitedafa.org/councils/bos-27","United AFA","Council 27 - Boston","2026-08-18","","4","official_organization_page","manual:round19:afa-cwa-council-27-boston:001:2026-08-18","manual","verified"
"UMass Dartmouth Faculty Federation AFT Local 1895","higher_education_labor_union","Faculty and librarian representation, collective bargaining, workplace advocacy, and member services","AFT","1895","","https://www.umassd.edu/ffo/","508-999-8067","","285 Old Westport Road Research 221","North Dartmouth","MA","02747","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.umassd.edu/ffo/contact-us/","University of Massachusetts Dartmouth","Contact Us | Faculty Federation","2026-08-18","","5","official_institution_page","manual:round19:umass-dartmouth-faculty-federation:001:2026-08-18","manual","verified"
