organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Boys & Girls Club of Greater New Bedford","","role_based","yes","Youth-program public office","","","","508-992-8011","https://bgcnewbedford.org/contact-us/","https://bgcnewbedford.org/contact-us/","Boys & Girls Club of Greater New Bedford","Contact Us","2026-08-18","","4","official_organization_page","manual:round15:boys-girls-club-greater-new-bedford:001:2026-08-18","manual","verified"
"Boys & Girls Club of Fall River","","role_based","yes","Youth-program public office","","","reception@fallriverbgc.org","508-672-6340","https://www.fallriverbgc.org/contact-us","https://www.fallriverbgc.org/contact-us","Boys & Girls Club of Fall River","Contact Us","2026-08-18","","4","official_organization_page","manual:round15:boys-girls-club-fall-river:001:2026-08-18","manual","verified"
"Big Brothers Big Sisters of Eastern Massachusetts","","role_based","yes","Youth-mentoring public office","","","","617-542-9090","https://www.emassbigs.org/directions/","https://emassbigs.org/college-bigs/","Big Brothers Big Sisters of Eastern Massachusetts","College Bigs","2026-08-18","","4","official_organization_page","manual:round15:big-brothers-big-sisters-eastern-massachusetts:001:2026-08-18","manual","verified"
"Family Nurturing Center of Massachusetts","","role_based","yes","Family-support public office","","","info@familynurturing.org","617-474-1143","https://familynurturing.org/contact-us/","https://familynurturing.org/contact-us/","Family Nurturing Center of Massachusetts","Contact Us","2026-08-18","","4","official_organization_page","manual:round15:family-nurturing-center-massachusetts:001:2026-08-18","manual","verified"
"Plymouth County Children's Advocacy Center","","role_based","yes","Children's advocacy center public office","","","","508-580-3383","https://cac.plymouthda.com/contact-us/","https://cac.plymouthda.com/contact-us/","Plymouth County District Attorney's Office","Plymouth County Children's Advocacy Center Contact Us","2026-08-18","","5","official_government_page","manual:round15:plymouth-county-childrens-advocacy-center:001:2026-08-18","manual","verified"
"Rian Immigrant Center","","role_based","yes","Immigrant resource and support public office","","","","617-542-7654","https://www.riancenter.org/contact-us/","https://www.riancenter.org/contact-us/","Rian Immigrant Center","Contact Us and Request Services","2026-08-18","","4","official_organization_page","manual:round15:rian-immigrant-center:001:2026-08-18","manual","verified"
"Centro Presente","","role_based","yes","Immigrant services general inquiry office","","","info@cpresente.org","857-256-2981","https://cpresente.org/","https://masslegalaid.info/lsos/centro-presente/","Massachusetts Legal Aid","Centro Presente","2026-08-18","","4","official_legal_services_directory","manual:round15:centro-presente:001:2026-08-18","manual","verified"
"Brazilian Women's Group","","role_based","yes","Community information and worker-rights office","","","mulherbrasileira@verdeamarelo.org","617-202-5775","https://www.verdeamarelo.org/bwg/contato","https://www.verdeamarelo.org/bwg/contato","Brazilian Women's Group","Contact","2026-08-18","","4","official_organization_page","manual:round15:brazilian-womens-group:001:2026-08-18","manual","verified"
"Haitian-Americans United, Inc.","","role_based","yes","Community organization public office","","","","","https://hauinc.weebly.com/","https://hauinc.weebly.com/","Haitian-Americans United, Inc.","Home","2026-08-18","","4","official_organization_page","manual:round15:haitian-americans-united:001:2026-08-18","manual","verified"
"Haitian-Americans United, Inc.","","role_based","yes","Community organization public office","","","unity@hauinc.org","","https://hauinc.weebly.com/","https://haitianculturalnight.com/events","Haitian Cultural Night Committee","2026 Haitian Heritage Month Events","2026-08-18","2026-05-17","3","reliable_secondary_event_page","manual:round15:haitian-americans-united:002:2026-08-18","manual","corroborated"
"Immigrant Family Services Institute","","role_based","yes","Immigrant and family-services public office","","","info@ifsi-usa.org","617-322-1348","https://www.ifsi-usa.org/contact-us","https://www.ifsi-usa.org/contact-us","Immigrant Family Services Institute","Contact","2026-08-18","","4","official_organization_page","manual:round15:immigrant-family-services-institute:001:2026-08-18","manual","verified"
"Somali Development Center","","role_based","yes","Refugee and immigrant community-services office","","","sdcboston@yahoo.com","617-522-0700","https://www.sdcboston.org/","https://www.mass.gov/doc/community-partners-directory-6/download","Massachusetts Office for Refugees and Immigrants","Community Partners Directory","2026-08-18","","5","official_government_directory","manual:round15:somali-development-center:001:2026-08-18","manual","verified"
"Boston Little Saigon","","role_based","yes","Cultural-district public office","","","info@bostonlittlesaigon.org","617-858-0468","https://www.bostonlittlesaigon.org/contact","https://www.bostonlittlesaigon.org/contact","Boston Little Saigon","Contact","2026-08-18","","4","official_organization_page","manual:round15:boston-little-saigon:001:2026-08-18","manual","verified"
"Saheli, Inc.","","role_based","yes","Community information and confidential helpline","","","info@saheliboston.org","866-472-4354","https://saheliboston.org/contact-us/","https://saheliboston.org/contact-us/","Saheli, Inc.","Contact Us","2026-08-18","","4","official_organization_page","manual:round15:saheli:001:2026-08-18","manual","verified"
"Teamsters Local 251","","role_based","yes","Union local public office","","","ibt251@teamsterslocal251.org","401-434-0454","https://teamsterslocal251.org/contact-local-251/","https://teamsterslocal251.org/contact-local-251/","Teamsters Local 251","Contact Local 251","2026-08-18","","4","official_union_page","manual:round15:teamsters-local-251:001:2026-08-18","manual","verified"
"Teamsters Local 59","","role_based","yes","Union local public office","","","","508-993-1505","https://www.teamsters59.org/contact.htm","https://www.teamsters59.org/contact.htm","Teamsters Local 59","Contact Teamsters Local No. 59","2026-08-18","","4","official_union_page","manual:round15:teamsters-local-59:001:2026-08-18","manual","verified"
"UFCW Local 1445","","role_based","yes","Union local public office","","","ufcw1445@ufcwlocal1445.org","800-439-1445","https://www.ufcwlocal1445.org/?zone=%2Funionactive%2Fcontact.cfm","https://www.ufcwlocal1445.org/?zone=%2Funionactive%2Fcontact.cfm","UFCW Local 1445","Contact Us","2026-08-18","","4","official_union_page","manual:round15:ufcw-local-1445:001:2026-08-18","manual","verified"
"UAW Region 9A - Boston Sub-Regional Office","","role_based","yes","Regional union public office","","","","781-821-3037","https://uaw.org/regions/uaw-region-9a/page/3/","https://uaw.org/regions/uaw-region-9a/page/3/","United Auto Workers","UAW Region 9A","2026-08-18","","4","official_union_page","manual:round15:uaw-region-9a-boston:001:2026-08-18","manual","verified"
"Boston Teachers Union, Local 66","","role_based","yes","Union local public office","","","","617-288-2000","https://btu.org/","https://btu.org/wp-content/uploads/2023/03/BTU-2022-September-for-the-website.pdf","Boston Teachers Union, Local 66","Boston Union Teacher Contact Information","2026-08-18","","4","official_union_publication","manual:round15:boston-teachers-union-local-66:001:2026-08-18","manual","verified"
"SAG-AFTRA New England Local","","role_based","yes","New England local general office","","","newengland@sagaftra.org","617-262-8001","https://www.sagaftra.org/new-england/about-our-local-new-england","https://www.sagaftra.org/new-england","SAG-AFTRA","New England Local","2026-08-18","","4","official_union_page","manual:round15:sag-aftra-new-england:001:2026-08-18","manual","verified"
"IATSE Local 11","","role_based","yes","Union local public office","","","","617-269-5595","https://iatse11.org/contact/","https://iatse11.org/know-your-rights/","IATSE Local 11","Know Your Rights","2026-08-18","","4","official_union_page","manual:round15:iatse-local-11:001:2026-08-18","manual","verified"
"National Postal Mail Handlers Union Local 301","","role_based","yes","Union local public office","","","","508-651-2227","https://www.npmhul301.org/","https://npmhu.org/about/local","National Postal Mail Handlers Union","Local Unions - Local 301","2026-08-18","","4","official_union_directory","manual:round15:npmhu-local-301:001:2026-08-18","manual","verified"
