canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"BMA TenPoint","black_faith_community_network","Black faith leadership, violence prevention, youth development, community organizing, and neighborhood advocacy","","","","https://www.bmatenpoint.org/","617-445-2737","info@bmaboston.org","2010 Columbus Avenue Lower Level","Roxbury","MA","02119","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.bmatenpoint.org/history-mission","BMA TenPoint","History and Mission","2026-08-18","","4","official_organization_page","manual:round22:bma-tenpoint:001:2026-08-18","manual","verified"
"Islamic Council of New England","islamic_community_umbrella_organization","Islamic community connection, institutional collaboration, education, and regional engagement","","","","https://islamiccouncilne.org/","","info@islamiccouncilne.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://islamiccouncilne.org/","Islamic Council of New England","Home","2026-08-18","","4","official_organization_page","manual:round22:islamic-council-of-new-england:001:2026-08-18","manual","verified"
"Massachusetts Board of Rabbis","rabbinic_professional_association","Rabbinic professional connection, Jewish communal leadership, education, and public engagement","","","","https://www.mass-rabbis.org/","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://www.mass-rabbis.org/who-we-are","Massachusetts Board of Rabbis","Who We Are","2026-08-18","","4","official_organization_page","manual:round22:massachusetts-board-of-rabbis:001:2026-08-18","manual","verified"
"New England Hindu Temple, Inc.","hindu_religious_cultural_center","Hindu worship, religious education, cultural programming, and community gathering","","","","https://srilakshmi.org/","508-881-5775","","117 Waverly Street","Ashland","MA","01721","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://srilakshmi.org/history/","New England Hindu Temple, Inc.","History","2026-08-18","","4","official_organization_page","manual:round22:new-england-hindu-temple:001:2026-08-18","manual","verified"
"Rhode Island Hindu Temple Society","hindu_religious_cultural_center","Hindu worship, religious education, cultural programming, and community gathering","","","","https://www.rihts.org/","401-830-0803","admin@rihts.org","40 Astral Street","Warwick","RI","02888","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.rihts.org/contact/","Rhode Island Hindu Temple Society","Contact","2026-08-18","","4","official_organization_page","manual:round22:rhode-island-hindu-temple-society:001:2026-08-18","manual","verified"
"Greek Orthodox Metropolis of Boston","greek_orthodox_regional_faith_network","Greek Orthodox parish support, religious leadership, youth programs, and regional community connection","","","","https://boston.goarch.org/","617-277-4742","","162 Goddard Avenue","Brookline","MA","02445","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://boston.goarch.org/about_us/administration.html","Greek Orthodox Metropolis of Boston","Administration","2026-08-18","","4","official_organization_page","manual:round22:greek-orthodox-metropolis-of-boston:001:2026-08-18","manual","verified"
"ALPFA Boston","latino_professional_association","Latino professional networking, mentorship, leadership, career development, and community engagement","","","","https://alpfa.org/boston","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://alpfa.org/boston","Association of Latino Professionals for America","ALPFA Boston","2026-08-18","","4","official_organization_page","manual:round22:alpfa-boston:001:2026-08-18","manual","verified"
"NAAAP Boston","asian_american_professional_association","Asian-American professional development, leadership, networking, volunteering, and community engagement","","","","https://www.naaapboston.org/","617-506-3641","","P.O. Box 51922","Boston","MA","02205","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.naaapboston.org/about-us","NAAAP Boston","About Us","2026-08-18","","4","official_organization_page","manual:round22:naaap-boston:001:2026-08-18","manual","verified"
"NABA Boston","black_accounting_business_professional_association","Black accounting and business professional development, mentoring, scholarships, and community engagement","","","","https://community.nabainc.org/boston","","2nd-vp-boston@nabachapters.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://community.nabainc.org/boston/programsandevents","NABA Boston","Programs and Events","2026-08-18","","4","official_organization_page","manual:round22:naba-boston:001:2026-08-18","manual","verified"
"Prospanica Boston","hispanic_business_professional_association","Hispanic business professional networking, education, leadership, and career development","","","","https://members.prospanica.org/members/group.aspx?code=Boston","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://members.prospanica.org/members/group.aspx?code=Boston","Prospanica","Boston Chapter","2026-08-18","","4","official_organization_page","manual:round22:prospanica-boston:001:2026-08-18","manual","verified"
"National Black MBA Association Boston Chapter","black_business_professional_association","Black business leadership, professional development, mentoring, career advancement, and community engagement","","","","https://nbmbaaboston.org/","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://membership.nbmbaa.org/Membership/Chapter-Information?Chapterid=%7Ba783997b-538b-ec11-93b0-0022482e4d38%7D","National Black MBA Association","Boston Chapter","2026-08-18","","4","official_organization_page","manual:round22:national-black-mba-association-boston-chapter:001:2026-08-18","manual","verified"
"SHPE Boston Professional Chapter","hispanic_stem_professional_association","Hispanic STEM professional networking, mentoring, leadership, and career development","","","","https://shpe.org/","","","","Reading","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://shpe.org/wp-content/uploads/2022/08/SHPE-Pro-Chapters-by-Region.pdf","Society of Hispanic Professional Engineers","Professional Chapters by Region","2026-08-18","","4","official_organization_document","manual:round22:shpe-boston-professional-chapter:001:2026-08-18","manual","verified"
"Blacks In Technology New England","black_technology_professional_association","Black technology professional networking, skills development, career connection, and community programming","","","","https://blacksintechnology.org/chapters/","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://blacksintechnology.org/chapters/","Blacks In Technology Foundation","Chapters","2026-08-18","","4","official_organization_page","manual:round22:blacks-in-technology-new-england:001:2026-08-18","manual","verified"
"Out in Tech Boston","lgbtq_technology_professional_association","LGBTQ technology professional networking, leadership, volunteering, and community connection","","","","https://outintech.com/","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://outintech.com/","Out in Tech","Out in Tech","2026-08-18","","4","official_organization_page","manual:round22:out-in-tech-boston:001:2026-08-18","manual","verified"
"American Nurses Association Massachusetts","nursing_professional_association","Nursing professional development, advocacy, education, standards, and workforce connection","","","","https://www.anamass.org/","617-990-2856","info@ANAMass.org","P.O. Box 285","Milton","MA","02186","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.anamass.org/page/ActionCenter?vvsrc=%2FRegister%2FPrivacyPolicy","American Nurses Association Massachusetts","Contact Information","2026-08-18","","4","official_organization_page","manual:round22:american-nurses-association-massachusetts:001:2026-08-18","manual","verified"
"Massachusetts Association of Public Health Nurses","public_health_nursing_professional_association","Public-health nursing professional education, practice support, networking, and advocacy","","","","https://maphn.org/","","","P.O. Box 537","Milton","MA","02186","","","","active","1","1","canonical_name;organization_type;industry;website;street;city;state;zip;active_status;public_accessibility;active_program","https://maphn.org/","Massachusetts Association of Public Health Nurses","Home","2026-08-18","","4","official_organization_page","manual:round22:massachusetts-association-of-public-health-nurses:001:2026-08-18","manual","verified"
"Massachusetts School Nurse Organization","school_nursing_professional_association","School nursing professional education, practice support, advocacy, and workforce connection","","","","https://msno.org/","","info@msno.org","197M Boston Post Road West #251","Marlborough","MA","01752","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://msno.org/","Massachusetts School Nurse Organization","Home","2026-08-18","","4","official_organization_page","manual:round22:massachusetts-school-nurse-organization:001:2026-08-18","manual","verified"
"Massachusetts Coalition of Nurse Practitioners","nurse_practitioner_professional_association","Nurse practitioner professional education, practice support, advocacy, and workforce connection","","","","https://mcnp.enpnetwork.com/","","","P.O. Box 1153","Littleton","MA","01460","","","","active","1","1","canonical_name;organization_type;industry;website;street;city;state;zip;active_status;public_accessibility;active_program","https://maphn.org/wp-content/uploads/2025/12/Joint_Letter_of_Support_DOE_.pdf","Massachusetts Coalition of Nurse Practitioners","Joint Letter of Support","2026-08-18","","4","official_organization_document","manual:round22:massachusetts-coalition-of-nurse-practitioners:001:2026-08-18","manual","verified"
"Massachusetts Association of Physician Associates","physician_associate_professional_association","Physician associate professional education, advocacy, networking, and workforce development","","","","https://mass-pa.com/","978-674-6212","info@mass-pa.com","85 Swanson Road Suite 135","Boxborough","MA","01719","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://mass-pa.com/","Massachusetts Association of Physician Associates","Home","2026-08-18","","4","official_organization_page","manual:round22:massachusetts-association-of-physician-associates:001:2026-08-18","manual","verified"
"Philippine Nurses Association of New England, Inc.","filipino_nursing_professional_association","Filipino and Filipino-American nursing leadership, education, advocacy, professional support, and community health","","","","https://pnanewengland.org/","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://pnanewengland.org/","Philippine Nurses Association of New England, Inc.","Home","2026-08-18","","4","official_organization_page","manual:round22:philippine-nurses-association-of-new-england:001:2026-08-18","manual","verified"
"Organization of Nurse Leaders - New England","nursing_leadership_professional_association","Nursing leadership development, professional education, networking, and healthcare workforce support","","","","https://www.oonl.org/","781-272-3500","info@oonl.org","P.O. Box 178","Whitinsville","MA","01588","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.oonl.org/about","Organization of Nurse Leaders - New England","About","2026-08-18","","4","official_organization_page","manual:round22:organization-of-nurse-leaders-new-england:001:2026-08-18","manual","verified"
"Massachusetts Association of Nurse Anesthesiology","nurse_anesthesiology_professional_association","Nurse anesthesiology professional education, advocacy, practice support, and workforce connection","","","","https://www.masscrna.com/","407-774-7880","contact@masscrna.com","78 Faunce Corner Road Unit 560","Dartmouth","MA","02747","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.masscrna.com/","Massachusetts Association of Nurse Anesthesiology","Home","2026-08-18","","4","official_organization_page","manual:round22:massachusetts-association-of-nurse-anesthesiology:001:2026-08-18","manual","verified"
"Hanover Municipal Employees, Council 93, AFL-CIO","municipal_employees_union","Municipal clerical, dispatch, library, council-on-aging, and town-hall workforce representation","AFSCME Council 93","","","https://www.hanover-ma.gov/select-board/pages/employee-work-agreements","","","","Hanover","MA","02339","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;city;state;zip;active_status;public_accessibility;active_program","https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/hmel_agreement_2023-2026_signed_0.pdf","Town of Hanover","Agreement Between the Town of Hanover and Hanover Municipal Employees 2023-2026","2026-08-18","","5","official_government_document","manual:round22:hanover-municipal-employees-council-93:001:2026-08-18","manual","verified"
"Hanover Police Union","police_officers_union","Municipal police officer workforce representation and collective bargaining","","","","https://www.hanover-ma.gov/select-board/pages/employee-work-agreements","","","","Hanover","MA","02339","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;zip;active_status;public_accessibility;active_program","https://www.hanover-ma.gov/select-board/files/2023-2026-police-union-agreement","Town of Hanover","2023-2026 Police Union Agreement","2026-08-18","","5","official_government_document","manual:round22:hanover-police-union:001:2026-08-18","manual","verified"
"AFSCME Council 93 Local 1700 - Hanover Department of Public Works Employees","public_works_employees_union","Hanover public works workforce representation and collective bargaining","AFSCME Council 93","1700","","https://www.hanover-ma.gov/select-board/pages/employee-work-agreements","","","","Hanover","MA","02339","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;zip;active_status;public_accessibility;active_program","https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/afscme-council_93-local_1700-afl-cio_agreement_2023-2026_signed.pdf","Town of Hanover","Agreement Between the Town of Hanover and AFSCME Council 93 Local 1700 Hanover Department of Public Works Employees 2023-2026","2026-08-18","","5","official_government_document","manual:round22:afscme-local-1700-hanover-dpw:001:2026-08-18","manual","verified"
"AFSCME Council 93 Local 1700 - Pembroke Town Hall Clerical Unit","municipal_clerical_workers_union","Pembroke town-hall clerical workforce representation and collective bargaining","AFSCME Council 93","1700","","https://www.pembroke-ma.gov/human-resources","","","","Pembroke","MA","02359","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;zip;active_status;public_accessibility;active_program","https://www.pembroke-ma.gov/human-resources/files/clerical-contract-24-25","Town of Pembroke","Clerical Contract 2024-2025","2026-08-18","","5","official_government_document","manual:round22:afscme-local-1700-pembroke-town-hall-clerical:001:2026-08-18","manual","verified"
"Hanson Firefighters IAFF Local 2713","firefighter_union","Municipal firefighter and emergency-response workforce representation and collective bargaining","IAFF","2713","","https://www.hanson-ma.gov/town-administrator/pages/union-and-non-union-contracts","","","","Hanson","MA","02341","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;zip;active_status;public_accessibility;active_program","https://www.hanson-ma.gov/town-administrator/pages/union-and-non-union-contracts","Town of Hanson","Union and Non-Union Contracts","2026-08-18","","5","official_government_page","manual:round22:hanson-firefighters-iaff-local-2713:001:2026-08-18","manual","verified"
"Hanson Police Relief Association / MassCOP Local 408","police_officers_union","Municipal police officer workforce representation and collective bargaining","MassCOP","408","","https://www.hanson-ma.gov/town-administrator/pages/union-and-non-union-contracts","","","","Hanson","MA","02341","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;zip;active_status;public_accessibility;active_program","https://www.hanson-ma.gov/town-administrator/pages/union-and-non-union-contracts","Town of Hanson","Union and Non-Union Contracts","2026-08-18","","5","official_government_page","manual:round22:hanson-police-relief-association-masscop-local-408:001:2026-08-18","manual","verified"
"Rockland Firefighters IAFF Local 1602","firefighter_union","Municipal firefighter and emergency-response workforce representation and collective bargaining","IAFF","1602","","https://www.rockland-ma.gov/186/Union-Contracts-MOAs","","","","Rockland","MA","02370","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;zip;active_status;public_accessibility;active_program","https://www.rockland-ma.gov/186/Union-Contracts-MOAs","Town of Rockland","Union Contracts and MOAs","2026-08-18","","5","official_government_page","manual:round22:rockland-firefighters-iaff-local-1602:001:2026-08-18","manual","verified"
"Rockland NEPBA Patrol Unit","police_officers_union","Municipal patrol officer workforce representation and collective bargaining","New England Police Benevolent Association","","","https://www.rockland-ma.gov/186/Union-Contracts-MOAs","","","","Rockland","MA","02370","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;city;state;zip;active_status;public_accessibility;active_program","https://www.rockland-ma.gov/186/Union-Contracts-MOAs","Town of Rockland","Union Contracts and MOAs","2026-08-18","","5","official_government_page","manual:round22:rockland-nepba-patrol-unit:001:2026-08-18","manual","verified"
