organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Hungarian Society of Massachusetts","","role_based","yes","Public Hungarian cultural association office","","","posta@bostonhungarians.org","617-315-8889","https://bostonhungarians.org/about/contact-us/","https://bostonhungarians.org/about/contact-us/","Hungarian Society of Massachusetts","Contact Us","2026-08-18","","4","official_organization_page","manual:round21:hungarian-society-of-massachusetts:001:2026-08-18","manual","verified"
"Polish American Citizens Club","","role_based","yes","Public Polish cultural community club office","","","contact@polishclubboston.com","617-436-2786","https://www.polishclubboston.com/","https://www.polishclubboston.com/","Polish American Citizens Club","Polish American Citizens Club","2026-08-18","","4","official_organization_page","manual:round21:polish-american-citizens-club:001:2026-08-18","manual","verified"
"Women's Bar Association of Massachusetts","","role_based","yes","Public women lawyers association office","","","","617-973-6666","https://www.womensbar.org/","https://www.womensbar.org/","Women's Bar Association of Massachusetts","Home Landing Page","2026-08-18","","4","official_organization_page","manual:round21:womens-bar-association-of-massachusetts:001:2026-08-18","manual","verified"
"Massachusetts Black Women Attorneys","","role_based","yes","Public Black women attorneys association office","","","info@massblackwomenattys.org","617-778-2046","https://massblackwomenattys.org/contact.html","https://massblackwomenattys.org/contact.html","Massachusetts Black Women Attorneys","Contact","2026-08-18","","4","official_organization_page","manual:round21:massachusetts-black-women-attorneys:001:2026-08-18","manual","verified"
"Society of Women Engineers - Boston","","role_based","yes","Public women in engineering chapter office","","","swebos@sweboston.org","","https://boston.swe.org/wp-content/uploads/sites/21/2025/02/FY25SponsorshipProspectusFINAL-1.pdf","https://boston.swe.org/wp-content/uploads/sites/21/2025/02/FY25SponsorshipProspectusFINAL-1.pdf","Society of Women Engineers - Boston","FY25 Sponsorship Prospectus","2026-08-18","","4","official_organization_document","manual:round21:society-of-women-engineers-boston:001:2026-08-18","manual","verified"
"NSBE Boston Professionals","","role_based","yes","Public Black STEM professional chapter office","","","membership@nsbeboston.org","","https://www.nsbeboston.org/about/contact","https://www.nsbeboston.org/about/contact","NSBE Boston Professionals","Contact","2026-08-18","","4","official_organization_page","manual:round21:nsbe-boston-professionals:001:2026-08-18","manual","verified"
"NAWIC Boston Chapter 15","","role_based","yes","Public women in construction chapter office","","","nawicboston@gmail.com","","https://www.nawicboston.org/events","https://www.nawicboston.org/events","NAWIC Boston Chapter 15","Events","2026-08-18","","4","official_organization_page","manual:round21:nawic-boston-chapter-15:001:2026-08-18","manual","verified"
"Professional Women in Construction - Boston Chapter","","role_based","yes","Public women in AEC chapter office","","","admin@pwcboston.com","","https://www.pwc-boston.org/join/","https://www.pwc-boston.org/join/","Professional Women in Construction - Boston Chapter","Join","2026-08-18","","4","official_organization_page","manual:round21:professional-women-in-construction-boston-chapter:001:2026-08-18","manual","verified"
"WTS Boston","","role_based","yes","Public women in transportation chapter office","","","boston@wtsinternational.org","","https://www.wtsinternational.org/chapters/boston","https://www.wtsinternational.org/chapters/boston","WTS International","Boston Chapter","2026-08-18","","4","official_organization_page","manual:round21:wts-boston:001:2026-08-18","manual","verified"
"BosNOMA","","role_based","yes","Public minority architecture professional chapter office","","","info@bosnoma.org","508-203-1531","https://www.bosnoma.org/contact-us","https://www.bosnoma.org/contact-us","BosNOMA","Contact Us","2026-08-18","","4","official_organization_page","manual:round21:bosnoma:001:2026-08-18","manual","verified"
"Massachusetts Association of Community Health Workers","","role_based","yes","Public community health worker association office","","","info@machw.org","","https://machw.org/wp-content/uploads/2026/04/CHW-WEEK-EMPLOYER-TOOLKIT-2026-2.pdf","https://machw.org/wp-content/uploads/2026/04/CHW-WEEK-EMPLOYER-TOOLKIT-2026-2.pdf","Massachusetts Association of Community Health Workers","2026 Community Health Worker Week Employer Toolkit","2026-08-18","","4","official_organization_document","manual:round21:massachusetts-association-of-community-health-workers:001:2026-08-18","manual","verified"
"National Association of Social Workers - Massachusetts Chapter","","role_based","yes","Public social work professional chapter office","","","chapter.naswma@socialworkers.org","617-227-9635","https://www.naswma.org/","https://www.naswma.org/","National Association of Social Workers - Massachusetts Chapter","NASW Massachusetts Chapter","2026-08-18","","4","official_organization_page","manual:round21:national-association-of-social-workers-massachusetts-chapter:001:2026-08-18","manual","verified"
"Massachusetts Public Health Association","","role_based","yes","Public public health association office","","","","857-263-7072","https://masspublichealth.org/index.php/home/","https://masspublichealth.org/index.php/home/","Massachusetts Public Health Association","Home","2026-08-18","","4","official_organization_page","manual:round21:massachusetts-public-health-association:001:2026-08-18","manual","verified"
"Massachusetts League of Community Health Centers","","role_based","yes","Public community health center association office","","","massleague@massleague.org","617-426-2225","https://www.massleague.org/about/","https://www.massleague.org/about/","Massachusetts League of Community Health Centers","About Us","2026-08-18","","4","official_organization_page","manual:round21:massachusetts-league-of-community-health-centers:001:2026-08-18","manual","verified"
"Massachusetts Senior Care Association","","role_based","yes","Public senior care association office","","","","617-558-0202","https://maseniorcare.org/contact-us","https://maseniorcare.org/contact-us","Massachusetts Senior Care Association","Contact Us","2026-08-18","","4","official_organization_page","manual:round21:massachusetts-senior-care-association:001:2026-08-18","manual","verified"
"Home Care Alliance of Massachusetts","","role_based","yes","Public home care and hospice association office","","","","617-482-8830","https://www.thinkhomecare.org/","https://www.thinkhomecare.org/","Home Care Alliance of Massachusetts","Home Care Alliance of Massachusetts","2026-08-18","","4","official_organization_page","manual:round21:home-care-alliance-of-massachusetts:001:2026-08-18","manual","verified"
"Massachusetts Adult Day Services Association","","role_based","yes","Public adult day services association office","","","madsaoffice@rogerson.org","617-469-5838","https://madsa.net/contact/","https://madsa.net/contact/","Massachusetts Adult Day Services Association","Contact","2026-08-18","","4","official_organization_page","manual:round21:massachusetts-adult-day-services-association:001:2026-08-18","manual","verified"
"Providers' Council","","role_based","yes","Public human services provider association office","","","","508-598-9800","https://providers.org/contact/","https://providers.org/contact/","Providers' Council","Contact","2026-08-18","","4","official_organization_page","manual:round21:providers-council:001:2026-08-18","manual","verified"
"American Postal Workers Union Boston Metro Area Local 100","","role_based","yes","Public Boston postal workers local contact","","","","","https://apwu.org/news/magazine/join-our-fight-we-continue-organize-stronger-union","https://apwu.org/news/magazine/join-our-fight-we-continue-organize-stronger-union","American Postal Workers Union","Join Our Fight as We Continue to Organize for a Stronger Union","2026-08-18","2024-08-26","4","official_union_page","manual:round21:american-postal-workers-union-boston-metro-area-local-100:001:2026-08-18","manual","verified"
"Boston Firefighters IAFF Local 718","","role_based","yes","Public Boston firefighters union contact","","","","","https://www.boston.gov/news/mayor-michelle-wu-announces-four-year-contract-boston-firefighters-iaff-local-718","https://www.boston.gov/news/mayor-michelle-wu-announces-four-year-contract-boston-firefighters-iaff-local-718","City of Boston Mayor's Office","Mayor Michelle Wu Announces Four-Year Contract with Boston Firefighters IAFF Local 718","2026-08-18","2025-12-30","5","official_government_page","manual:round21:boston-firefighters-iaff-local-718:001:2026-08-18","manual","verified"
"Boston Police Patrolmen's Association","","role_based","yes","Public Boston patrol officers union office","","","","617-989-2772","https://bppa.org/2026-open-enrollment/","https://bppa.org/2026-open-enrollment/","Boston Police Patrolmen's Association","2026 Open Enrollment","2026-08-18","","4","official_union_page","manual:round21:boston-police-patrolmens-association:001:2026-08-18","manual","verified"
"Boston Police Detectives Benevolent Society","","role_based","yes","Public Boston police detectives union office","","","info@bpdbs.com","617-325-3938","https://www.bpdbs.com/","https://www.bpdbs.com/","Boston Police Detectives Benevolent Society","Boston Police Detectives Benevolent Society","2026-08-18","","4","official_union_page","manual:round21:boston-police-detectives-benevolent-society:001:2026-08-18","manual","verified"
"IUE-CWA Local 201","","role_based","yes","Public manufacturing and industrial workers local office","","","","781-598-2760","https://cwa-union.org/locals/iue-cwa-local-81201","https://cwa-union.org/locals/iue-cwa-local-81201","Communications Workers of America","IUE-CWA Local 81201","2026-08-18","","4","official_union_page","manual:round21:iue-cwa-local-201:001:2026-08-18","manual","verified"
"Committee of Interns and Residents SEIU","","role_based","yes","Public resident physician union regional office","","","","212-356-8100","https://www.cirseiu.org/contact-us/","https://www.cirseiu.org/contact-us/","Committee of Interns and Residents SEIU","Contact Us","2026-08-18","","4","official_union_page","manual:round21:committee-of-interns-and-residents-seiu:001:2026-08-18","manual","verified"
"New England Joint Board UNITE HERE","","role_based","yes","Public apparel and distribution union office","","","","617-426-1515","https://www.nejb.us/about/contact/","https://www.nejb.us/about/contact/","New England Joint Board UNITE HERE","Contact","2026-08-18","","4","official_union_page","manual:round21:new-england-joint-board-unite-here:001:2026-08-18","manual","verified"
"IAM Machinists Lodge 1726","","role_based","yes","Public machinists lodge filing contact","","","","","https://olmsapps.dol.gov/query/orgReport.do?rptForm=LM3Form&rptId=912811","https://olmsapps.dol.gov/query/orgReport.do?rptForm=LM3Form&rptId=912811","U.S. Department of Labor Office of Labor-Management Standards","Machinists Lodge 1726 LM-3 Annual Report for 2024","2026-08-18","2025-03-29","5","official_government_filing","manual:round21:iam-machinists-lodge-1726:001:2026-08-18","manual","verified"
"Professional Firefighters of Hanover, Local 2726","","role_based","yes","Public Hanover firefighters union contact","","","","","https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/professional_firefighters_of_hanover_agreement_2023-2026.pdf","https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/professional_firefighters_of_hanover_agreement_2023-2026.pdf","Town of Hanover","Agreement Between Town of Hanover and Professional Firefighters of Hanover 2023-2026","2026-08-18","","5","official_government_document","manual:round21:professional-firefighters-of-hanover-local-2726:001:2026-08-18","manual","verified"
"Pembroke Permanent Firefighters Association Local 2351","","role_based","yes","Public Pembroke firefighters union contact","","","","","https://www.pembroke-ma.gov/human-resources/files/firefighters-union","https://www.pembroke-ma.gov/human-resources/files/firefighters-union","Town of Pembroke","Agreement Between Town of Pembroke and Pembroke Permanent Firefighters Association","2026-08-18","","5","official_government_document","manual:round21:pembroke-permanent-firefighters-association-local-2351:001:2026-08-18","manual","verified"
