canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Wat Lao Buddhovath of Rhode Island","lao_buddhist_cultural_center","Lao Buddhist worship, cultural preservation, public education, and community events","","","","https://www.watlaobuddhovath.org/","401-232-7696","samanerawatlaobuddhovath@gmail.com","88 Limerock Road","Smithfield","RI","02917","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.watlaobuddhovath.org/contact-us","Wat Lao Buddhovath of Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:wat-lao-buddhovath-rhode-island:001:2026-08-18","manual","verified"
"New England Buddhist Vihara & Meditation Center","sri_lankan_buddhist_meditation_center","Theravada Buddhist worship, meditation, Dhamma education, and Sri Lankan cultural programs","","","","https://www.nebvmc.org/","508-839-5038","","162 Old Upton Road","Grafton","MA","01519","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.nebvmc.org/contact/","New England Buddhist Vihara and Meditation Center","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:new-england-buddhist-vihara:001:2026-08-18","manual","verified"
"Fo Guang Buddhist Temple Boston","chinese_humanistic_buddhist_center","Humanistic Buddhist worship, Dharma services, Chinese cultural connection, and community programming","","","","https://fgsbtboston.org/","617-547-6670","boston@ibps.org","711 Concord Avenue","Cambridge","MA","02138","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://fgsbtboston.org/wp-content/uploads/2024/07/2024%E6%A2%81%E7%9A%87%E6%B3%95%E6%9C%83%E9%80%9A%E5%95%9F%E6%96%87_ENG_2024-2.pdf","Fo Guang Buddhist Temple Boston","2024 Emperor Liang Dharma Service","2026-08-18","","4","official_organization_document","manual:round23:fo-guang-buddhist-temple-boston:001:2026-08-18","manual","verified"
"Cambridge Zen Center","korean_zen_buddhist_center","Zen Buddhist meditation, retreats, Dharma talks, affinity groups, and free public practice","","","","https://www.cambridgezen.org/","617-576-3229","director@cambridgezen.org","199 Auburn Street","Cambridge","MA","02139","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.cambridgezen.org/","Cambridge Zen Center","Zen Buddhist Practice in the Heart of Cambridge","2026-08-18","","4","official_organization_page","manual:round23:cambridge-zen-center:001:2026-08-18","manual","verified"
"Kurukulla Center for Tibetan Buddhist Studies","tibetan_buddhist_study_center","Tibetan Buddhist study, meditation, public classes, spiritual programs, and community practice","","","","https://www.kurukulla.org/","617-624-0177","info@kurukulla.org","68 Magoun Avenue","Medford","MA","02155","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.kurukulla.org/contact-kurukulla-center-tibetan-buddhism.php","Kurukulla Center for Tibetan Buddhist Studies","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:kurukulla-center-tibetan-buddhist-studies:001:2026-08-18","manual","verified"
"Pashupatinath Buddha Foundation of New England","nepali_hindu_buddhist_community_center","Nepali and South Asian Hindu-Buddhist cultural, spiritual, educational, interfaith, and social programs","","","","https://pabfone.org/","781-843-3000","info@pabfone.org","594 Washington Street","Braintree","MA","02184","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://pabfone.org/contact/","Pashupatinath Buddha Foundation of New England","Contact","2026-08-18","","4","official_organization_page","manual:round23:pashupatinath-buddha-foundation-new-england:001:2026-08-18","manual","verified"
"New England Chinese Information and Networking Association","chinese_american_technology_professional_association","Chinese-American and New England technology, entrepreneurship, professional development, and industry networking","","","","https://www.necina.org/","","info@necina.org","PO Box 715","Needham","MA","02494","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.necina.org/contact","New England Chinese Information and Networking Association","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:new-england-chinese-information-networking-association:001:2026-08-18","manual","verified"
"Korean-American Scientists and Engineers Association - New England Chapter","korean_american_stem_professional_association","Korean-American science, engineering, technology, entrepreneurship, career development, and community service","","","","https://www.kseane.org/","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://www.kseane.org/about-kseane","Korean-American Scientists and Engineers Association - New England Chapter","About KSEA-NE","2026-08-18","","4","official_organization_page","manual:round23:ksea-new-england-chapter:001:2026-08-18","manual","verified"
"Women in Manufacturing Massachusetts","women_manufacturing_professional_association","Women manufacturing workers, industry leadership, career advancement, networking, and sector development","","","","https://www.womeninmanufacturing.org/events/massachusetts","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://www.womeninmanufacturing.org/events/massachusetts","Women in Manufacturing","Massachusetts","2026-08-18","","4","official_organization_page","manual:round23:women-in-manufacturing-massachusetts:001:2026-08-18","manual","verified"
"Women In Bio Greater Boston","women_life_sciences_professional_association","Women life-sciences careers, leadership, entrepreneurship, mentoring, and professional networking","","","","https://community.womeninbio.org/pages/greater-boston","877-717-5273","info@womeninbio.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;city;state;active_status;public_accessibility;active_program","https://community.womeninbio.org/pages/greater-boston","Women In Bio","WIB-Greater Boston","2026-08-18","","4","official_organization_page","manual:round23:women-in-bio-greater-boston:001:2026-08-18","manual","verified"
"Boston Women in Bioinformatics","women_bioinformatics_professional_network","Women and nonbinary bioinformatics networking, mentorship, career development, collaboration, and equity","","","","https://boston-wib.org/","","communications@boston-wib.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://boston-wib.org/contact","Boston Women in Bioinformatics","Let's Connect","2026-08-18","","4","official_organization_page","manual:round23:boston-women-bioinformatics:001:2026-08-18","manual","verified"
"CREW Boston","women_commercial_real_estate_professional_association","Women commercial real-estate leadership, career development, mentoring, networking, and business growth","","","","https://www.crewboston.org/","617-247-2346","","101 Federal Street Suite 1900","Boston","MA","02110","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.crewboston.org/About/Contact-Us","CREW Boston","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:crew-boston:001:2026-08-18","manual","verified"
"Association for Women in Science, Massachusetts","women_stem_professional_association","Women STEM networking, professional development, leadership opportunities, and regional science community connection","","","","https://www.massawis.org/","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://www.massawis.org/","Association for Women in Science, Massachusetts","Welcome to MASS-AWIS","2026-08-18","","4","official_organization_page","manual:round23:association-women-science-massachusetts:001:2026-08-18","manual","verified"
"Healthcare Businesswomen's Association Boston-Cambridge Metro","women_healthcare_business_professional_association","Women healthcare and life-sciences leadership, career development, mentoring, and business networking","","","","https://hbanet.org/chapter/boston-cambridge-metro","973-575-0606","info@hbanet.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;city;state;active_status;public_accessibility;active_program","https://hbanet.org/chapter/boston-cambridge-metro","Healthcare Businesswomen's Association","HBA Boston-Cambridge Metro","2026-08-18","","4","official_organization_page","manual:round23:hba-boston-cambridge-metro:001:2026-08-18","manual","verified"
"International Medical Interpreters Association","medical_interpreters_professional_association","Medical interpreter professional standards, education, certification support, leadership, and workforce development","","","","https://www.imiaweb.org/","650-503-4642","info@imiaweb.org","500 West Cummings Park #5650","Woburn","MA","01801","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.imiaweb.org/contact/default.asp","International Medical Interpreters Association","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:international-medical-interpreters-association:001:2026-08-18","manual","verified"
"New England Translators Association","translators_interpreters_professional_association","Translator and interpreter professional standards, education, networking, ethics, and workforce connection","","","","https://www.netaweb.org/","","info@netaweb.org","","Medford","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://www.netaweb.org/","New England Translators Association","Home","2026-08-18","","4","official_organization_page","manual:round23:new-england-translators-association:001:2026-08-18","manual","verified"
"Found in Translation","women_medical_interpreter_workforce_nonprofit","Medical interpreter career training for low-income bilingual women and healthcare language-access workforce development","","","","https://found-in-translation.org/","617-284-6529","info@found-in-translation.org","218 Adams Street","Dorchester","MA","02122","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://found-in-translation.org/contact-us-copy/","Found in Translation","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:found-in-translation:001:2026-08-18","manual","verified"
"Cross Cultural Communication Systems, Inc.","language_services_interpreter_training_business","Professional interpretation, translation, bilingual workforce development, cultural competency, and interpreter training","","","","https://embracingculture.com/","781-729-3736","info@embracingculture.com","PO Box 2308","Woburn","MA","01888","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://embracingculture.com/contact-us/","Cross Cultural Communication Systems, Inc.","Contact Us","2026-08-18","","4","official_organization_page","manual:round23:cross-cultural-communication-systems:001:2026-08-18","manual","verified"
"Boston Interpreters Collective","language_justice_interpreter_collective","Social-justice interpretation, translation, language-capacity training, and multilingual community access","","","","https://www.interpreterscollective.org/","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://www.interpreterscollective.org/","Boston Interpreters Collective","Interpretation and Language Access","2026-08-18","","4","official_organization_page","manual:round23:boston-interpreters-collective:001:2026-08-18","manual","verified"
"Massachusetts Trial Court Office of Language Access","court_language_access_interpreter_workforce_office","Court interpreter recruitment, training, certification, assignment, translation, and equitable access to justice","","","","https://www.mass.gov/orgs/trial-court-office-of-language-access","","OLA2@jud.state.ma.us","Two Center Plaza 9th Floor","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/orgs/trial-court-office-of-language-access","Massachusetts Court System","Trial Court Office of Language Access","2026-08-18","","5","official_government_page","manual:round23:massachusetts-trial-court-language-access:001:2026-08-18","manual","verified"
"Massachusetts Medical Interpreter Training","medical_interpreter_training_program","Statewide medical interpreter training, multilingual healthcare career advancement, and cultural-awareness consulting","","","","https://www.massmedicalinterpreting.org/","508-856-3572","MITinfo@umassmed.edu","","Worcester","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;city;state;active_status;public_accessibility;active_program","https://www.massmedicalinterpreting.org/contact-us/","UMass Chan Medical School ForHealth Consulting","Medical Interpreter Training - Contact Us","2026-08-18","","5","official_institution_page","manual:round23:massachusetts-medical-interpreter-training:001:2026-08-18","manual","verified"
"Boston Office of Language and Communications Access","municipal_language_communications_access_office","Municipal interpretation, translation, assistive technology, public access, compliance, and language-access coordination","","","","https://www.boston.gov/departments/language-and-communications-access","617-635-3414","LCA@boston.gov","1 City Hall Square Room 817","Boston","MA","02201","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.boston.gov/departments/language-and-communications-access","City of Boston","Language and Communications Access","2026-08-18","","5","official_government_page","manual:round23:boston-language-communications-access:001:2026-08-18","manual","verified"
"Plymouth Firefighters IAFF Local 1768","firefighter_union","Municipal firefighter and emergency-response workforce representation and collective bargaining","IAFF","1768","","https://www.plymouth-ma.gov/329/Collective-Bargaining-Agreements-and-Non","","","","Plymouth","MA","02360","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;zip;active_status;public_accessibility;active_program","https://www.plymouth-ma.gov/DocumentCenter/View/7436/FY25-27-Fire-Fighters","Town of Plymouth","FY25-27 Fire Fighters Contract","2026-08-18","","5","official_government_document","manual:round23:plymouth-firefighters-iaff-local-1768:001:2026-08-18","manual","verified"
"Marshfield Firefighters IAFF Local 2568","firefighter_union","Municipal firefighter and emergency-response workforce representation and collective bargaining","IAFF","2568","","https://www.mfdlocal2568.org/","781-837-1315","","60 South River Street","Marshfield","MA","02050","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mfdlocal2568.org/","Marshfield Firefighters IAFF Local 2568","Marshfield Firefighters Local 2568","2026-08-18","","4","official_organization_page","manual:round23:marshfield-firefighters-iaff-local-2568:001:2026-08-18","manual","verified"
"Scituate Firefighters Union IAFF Local 1464","firefighter_union","Municipal firefighter and emergency-response workforce representation and collective bargaining","IAFF","1464","","https://www.scituatema.gov/select-board/minutes/select-board-meeting-minutes-20240521","","","","Scituate","MA","02066","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;zip;active_status;public_accessibility;active_program","https://www.scituatema.gov/select-board/minutes/select-board-meeting-minutes-20240521","Town of Scituate","Select Board Meeting Minutes - May 21, 2024","2026-08-18","2024-05-21","5","official_government_page","manual:round23:scituate-firefighters-iaff-local-1464:001:2026-08-18","manual","verified"
"Hingham Permanent Firefighters Association IAFF Local 2398","firefighter_union","Municipal firefighter and emergency-response workforce representation and collective bargaining","IAFF","2398","","https://www.hingham-ma.gov/1067/Employment-Contracts","","","","Hingham","MA","02043","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;zip;active_status;public_accessibility;active_program","https://www.hingham-ma.gov/1138/2026-Town-Meeting-Results","Town of Hingham","2026 Town Meeting Results","2026-08-18","","5","official_government_page","manual:round23:hingham-firefighters-iaff-local-2398:001:2026-08-18","manual","verified"
"Duxbury Permanent Firefighters Association IAFF Local 2167","firefighter_union","Municipal firefighter and emergency-response workforce representation and collective bargaining","IAFF","2167","","https://www.duxburyfirefighters.com/","781-934-9074","","PO Box 1464","Duxbury","MA","02331","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.duxburyfirefighters.com/","Duxbury Permanent Firefighters Association IAFF Local 2167","Duxbury Professional Fire Fighters","2026-08-18","","4","official_organization_page","manual:round23:duxbury-firefighters-iaff-local-2167:001:2026-08-18","manual","verified"
"Weymouth Firefighters IAFF Local 1616","firefighter_union","Municipal firefighter and emergency-response workforce representation and collective bargaining","IAFF","1616","","https://www.weymouth.ma.us/1732/Union-contracts-and-MOAs","","","","Weymouth","MA","02189","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;zip;active_status;public_accessibility;active_program","https://www.weymouth.ma.us/1732/Union-contracts-and-MOAs","Town of Weymouth","Union Contracts and MOAs","2026-08-18","","5","official_government_page","manual:round23:weymouth-firefighters-iaff-local-1616:001:2026-08-18","manual","verified"
"Abington Firefighters IAFF Local 2080","firefighter_union","Municipal firefighter and emergency-response workforce representation and collective bargaining","IAFF","2080","","https://local.iaff.org/local2080","","","","Abington","MA","02351","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;zip;active_status;public_accessibility;active_program","https://local.iaff.org/local2080","Abington Firefighters IAFF Local 2080","About Abington Firefighters Local 2080","2026-08-18","","4","official_organization_page","manual:round23:abington-firefighters-iaff-local-2080:001:2026-08-18","manual","verified"
"Kingston Permanent Firefighters Association IAFF Local 2337","firefighter_union","Municipal firefighter and emergency-response workforce representation and collective bargaining","IAFF","2337","","https://kingstonfirefighters.com/","","","","Kingston","MA","02364","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;city;state;zip;active_status;public_accessibility;active_program","https://kingstonfirefighters.com/","Kingston Permanent Firefighters Association","Home","2026-08-18","","4","official_organization_page","manual:round23:kingston-firefighters-iaff-local-2337:001:2026-08-18","manual","verified"
