canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Cape Cod Canal Region Chamber of Commerce","business_association","Regional business association","","","","https://www.capecodcanalchamber.org/","508-759-6000","","70 Main Street","Buzzards Bay","MA","02532","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.capecodcanalchamber.org/","Cape Cod Canal Region Chamber of Commerce","Home","2026-08-17","","4","official_organization_page","manual:round10:cape-cod-canal-region-chamber-of-commerce:017:2026-08-17","manual","verified"
"Greater Providence Chamber of Commerce","business_association","Regional business association","","","","https://providencechamber.com/","401-521-5000","chamber@provchamber.com","30 Exchange Terrace","Providence","RI","02903","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://providencechamber.com/contact-us/","Greater Providence Chamber of Commerce","Contact Us","2026-08-17","","4","official_organization_page","manual:round10:greater-providence-chamber-of-commerce:018:2026-08-17","manual","verified"
"South Coast Hispanic Chamber of Commerce","business_association","Hispanic and minority business association","","","","https://www.socohispanicchamber.org/","508-501-0875","hello@socohispanicchamber.org","1913 Purchase Street Floor 2","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.socohispanicchamber.org/","South Coast Hispanic Chamber of Commerce","Home","2026-08-17","","4","official_organization_page","manual:round10:south-coast-hispanic-chamber-of-commerce:019:2026-08-17","manual","verified"
"Cape Cod Cranberry Growers' Association","trade_association","Agricultural trade association","","","","https://www.cranberries.org/","508-866-7878","cccga@cranberries.org","265D South Meadow Road","Plymouth","MA","02360","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.cranberries.org/legal","Cape Cod Cranberry Growers' Association","Legal and Contact Information","2026-08-17","","4","official_organization_page","manual:round10:cape-cod-cranberry-growers-association:020:2026-08-17","manual","verified"
"Fishing Partnership Support Services","community_organization","Commercial fishing workforce support","","","","https://fishingpartnership.org/","508-991-3043","","398 County Street","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://fishingpartnership.org/","Fishing Partnership Support Services","Support Services for Commercial Fishermen","2026-08-17","","4","official_organization_page","manual:round10:fishing-partnership-support-services:021:2026-08-17","manual","verified"
"Massachusetts Motor Transportation Association","trade_association","Trucking and transportation trade association","","","","https://www.mass-trucking.org/","617-695-3512","","10 Liberty Square 5th Floor","Boston","MA","02109","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass-trucking.org/contact-us.html","Massachusetts Motor Transportation Association","Contact Us","2026-08-17","","4","official_organization_page","manual:round10:massachusetts-motor-transportation-association:022:2026-08-17","manual","verified"
"Massachusetts Marine Trades Association","trade_association","Marine trades association","","","","https://www.boatma.com/","774-404-8005","","PO Box 325","Foxboro","MA","02035","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.boatma.com/contactmmta.html","Massachusetts Marine Trades Association","Contact MMTA","2026-08-17","","4","official_organization_page","manual:round10:massachusetts-marine-trades-association:023:2026-08-17","manual","verified"
"New Bedford Fishing Heritage Center","community_organization","Commercial fishing heritage and workforce education","","","","https://fishingheritagecenter.org/","508-993-8894","operations@fishingheritagecenter.org","38 Bethel Street","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://fishingheritagecenter.org/wp-content/uploads/2025/04/FHC-Corporate-membership-form.pdf","New Bedford Fishing Heritage Center","Corporate Membership and Contact Information","2026-08-17","","4","official_organization_page","manual:round10:new-bedford-fishing-heritage-center:024:2026-08-17","manual","verified"
"South Eastern Economic Development Corporation (SEED)","community_organization","Small business lending and development","","","","https://seedcorp.com/","508-822-1020","","80 Dean Street","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://seedcorp.com/contact-us","SEED Corporation","Contact SEED","2026-08-17","","4","official_organization_page","manual:round10:south-eastern-economic-development-corporation-seed:025:2026-08-17","manual","verified"
"New Bedford Economic Development Council","community_organization","Economic development","","","","https://nbedc.org/","508-991-3122","info@nbedc.org","1213 Purchase Street 2nd Floor","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://nbedc.org/contact/","New Bedford Economic Development Council","Contact","2026-08-17","","4","official_organization_page","manual:round10:new-bedford-economic-development-council:026:2026-08-17","manual","verified"
"Southeastern Regional Planning and Economic Development District","community_organization","Regional planning and economic development","","","","https://srpedd.org/","508-824-1367","info@srpedd.org","88 Broadway","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://massmarpa.org/who-we-are/southeastern-regional-planning-and-economic-development-district/","Massachusetts Association of Regional Planning Agencies","Southeastern Regional Planning and Economic Development District","2026-08-17","","4","official_organization_page","manual:round10:southeastern-regional-planning-and-economic-development-district:027:2026-08-17","manual","verified"
"Old Colony Planning Council","community_organization","Regional planning and economic development","","","","https://oldcolonyplanning.org/","508-583-1833","info@ocpcrpa.org","70 School Street","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://massmarpa.org/who-we-are/old-colony-planning-council/","Massachusetts Association of Regional Planning Agencies","Old Colony Planning Council","2026-08-17","","4","official_organization_page","manual:round10:old-colony-planning-council:028:2026-08-17","manual","verified"
"Taunton Development Corporation","community_organization","Economic development","","","","https://tauntondevelopment.org/","508-824-5857","info@tauntondevelopment.org","79 Church Green","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://tauntondevelopment.org/contact/","Taunton Development Corporation","Contact Us","2026-08-17","","4","official_organization_page","manual:round10:taunton-development-corporation:029:2026-08-17","manual","verified"
"Massachusetts Small Business Development Center Southeast Region","community_organization","Small business advising and training","","","","https://www.msbdc.org/semass/","508-673-9783","","200 Pocasset Street","Fall River","MA","02721","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.msbdc.org/semass/directions.html","Massachusetts Small Business Development Center","Directions - Southeast Regional Office","2026-08-17","","4","official_organization_page","manual:round10:massachusetts-small-business-development-center-southeast-region:030:2026-08-17","manual","verified"
"Southcoast Business Alliance","community_organization","Youth and business civic nonprofit","","","","https://southcoastbusinessalliance.org/","508-818-6647","info@southcoastbusinessalliance.org","128 Union Street Suite 500","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://southcoastbusinessalliance.org/contact/","Southcoast Business Alliance","Contact Us and Get Involved","2026-08-17","","4","official_organization_page","manual:round10:southcoast-business-alliance:031:2026-08-17","manual","verified"
"Community Economic Development Center","community_organization","Community economic and workforce development","","","","https://cedcnewbedford.org/","508-979-4684","info@cedcnewbedford.org","235 North Front Street","New Bedford","MA","02746","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://cedcnewbedford.org/contact/","Community Economic Development Center","Contact","2026-08-17","","4","official_organization_page","manual:round10:community-economic-development-center:032:2026-08-17","manual","verified"
"Old Colony Regional Vocational Technical High School","community_organization","Vocational and technical education","","","","https://oldcolony.us/","508-763-8011","oldcolony@oldcolony.us","476 North Avenue","Rochester","MA","02770","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://oldcolony.us/about-the-school/contact-us/","Old Colony Regional Vocational Technical High School","Contact Us","2026-08-17","","4","official_organization_page","manual:round10:old-colony-regional-vocational-technical-high-school:033:2026-08-17","manual","verified"
"Bristol-Plymouth Regional Technical School","community_organization","Vocational and technical education","","","","https://www.bptech.org/","508-823-5151","","207 Hart Street","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.bptech.org/about/home","Bristol-Plymouth Regional Technical School","About Us","2026-08-17","","4","official_organization_page","manual:round10:bristol-plymouth-regional-technical-school:034:2026-08-17","manual","verified"
"Greater New Bedford Regional Vocational Technical High School","community_organization","Vocational and technical education","","","","https://www.gnbvt.edu/","508-998-3321","","1121 Ashley Boulevard","New Bedford","MA","02745","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.gnbvt.edu/","Greater New Bedford Regional Vocational Technical High School","Home","2026-08-17","","4","official_organization_page","manual:round10:greater-new-bedford-regional-vocational-technical-high-school:035:2026-08-17","manual","verified"
"Southeastern Regional Vocational Technical High School","community_organization","Vocational and technical education","","","","https://www.sersd.org/","508-230-1200","","250 Foundry Street","South Easton","MA","02375","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.sersd.org/page/staff-links","Southeastern Regional School District","Staff Links and District Contact","2026-08-17","","4","official_organization_page","manual:round10:southeastern-regional-vocational-technical-high-school:036:2026-08-17","manual","verified"
"Diman Regional Vocational Technical High School","community_organization","Vocational and technical education","","","","https://www.dimanregional.org/","508-678-2891","dimaninfo@dimanregional.org","251 Stonehaven Road","Fall River","MA","02723","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.dimanregional.org/about","Diman Regional Vocational Technical High School","About","2026-08-17","","4","official_organization_page","manual:round10:diman-regional-vocational-technical-high-school:037:2026-08-17","manual","verified"
"Blue Hills Regional Technical School","community_organization","Vocational and technical education","","","","https://www.bluehills.org/","781-828-5800","","800 Randolph Street","Canton","MA","02021","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.bluehills.org/assets/uploads/admin/dsc/meetings/SY26-27/dsc-7-21-26-notice.pdf","Blue Hills Regional Technical School","July 21, 2026 District School Committee Meeting Notice","2026-08-17","2026-07-16","4","official_organization_page","manual:round10:blue-hills-regional-technical-school:038:2026-08-17","manual","verified"
"Norfolk County Agricultural High School","community_organization","Agricultural and technical education","","","","https://www.norfolkaggie.org/","508-668-0268","","400 Main Street","Walpole","MA","02081","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.norfolkaggie.org/about-us/directions-and-location","Norfolk County Agricultural High School","Directions and Location","2026-08-17","","4","official_organization_page","manual:round10:norfolk-county-agricultural-high-school:039:2026-08-17","manual","verified"
"Tri-County Regional Vocational Technical High School","community_organization","Vocational and technical education","","","","https://www.tri-county.us/","508-528-5400","","147 Pond Street","Franklin","MA","02038","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.tri-county.us/page/contact-us","Tri-County Regional Vocational Technical High School","Contact Us","2026-08-17","","4","official_organization_page","manual:round10:tri-county-regional-vocational-technical-high-school:040:2026-08-17","manual","verified"
"Upper Cape Cod Regional Technical School","community_organization","Vocational and technical education","","","","https://www.uppercapetech.com/","508-759-7711","","220 Sandwich Road","Bourne","MA","02532","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://profiles.doe.mass.edu/profiles/general.aspx?orgcode=08790000&orgtypecode=3&topNavId=9001","Massachusetts Department of Elementary and Secondary Education","Upper Cape Cod Regional Vocational Technical Contact Information","2026-08-17","","5","public_registry","manual:round10:upper-cape-cod-regional-technical-school:041:2026-08-17","manual","verified"
"Bristol County Agricultural High School","community_organization","Agricultural and technical education","","","","https://www.bristolaggie.org/","508-669-6744","","135 Center Street","Dighton","MA","02715","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.bristolaggie.org/page/administration","Bristol County Agricultural High School","Administration and School Contact","2026-08-17","","4","official_organization_page","manual:round10:bristol-county-agricultural-high-school:042:2026-08-17","manual","verified"
