organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Massachusetts Alliance for Foster Families","","role_based","yes","Public foster, kinship, adoptive, and guardianship caregiver association office","","","maff@mspcc.org","781-861-0890","https://www.mspcc.org/maff/","https://www.mspcc.org/maff/","Massachusetts Society for the Prevention of Cruelty to Children","Massachusetts Alliance for Foster Families (MAFF)","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-alliance-for-foster-families:001:2026-08-18","manual","verified"
"Family Voices","","role_based","yes","Public special-health-needs family advocacy office","","","","781-674-7224","https://familyvoices.org/contact/","https://familyvoices.org/contact/","Family Voices","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:family-voices:001:2026-08-18","manual","verified"
"Commission on the Status of Grandparents Raising Grandchildren","","role_based","yes","Public kinship caregiver commission office","","","","617-748-2454","https://www.mass.gov/info-details/grandparents-raising-grandchildren","https://www.mass.gov/info-details/grandparents-raising-grandchildren","Executive Office of Aging & Independence","Grandparents Raising Grandchildren","2026-08-18","","5","official_government_page","manual:round20:commission-on-status-of-grandparents-raising-grandchildren:001:2026-08-18","manual","verified"
"Massachusetts Kinship Navigator","","role_based","yes","Public statewide kinship navigation program","","","","844-924-4546","https://www.mass.gov/info-details/kinship-navigator-information","https://www.mass.gov/info-details/kinship-navigator-information","Massachusetts Kinship Navigator","Kinship Navigator Information","2026-08-18","","5","official_government_page","manual:round20:massachusetts-kinship-navigator:001:2026-08-18","manual","verified"
"One Family","","role_based","yes","Public single-parent education and housing-stability office","","","","617-237-0778","https://www.onefamilyinc.org/","https://www.onefamilyinc.org/","One Family Inc","Preventing Family Homelessness in Massachusetts","2026-08-18","","4","official_organization_page","manual:round20:one-family:001:2026-08-18","manual","verified"
"Massachusetts Sibling Support Network","","role_based","yes","Public statewide disability sibling-support office","","","info@masiblingsupport.org","617-807-0558","https://www.masiblingsupport.org/support-mssn","https://www.masiblingsupport.org/support-mssn","Massachusetts Sibling Support Network","Support MSSN","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-sibling-support-network:001:2026-08-18","manual","verified"
"Eritrean American Civic Association of Greater Boston","","role_based","yes","Public Eritrean community resource office","","","","617-427-1210","https://www.eacaboston.com/","https://www.eacaboston.com/","Eritrean American Civic Association of Greater Boston","Home | Eritrean American Civic Association","2026-08-18","","4","official_organization_page","manual:round20:eritrean-american-civic-association-greater-boston:001:2026-08-18","manual","verified"
"Tigrean Community Center Boston","","role_based","yes","Public Tigrayan cultural and community contact","","","","","https://tigraycommunityboston.org/","https://tigraycommunityboston.org/","Tigrean Community Center Boston","Home - Tigray Community Boston","2026-08-18","","4","official_organization_page","manual:round20:tigrean-community-center-boston:001:2026-08-18","manual","verified"
"Mutual Association of Ethiopians in Massachusetts","","role_based","yes","Public Ethiopian mutual-aid and community office","","","EthioMass@gmail.com","617-299-0405","https://ethiomass.org/","https://ethiomass.org/","Mutual Association of Ethiopians in Massachusetts","Ethiopian Mutual Association of Boston","2026-08-18","","4","official_organization_page","manual:round20:mutual-association-of-ethiopians-in-massachusetts:001:2026-08-18","manual","verified"
"Hmong United Associations of Rhode Island","","role_based","yes","Public Hmong community organization inbox","","","info@huari.org","","https://www.huari.org/","https://richr.ri.gov/documents/reflist.pdf","Rhode Island Commission for Human Rights","Referral Resource List","2026-08-18","","5","official_government_document","manual:round20:hmong-united-associations-of-rhode-island:001:2026-08-18","manual","verified"
"Belarusians of Boston and New England","","role_based","yes","Public Belarusian cultural and community office","","","","617-863-0169","https://belboston.org/","https://belboston.org/","Belarusians of Boston and New England","Belarusians of Boston","2026-08-18","","4","official_organization_page","manual:round20:belarusians-of-boston-and-new-england:001:2026-08-18","manual","verified"
"Vatra Boston","","role_based","yes","Public Albanian cultural chapter office","","","info@vatraboston.com","617-276-7181","https://vatraboston.com/","https://vatraboston.com/","Vatra Boston","Federata Pan Shqipetare e Amerikes Vatra Boston","2026-08-18","","4","official_organization_page","manual:round20:vatra-boston:001:2026-08-18","manual","verified"
"Turkish Cultural Foundation - Boston Office","","role_based","yes","Public Boston Turkish cultural foundation office","","","","978-318-0047","https://turkishculturalfoundation.org/education/contact.html","https://turkishculturalfoundation.org/education/contact.html","Turkish Cultural Foundation","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:turkish-cultural-foundation-boston-office:001:2026-08-18","manual","verified"
"Indonesian Community of New England","","role_based","yes","Public Indonesian community organization inbox","","","contact@icone-inc.org","","https://icone-inc.org/about/","https://icone-inc.org/about/","Indonesian Community of New England Inc","About","2026-08-18","","4","official_organization_page","manual:round20:indonesian-community-of-new-england:001:2026-08-18","manual","verified"
"New England Regional Black Nurses Association","","role_based","yes","Public Black nursing professional association office","","","nerbna72@gmail.com","","https://www.nerbna.org/contact","https://www.nerbna.org/contact","New England Regional Black Nurses Association","Contact","2026-08-18","","4","official_organization_page","manual:round20:new-england-regional-black-nurses-association:001:2026-08-18","manual","verified"
"National Association of Hispanic Nurses Massachusetts Chapter","","role_based","yes","Public Hispanic nursing professional chapter inbox","","","nahngreaterboston@gmail.com","","https://nahn.memberclicks.net/massachussetts","https://nahn.memberclicks.net/massachussetts","National Association of Hispanic Nurses","Massachusetts","2026-08-18","","4","official_organization_page","manual:round20:national-association-hispanic-nurses-massachusetts:001:2026-08-18","manual","verified"
"New England Medical Association","","role_based","yes","Public Black physician professional association office","","","admin@nema-nma.org","","https://nema-nma.org/contact/","https://nema-nma.org/contact/","New England Medical Association","Contact","2026-08-18","","4","official_organization_page","manual:round20:new-england-medical-association:001:2026-08-18","manual","verified"
"Massachusetts Association of Minority Law Enforcement Officers","","role_based","yes","Public minority law-enforcement professional association office","","","","617-436-6868","https://www.mamleo.org/?zone=%2Funionactive%2Fcontact.cfm","https://www.mamleo.org/?zone=%2Funionactive%2Fcontact.cfm","Massachusetts Association of Minority Law Enforcement Officers","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-association-minority-law-enforcement-officers:001:2026-08-18","manual","verified"
"Massachusetts Black Lawyers Association","","role_based","yes","Public Black legal professional association office","","","info@mablacklawyers.org","","https://mablacklawyers.org/contact/","https://mablacklawyers.org/contact/","Massachusetts Black Lawyers Association","Contact","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-black-lawyers-association:001:2026-08-18","manual","verified"
"Asian American Lawyers Association of Massachusetts","","role_based","yes","Public Asian American legal professional association office","","","aalam.info@gmail.com","","https://www.aalam.org/","https://www.aalam.org/","Asian American Lawyers Association of Massachusetts","Home","2026-08-18","","4","official_organization_page","manual:round20:asian-american-lawyers-association-massachusetts:001:2026-08-18","manual","verified"
"South Asian Bar Association of Greater Boston","","role_based","yes","Public South Asian legal professional association office","","","sabagreaterboston@gmail.com","","https://www.sabagb.org/contact","https://www.sabagb.org/contact","South Asian Bar Association of Greater Boston","Contact","2026-08-18","","4","official_organization_page","manual:round20:south-asian-bar-association-greater-boston:001:2026-08-18","manual","verified"
"Massachusetts LGBTQ Bar Association","","role_based","yes","Public LGBTQ legal professional association office","","","malgbtqbarassoc@gmail.com","","https://www.malgbtqbar.org/contact","https://www.malgbtqbar.org/contact","Massachusetts LGBTQ Bar Association","Contact","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-lgbtq-bar-association:001:2026-08-18","manual","verified"
"Heidrea for Heroes","","role_based","yes","Public veteran and military-family support office","","","","774-773-3951","https://heidrea4heroes.org/","https://heidrea4heroes.org/","Heidrea for Heroes","Home - Heidrea For Heroes","2026-08-18","","4","official_organization_page","manual:round20:heidrea-for-heroes:001:2026-08-18","manual","verified"
"Massachusetts Fallen Heroes","","role_based","yes","Public veteran and Gold Star family support office","","","info@massfallenheroes.org","617-380-1776","https://www.massfallenheroes.org/contact/","https://www.massfallenheroes.org/contact/","Massachusetts Fallen Heroes","Contact","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-fallen-heroes:001:2026-08-18","manual","verified"
"Fisher House Boston","","role_based","yes","Public military-family lodging program contact","","","","","https://fisherhouseboston.org/contact-us/","https://fisherhouseboston.org/contact-us/","Fisher House Boston","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:fisher-house-boston:001:2026-08-18","manual","verified"
"Disabled American Veterans Department of Massachusetts","","role_based","yes","Public disabled-veteran service organization office","","","inquiry@davma.org","617-727-2974","https://davma.org/contact-the-massachusetts-dav/","https://davma.org/contact-the-massachusetts-dav/","Disabled American Veterans Department of Massachusetts","Contact the Massachusetts DAV","2026-08-18","","4","official_organization_page","manual:round20:disabled-american-veterans-department-massachusetts:001:2026-08-18","manual","verified"
"Veterans Inc.","","role_based","yes","Public veteran housing, employment, and health-services office","","","info@veteransinc.org","800-482-2565","https://www.veteransinc.org/contact-us/","https://www.veteransinc.org/contact-us/","Veterans Inc.","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:veterans-inc:001:2026-08-18","manual","verified"
"Project New Hope Massachusetts","","role_based","yes","Public veteran and military-family peer-support office","","","","774-243-7859","https://www.projectnewhopema.org/contact/","https://www.projectnewhopema.org/contact/","Project New Hope Inc.","Contact","2026-08-18","","4","official_organization_page","manual:round20:project-new-hope-massachusetts:001:2026-08-18","manual","verified"
"New England Paralyzed Veterans of America","","role_based","yes","Public paralyzed-veteran advocacy and peer-support office","","","info@pvanewengland.org","617-942-8678","https://www.pvanewengland.org/our-story/what-we-do/","https://www.pvanewengland.org/wp-content/uploads/2025/02/Feb_25_CW.pdf","New England Paralyzed Veterans of America","CordWord February 2025","2026-08-18","","4","official_organization_page","manual:round20:new-england-paralyzed-veterans-of-america:001:2026-08-18","manual","verified"
"Veterans of Foreign Wars Department of Massachusetts","","role_based","yes","Public statewide veteran service and advocacy office","","","adjutant@vfwma.org","617-727-2612","https://vfwma.com/contact-us","https://vfwma.com/contact-us","Veterans of Foreign Wars Department of Massachusetts","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:veterans-of-foreign-wars-department-massachusetts:001:2026-08-18","manual","verified"
