canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Massachusetts Alliance for Foster Families","foster_kinship_caregiver_association","Peer support, advocacy, education, and professional development for foster, kinship, adoptive, and guardianship caregivers","","","","https://www.mspcc.org/maff/","781-861-0890","maff@mspcc.org","125 Hartwell Avenue","Lexington","MA","02421","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mspcc.org/maff/","Massachusetts Society for the Prevention of Cruelty to Children","Massachusetts Alliance for Foster Families (MAFF)","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-alliance-for-foster-families:001:2026-08-18","manual","verified"
"Family Voices","special_health_needs_family_advocacy_nonprofit","Family-led systems advocacy and resources for children and youth with special health care needs or disabilities","","","","https://familyvoices.org/","781-674-7224","","561 Virginia Road Building 4 Suite 300","Concord","MA","01742","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://familyvoices.org/contact/","Family Voices","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:family-voices:001:2026-08-18","manual","verified"
"Commission on the Status of Grandparents Raising Grandchildren","state_kinship_caregiver_commission","Statewide information, advocacy, and resources for grandparents and relative caregivers raising children","","","","https://www.mass.gov/info-details/grandparents-raising-grandchildren","617-748-2454","","600 Washington Street 6th Floor","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/info-details/grandparents-raising-grandchildren","Executive Office of Aging & Independence","Grandparents Raising Grandchildren","2026-08-18","","5","official_government_page","manual:round20:commission-on-status-of-grandparents-raising-grandchildren:001:2026-08-18","manual","verified"
"Massachusetts Kinship Navigator","state_kinship_navigation_program","Statewide service navigation and community-resource connections for kinship caregivers and their families","","","","https://www.mass.gov/kinship-navigator","844-924-4546","","1 Ashburton Place","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/info-details/kinship-navigator-information","Massachusetts Kinship Navigator","Kinship Navigator Information","2026-08-18","","5","official_government_page","manual:round20:massachusetts-kinship-navigator:001:2026-08-18","manual","verified"
"One Family","single_parent_housing_education_nonprofit","Education, career coaching, housing stability, and economic mobility programs for single-parent families","","","","https://www.onefamilyinc.org/","617-237-0778","","50 Milk Street 16th Floor","Boston","MA","02109","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.onefamilyinc.org/","One Family Inc","Preventing Family Homelessness in Massachusetts","2026-08-18","","4","official_organization_page","manual:round20:one-family:001:2026-08-18","manual","verified"
"Massachusetts Sibling Support Network","disability_sibling_support_nonprofit","Education, mentoring, technical assistance, and peer community for siblings of people with disabilities across the lifespan","","","","https://www.masiblingsupport.org/","617-807-0558","info@masiblingsupport.org","","","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;state;active_status;public_accessibility;active_program","https://www.masiblingsupport.org/support-mssn","Massachusetts Sibling Support Network","Support MSSN","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-sibling-support-network:001:2026-08-18","manual","verified"
"Eritrean American Civic Association of Greater Boston","eritrean_community_nonprofit","Culturally responsive education, resource navigation, language access, employment preparation, and community programs","","","","https://www.eacaboston.com/","617-427-1210","","590 Shawmut Avenue","Boston","MA","02118","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.eacaboston.com/","Eritrean American Civic Association of Greater Boston","Home | Eritrean American Civic Association","2026-08-18","","4","official_organization_page","manual:round20:eritrean-american-civic-association-greater-boston:001:2026-08-18","manual","verified"
"Tigrean Community Center Boston","tigrayan_community_nonprofit","Tigrayan cultural preservation, education, mutual assistance, and social programs in Greater Boston","","","","https://tigraycommunityboston.org/","","","48 John Eliot Square","Roxbury","MA","02119","","","","active","1","1","canonical_name;organization_type;industry;website;street;city;state;zip;active_status;public_accessibility;active_program","https://tigraycommunityboston.org/","Tigrean Community Center Boston","Home - Tigray Community Boston","2026-08-18","","4","official_organization_page","manual:round20:tigrean-community-center-boston:001:2026-08-18","manual","verified"
"Mutual Association of Ethiopians in Massachusetts","ethiopian_community_mutual_aid_nonprofit","Mutual aid, cultural events, networking, and community support for Ethiopians in Massachusetts","","","","https://ethiomass.org/","617-299-0405","EthioMass@gmail.com","","","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;state;active_status;public_accessibility;active_program","https://ethiomass.org/","Mutual Association of Ethiopians in Massachusetts","Ethiopian Mutual Association of Boston","2026-08-18","","4","official_organization_page","manual:round20:mutual-association-of-ethiopians-in-massachusetts:001:2026-08-18","manual","verified"
"Hmong United Associations of Rhode Island","hmong_community_nonprofit","Hmong cultural, educational, youth, family, and community-support programs in Rhode Island","","","","https://www.huari.org/","","info@huari.org","340 Lockwood Street","Providence","RI","02907","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://richr.ri.gov/documents/reflist.pdf","Rhode Island Commission for Human Rights","Referral Resource List","2026-08-18","","5","official_government_document","manual:round20:hmong-united-associations-of-rhode-island:001:2026-08-18","manual","verified"
"Belarusians of Boston and New England","belarusian_cultural_community_nonprofit","Belarusian cultural preservation, arts, civic engagement, humanitarian support, and community connection","","","","https://belboston.org/","617-863-0169","","1 Washington Mall #1137","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://belboston.org/","Belarusians of Boston and New England","Belarusians of Boston","2026-08-18","","4","official_organization_page","manual:round20:belarusians-of-boston-and-new-england:001:2026-08-18","manual","verified"
"Vatra Boston","albanian_cultural_community_nonprofit","Albanian cultural preservation, civic engagement, heritage programming, and community connection","","","","https://vatraboston.com/","617-276-7181","info@vatraboston.com","39 Bow Street","Beverly","MA","01915","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://vatraboston.com/","Vatra Boston","Federata Pan Shqipetare e Amerikes Vatra Boston","2026-08-18","","4","official_organization_page","manual:round20:vatra-boston:001:2026-08-18","manual","verified"
"Turkish Cultural Foundation - Boston Office","turkish_cultural_foundation","Turkish arts, culture, heritage education, and cultural exchange","","","","https://turkishculturalfoundation.org/","978-318-0047","","PO Box 611","Bedford","MA","01730","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://turkishculturalfoundation.org/education/contact.html","Turkish Cultural Foundation","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:turkish-cultural-foundation-boston-office:001:2026-08-18","manual","verified"
"Indonesian Community of New England","indonesian_community_nonprofit","Indonesian cultural education, community empowerment, resource navigation, and regional connection","","","","https://icone-inc.org/","","contact@icone-inc.org","","","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;state;active_status;public_accessibility;active_program","https://icone-inc.org/about/","Indonesian Community of New England Inc","About","2026-08-18","","4","official_organization_page","manual:round20:indonesian-community-of-new-england:001:2026-08-18","manual","verified"
"New England Regional Black Nurses Association","black_nursing_professional_association","Professional development, nursing education, scholarships, advocacy, and community health programs","","","","https://nerbna.org/","","nerbna72@gmail.com","PO Box 190690","Roxbury","MA","02119","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.nerbna.org/contact","New England Regional Black Nurses Association","Contact","2026-08-18","","4","official_organization_page","manual:round20:new-england-regional-black-nurses-association:001:2026-08-18","manual","verified"
"National Association of Hispanic Nurses Massachusetts Chapter","hispanic_nursing_professional_association","Professional development, leadership, recruitment, retention, and community health advocacy for Hispanic nurses","","","","https://nahn.memberclicks.net/massachussetts","","nahngreaterboston@gmail.com","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://nahn.memberclicks.net/massachussetts","National Association of Hispanic Nurses","Massachusetts","2026-08-18","","4","official_organization_page","manual:round20:national-association-hispanic-nurses-massachusetts:001:2026-08-18","manual","verified"
"New England Medical Association","black_physician_professional_association","Physician professional development, mentorship, health equity, advocacy, and community health education","","","","https://nema-nma.org/","","admin@nema-nma.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;city;state;active_status;public_accessibility;active_program","https://nema-nma.org/contact/","New England Medical Association","Contact","2026-08-18","","4","official_organization_page","manual:round20:new-england-medical-association:001:2026-08-18","manual","verified"
"Massachusetts Association of Minority Law Enforcement Officers","minority_law_enforcement_professional_association","Professional advocacy, career support, community programs, and representation for minority law-enforcement personnel","","","","https://www.mamleo.org/","617-436-6868","","61 Columbia Road","Dorchester","MA","02121","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mamleo.org/?zone=%2Funionactive%2Fcontact.cfm","Massachusetts Association of Minority Law Enforcement Officers","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-association-minority-law-enforcement-officers:001:2026-08-18","manual","verified"
"Massachusetts Black Lawyers Association","black_legal_professional_association","Professional development, mentorship, scholarships, referrals, and advancement for Black legal professionals","","","","https://mablacklawyers.org/","","info@mablacklawyers.org","16 Beacon Street","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://mablacklawyers.org/contact/","Massachusetts Black Lawyers Association","Contact","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-black-lawyers-association:001:2026-08-18","manual","verified"
"Asian American Lawyers Association of Massachusetts","asian_american_legal_professional_association","Professional development, scholarships, community service, advocacy, and legal-system access","","","","https://www.aalam.org/","","aalam.info@gmail.com","16 Beacon Street","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.aalam.org/","Asian American Lawyers Association of Massachusetts","Home","2026-08-18","","4","official_organization_page","manual:round20:asian-american-lawyers-association-massachusetts:001:2026-08-18","manual","verified"
"South Asian Bar Association of Greater Boston","south_asian_legal_professional_association","Professional development, mentorship, community engagement, advocacy, and legal services support","","","","https://www.sabagb.org/","","sabagreaterboston@gmail.com","16 Beacon Street","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.sabagb.org/contact","South Asian Bar Association of Greater Boston","Contact","2026-08-18","","4","official_organization_page","manual:round20:south-asian-bar-association-greater-boston:001:2026-08-18","manual","verified"
"Massachusetts LGBTQ Bar Association","lgbtq_legal_professional_association","Professional inclusion, leadership, education, networking, and advocacy for LGBTQ legal professionals","","","","https://www.malgbtqbar.org/","","malgbtqbarassoc@gmail.com","16 Beacon Street","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.malgbtqbar.org/contact","Massachusetts LGBTQ Bar Association","Contact","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-lgbtq-bar-association:001:2026-08-18","manual","verified"
"Heidrea for Heroes","veteran_custom_support_nonprofit","Customized home, mobility, transportation, wellness, and critical-needs support for veterans and military families","","","","https://heidrea4heroes.org/","774-773-3951","","10 Cordage Park Circle Suite 224","Plymouth","MA","02360","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://heidrea4heroes.org/","Heidrea for Heroes","Home - Heidrea For Heroes","2026-08-18","","4","official_organization_page","manual:round20:heidrea-for-heroes:001:2026-08-18","manual","verified"
"Massachusetts Fallen Heroes","gold_star_veteran_support_nonprofit","Memorial, veteran-transition, Gold Star family, employment, entrepreneurship, and community-engagement programs","","","","https://www.massfallenheroes.org/","617-380-1776","info@massfallenheroes.org","12 Channel Street Suite 603","Boston","MA","02210","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.massfallenheroes.org/contact/","Massachusetts Fallen Heroes","Contact","2026-08-18","","4","official_organization_page","manual:round20:massachusetts-fallen-heroes:001:2026-08-18","manual","verified"
"Fisher House Boston","military_family_lodging_nonprofit","Free lodging, planning, and logistical support for military families receiving medical care in Boston","","","","https://fisherhouseboston.org/","","","PO Box 230","South Walpole","MA","02071","","","","active","1","1","canonical_name;organization_type;industry;website;street;city;state;zip;active_status;public_accessibility;active_program","https://fisherhouseboston.org/contact-us/","Fisher House Boston","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:fisher-house-boston:001:2026-08-18","manual","verified"
"Disabled American Veterans Department of Massachusetts","disabled_veteran_service_organization","Benefits assistance, claims support, advocacy, transportation, and services for disabled veterans and families","","","","https://davma.org/","617-727-2974","inquiry@davma.org","State House Room 546","Boston","MA","02133","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://davma.org/contact-the-massachusetts-dav/","Disabled American Veterans Department of Massachusetts","Contact the Massachusetts DAV","2026-08-18","","4","official_organization_page","manual:round20:disabled-american-veterans-department-massachusetts:001:2026-08-18","manual","verified"
"Veterans Inc.","veteran_housing_employment_health_nonprofit","Housing, health, substance-use treatment, employment, food, and emergency support for veterans and their families","","","","https://www.veteransinc.org/","800-482-2565","info@veteransinc.org","69 Grove Street","Worcester","MA","01605","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.veteransinc.org/contact-us/","Veterans Inc.","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:veterans-inc:001:2026-08-18","manual","verified"
"Project New Hope Massachusetts","veteran_family_peer_support_nonprofit","Peer retreats, food assistance, mutual support, and programs for service members, veterans, Gold Star families, and survivors","","","","https://www.projectnewhopema.org/","774-243-7859","","70 James Street Suite 129A","Worcester","MA","01603","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.projectnewhopema.org/contact/","Project New Hope Inc.","Contact","2026-08-18","","4","official_organization_page","manual:round20:project-new-hope-massachusetts:001:2026-08-18","manual","verified"
"New England Paralyzed Veterans of America","paralyzed_veteran_advocacy_nonprofit","Benefits, health-care advocacy, peer mentoring, accessibility, recreation, and community outreach for paralyzed veterans","","","","https://www.pvanewengland.org/","617-942-8678","info@pvanewengland.org","1208 VFW Parkway Suite 301","West Roxbury","MA","02132","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.pvanewengland.org/wp-content/uploads/2025/02/Feb_25_CW.pdf","New England Paralyzed Veterans of America","CordWord February 2025","2026-08-18","","4","official_organization_page","manual:round20:new-england-paralyzed-veterans-of-america:001:2026-08-18","manual","verified"
"Veterans of Foreign Wars Department of Massachusetts","veteran_service_and_advocacy_organization","Veteran benefits assistance, advocacy, community service, and support through Massachusetts posts","","","","https://vfwma.com/","617-727-2612","adjutant@vfwma.org","24 Beacon Street","Boston","MA","02133","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://vfwma.com/contact-us","Veterans of Foreign Wars Department of Massachusetts","Contact Us","2026-08-18","","4","official_organization_page","manual:round20:veterans-of-foreign-wars-department-massachusetts:001:2026-08-18","manual","verified"
