canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Weymouth Commission on Disabilities","municipal_disability_commission","Municipal disability access, inclusion, policy advice, and ADA advocacy","","","","https://www.weymouth.ma.us/2020/Commission-on-Disabilities","781-682-3595","","111 Middle Street","East Weymouth","MA","02189","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.weymouth.ma.us/2020/Commission-on-Disabilities","Town of Weymouth","Commission on Disabilities","2026-08-18","","5","official_government_page","manual:round24:weymouth-commission-disabilities:001:2026-08-18","manual","verified"
"Braintree Commission on Disabilities","municipal_disability_commission","Municipal disability access, inclusion, policy advice, and ADA advocacy","","","","https://braintreema.gov/326/Commission-on-Disabilities","781-794-8195","","1 John F. Kennedy Memorial Drive","Braintree","MA","02184","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://braintreema.gov/326/Commission-on-Disabilities","Town of Braintree","Commission on Disabilities","2026-08-18","","5","official_government_page","manual:round24:braintree-commission-disabilities:001:2026-08-18","manual","verified"
"Taunton Americans with Disabilities Act Commission","municipal_disability_commission","Municipal disability access, inclusion, policy advice, and ADA advocacy","","","","https://www.taunton-ma.gov/1026/Americans-with-Disabilities-Act-Commissi","508-821-1000","","15 Summer Street","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.taunton-ma.gov/1026/Americans-with-Disabilities-Act-Commissi","City of Taunton","Americans with Disabilities Act Commission","2026-08-18","","5","official_government_page","manual:round24:taunton-americans-disabilities-act-commission:001:2026-08-18","manual","verified"
"Fall River Commission on Disability","municipal_disability_commission","Municipal disability access, inclusion, education, policy advice, and ADA advocacy","","","","https://frcod.org/","508-324-2000","","One Government Center","Fall River","MA","02722","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://frcod.org/","Fall River Commission on Disability","Fall River Commission on Disability","2026-08-18","","4","official_organization_page","manual:round24:fall-river-commission-disability:001:2026-08-18","manual","verified"
"New Bedford Commission for Citizens with Disabilities","municipal_disability_commission","Municipal disability access, inclusion, policy review, and public advocacy","","","","https://library.municode.com/ma/new_bedford/codes/code_of_ordinances?nodeId=COOR_CH2AD_ARTXIIICOCIDI","","","","New Bedford","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://library.municode.com/ma/new_bedford/codes/code_of_ordinances?nodeId=COOR_CH2AD_ARTXIIICOCIDI","City of New Bedford","Code of Ordinances Chapter 2 Article XIII","2026-08-18","","5","official_government_page","manual:round24:new-bedford-commission-citizens-disabilities:001:2026-08-18","manual","verified"
"Plymouth County Farm Bureau","county_farm_bureau","County agricultural advocacy, farmer networking, policy development, and member resources","","","","https://mfbf.net/for-members/county-farm-bureaus","508-481-4766","info@mfbf.net","","","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;state;active_status;public_accessibility;active_program","https://mfbf.net/for-members/county-farm-bureaus","Massachusetts Farm Bureau Federation","County Farm Bureaus","2026-08-18","","4","official_organization_page","manual:round24:plymouth-county-farm-bureau:001:2026-08-18","manual","verified"
"Bristol County Farm Bureau","county_farm_bureau","County agricultural advocacy, farmer networking, policy development, and member resources","","","","https://mfbf.net/for-members/county-farm-bureaus","508-481-4766","info@mfbf.net","","","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;state;active_status;public_accessibility;active_program","https://mfbf.net/for-members/county-farm-bureaus","Massachusetts Farm Bureau Federation","County Farm Bureaus","2026-08-18","","4","official_organization_page","manual:round24:bristol-county-farm-bureau:001:2026-08-18","manual","verified"
"Norfolk County Farm Bureau","county_farm_bureau","County agricultural advocacy, farmer networking, policy development, and member resources","","","","https://mfbf.net/for-members/county-farm-bureaus","508-481-4766","info@mfbf.net","","","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;state;active_status;public_accessibility;active_program","https://mfbf.net/for-members/county-farm-bureaus","Massachusetts Farm Bureau Federation","County Farm Bureaus","2026-08-18","","4","official_organization_page","manual:round24:norfolk-county-farm-bureau:001:2026-08-18","manual","verified"
"Cape Farm Bureau","county_farm_bureau","County agricultural advocacy, farmer networking, policy development, and member resources","","","","https://mfbf.net/for-members/county-farm-bureaus","508-481-4766","info@mfbf.net","","","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;state;active_status;public_accessibility;active_program","https://mfbf.net/for-members/county-farm-bureaus","Massachusetts Farm Bureau Federation","County Farm Bureaus","2026-08-18","","4","official_organization_page","manual:round24:cape-farm-bureau:001:2026-08-18","manual","verified"
"Rhode Island Farm Bureau","state_farm_bureau","State agricultural advocacy, farmer networking, education, policy, and resource navigation","","","","https://rifb.org/","401-385-3339","rifarm@rifb.org","780 Victory Highway Unit 8","West Greenwich","RI","02817","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://rifb.org/benefitsandresources/join/","Rhode Island Farm Bureau","Join and Office Contact","2026-08-18","","4","official_organization_page","manual:round24:rhode-island-farm-bureau:001:2026-08-18","manual","verified"
"Northeast Organic Farming Association of Rhode Island","organic_agriculture_association","Organic and sustainable farming education, farmer support, networking, and advocacy","","","","https://www.nofari.org/","401-523-2653","info@nofari.org","247 Evans Road","Chepachet","RI","02814","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.nofari.org/","Northeast Organic Farming Association of Rhode Island","NOFA Rhode Island","2026-08-18","","4","official_organization_page","manual:round24:nofa-rhode-island:001:2026-08-18","manual","verified"
"New England Vegetable & Berry Growers Association","farm_trade_association","Vegetable and berry grower education, research, networking, scholarships, and industry support","","","","https://nevbga.com/","","secretary@nevbga.org","PO Box 882","Essex","MA","01929","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://nevbga.com/scholarship/","New England Vegetable and Berry Growers Association","Scholarship and Association Contact","2026-08-18","","4","official_organization_page","manual:round24:new-england-vegetable-berry-growers-association:001:2026-08-18","manual","verified"
"Massachusetts Association of Landscape Professionals","landscape_trade_association","Landscape industry education, certification, workforce development, networking, and professional standards","","","","https://mlp-mclp.org/","508-653-3373","info@MLP-MCLP.org","","Natick","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;city;state;active_status;public_accessibility;active_program","https://mlp-mclp.org/Contact-MLP","Massachusetts Association of Landscape Professionals","Contact MLP","2026-08-18","","4","official_organization_page","manual:round24:massachusetts-association-landscape-professionals:001:2026-08-18","manual","verified"
"New Entry Sustainable Farming Project","farmer_training_food_system_nonprofit","Farmer training, land access, food-system development, incubator farming, and technical assistance","","","","https://nesfp.org/","","nesfp@tufts.edu","150 Harrison Avenue Room 256","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://nesfp.org/about/contact-us","New Entry Sustainable Farming Project","Contact Us","2026-08-18","","4","official_organization_page","manual:round24:new-entry-sustainable-farming-project:001:2026-08-18","manual","verified"
"Northeast Farmers of Color Land Trust","farmers_of_color_land_access_nonprofit","Land access, conservation, cultural stewardship, and farm support for Indigenous, Black, refugee, migrant, and diasporic land stewards","","","","https://nefoclandtrust.org/","","","","","","","","","","active","1","1","canonical_name;organization_type;industry;website;active_status;public_accessibility;active_program","https://nefoclandtrust.org/contact-us","Northeast Farmers of Color Land Trust","Contact Us","2026-08-18","","4","official_organization_page","manual:round24:northeast-farmers-color-land-trust:001:2026-08-18","manual","verified"
"Massachusetts Girls in Trades","tradeswomen_workforce_network","Construction career awareness, apprenticeship pathways, and workforce support for women and girls","","","","https://www.massgirlsintrades.org/","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;city;state;active_status;public_accessibility;active_program","https://www.massgirlsintrades.org/","Massachusetts Girls in Trades","Massachusetts Girls in Trades","2026-08-18","","4","official_organization_page","manual:round24:massachusetts-girls-trades:001:2026-08-18","manual","verified"
"Policy Group on Tradeswomen's Issues","tradeswomen_workforce_network","Tradeswomen recruitment, retention, policy coordination, technical assistance, and workforce equity","","","","https://policygroupontradeswomen.org/","857-800-8881","ncte@buildingpathwaysma.org","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;city;state;active_status;public_accessibility;active_program","https://policygroupontradeswomen.org/meeting-and-events-2/","Policy Group on Tradeswomen's Issues","Meetings and Events","2026-08-18","","4","official_organization_page","manual:round24:policy-group-tradeswomens-issues:001:2026-08-18","manual","verified"
"National Association of Women in Construction Boston Chapter 15","women_construction_professional_association","Women in construction professional development, education, networking, leadership, and industry support","","15","","https://www.nawicboston.org/","","nawicboston@gmail.com","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;local_number;website;public_email;city;state;active_status;public_accessibility;active_program","https://www.nawicboston.org/job-postings","NAWIC Boston Chapter 15","Job Postings and Chapter Contact","2026-08-18","","4","official_organization_page","manual:round24:nawic-boston-chapter-15:001:2026-08-18","manual","verified"
"National Association of Women in Construction Rhode Island Chapter 52","women_construction_professional_association","Women in construction professional development, education, networking, leadership, and industry support","","52","","https://www.nawicri.org/","","","","","RI","","","","","active","1","1","canonical_name;organization_type;industry;local_number;website;state;active_status;public_accessibility;active_program","https://www.nawicri.org/","NAWIC Rhode Island Chapter 52","NAWIC Rhode Island","2026-08-18","","4","official_organization_page","manual:round24:nawic-rhode-island-chapter-52:001:2026-08-18","manual","verified"
"Massachusetts Building Trades Unions","building_trades_union_council","Statewide building-trades union coordination, apprenticeship, worker advocacy, policy, and industry partnership","North America's Building Trades Unions","","","https://massbuildingtrades.org/","","","","Boston","MA","","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;city;state;active_status;public_accessibility;active_program","https://massbuildingtrades.org/about-the-trades/","Massachusetts Building Trades Unions","About the Trades","2026-08-18","","4","official_union_page","manual:round24:massachusetts-building-trades-unions:001:2026-08-18","manual","verified"
"Greater Boston Building Trades Unions","building_trades_union_council","Regional building-trades union coordination, apprenticeship, workforce development, and worker advocacy","North America's Building Trades Unions","","","https://gbbtu.org/","617-282-0080","","12A Everdean Street Suite 2","Dorchester","MA","02122","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://gbbtu.org/","Greater Boston Building Trades Unions","Greater Boston Building Trades Unions","2026-08-18","","4","official_union_page","manual:round24:greater-boston-building-trades-unions:001:2026-08-18","manual","verified"
"Brockton Building Trades Council","building_trades_union_council","Regional building-trades union coordination, apprenticeship, workforce development, and worker advocacy","North America's Building Trades Unions","","","https://massbuildingtrades.org/local-building-trades-councils/","508-533-1433","","475 Myles Standish Boulevard","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-building-trades-councils/","Massachusetts Building Trades Unions","Local Building Trades Councils","2026-08-18","","4","official_union_page","manual:round24:brockton-building-trades-council:001:2026-08-18","manual","verified"
"Quincy & South Shore Building Trades Council","building_trades_union_council","South Shore building-trades union coordination, apprenticeship, workforce development, and worker advocacy","North America's Building Trades Unions","","","https://massbuildingtrades.org/local-building-trades-councils/","857-271-9317","","1240 Massachusetts Avenue","Dorchester","MA","02125","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-building-trades-councils/","Massachusetts Building Trades Unions","Local Building Trades Councils","2026-08-18","","4","official_union_page","manual:round24:quincy-south-shore-building-trades-council:001:2026-08-18","manual","verified"
"Southeastern Massachusetts Building Trades Council","building_trades_union_council","Southeastern Massachusetts building-trades union coordination, apprenticeship, workforce development, and worker advocacy","North America's Building Trades Unions","","","https://massbuildingtrades.org/local-building-trades-councils/","508-677-7358","","PO Box 214","Somerset","MA","02726","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-building-trades-councils/","Massachusetts Building Trades Unions","Local Building Trades Councils","2026-08-18","","4","official_union_page","manual:round24:southeastern-massachusetts-building-trades-council:001:2026-08-18","manual","verified"
"Rhode Island Building and Construction Trades Council","building_trades_union_council","State building-trades union coordination, apprenticeship, workforce development, standards, and worker advocacy","North America's Building Trades Unions","","","https://www.buildingtradesri.com/","401-331-9682","","410 South Main Street","Providence","RI","02903","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.buildingtradesri.com/professionalism","Rhode Island Building and Construction Trades Council","Professionalism","2026-08-18","","4","official_union_page","manual:round24:rhode-island-building-construction-trades-council:001:2026-08-18","manual","verified"
