organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"National Black MBA Association Boston Chapter","","role_based","yes","Public Black MBA professional chapter contact","","","","","https://membership.nbmbaa.org/Membership/Chapter-Information?Chapterid=%7Ba783997b-538b-ec11-93b0-0022482e4d38%7D","https://membership.nbmbaa.org/Membership/Chapter-Information?Chapterid=%7Ba783997b-538b-ec11-93b0-0022482e4d38%7D","National Black MBA Association","Boston Chapter","2026-08-18","","4","official_organization_page","manual:round22:national-black-mba-association-boston-chapter:001:2026-08-18","manual","verified"
"SHPE Boston Professional Chapter","","role_based","yes","Public Hispanic STEM professional chapter contact","","","","","https://shpe.org/wp-content/uploads/2022/08/SHPE-Pro-Chapters-by-Region.pdf","https://shpe.org/wp-content/uploads/2022/08/SHPE-Pro-Chapters-by-Region.pdf","Society of Hispanic Professional Engineers","Professional Chapters by Region","2026-08-18","","4","official_organization_document","manual:round22:shpe-boston-professional-chapter:001:2026-08-18","manual","verified"
"Blacks In Technology New England","","role_based","yes","Public Black technology professional chapter contact","","","","","https://blacksintechnology.org/chapters/","https://blacksintechnology.org/chapters/","Blacks In Technology Foundation","Chapters","2026-08-18","","4","official_organization_page","manual:round22:blacks-in-technology-new-england:001:2026-08-18","manual","verified"
"Out in Tech Boston","","role_based","yes","Public LGBTQ technology professional chapter contact","","","","","https://outintech.com/","https://outintech.com/","Out in Tech","Out in Tech","2026-08-18","","4","official_organization_page","manual:round22:out-in-tech-boston:001:2026-08-18","manual","verified"
"American Nurses Association Massachusetts","","role_based","yes","Public statewide nursing association office","","","info@ANAMass.org","617-990-2856","https://www.anamass.org/page/ActionCenter?vvsrc=%2FRegister%2FPrivacyPolicy","https://www.anamass.org/page/ActionCenter?vvsrc=%2FRegister%2FPrivacyPolicy","American Nurses Association Massachusetts","Contact Information","2026-08-18","","4","official_organization_page","manual:round22:american-nurses-association-massachusetts:001:2026-08-18","manual","verified"
"Massachusetts Association of Public Health Nurses","","role_based","yes","Public public-health nursing association contact","","","","","https://maphn.org/","https://maphn.org/","Massachusetts Association of Public Health Nurses","Home","2026-08-18","","4","official_organization_page","manual:round22:massachusetts-association-of-public-health-nurses:001:2026-08-18","manual","verified"
"Massachusetts School Nurse Organization","","role_based","yes","Public school nursing association office","","","info@msno.org","","https://msno.org/","https://msno.org/","Massachusetts School Nurse Organization","Home","2026-08-18","","4","official_organization_page","manual:round22:massachusetts-school-nurse-organization:001:2026-08-18","manual","verified"
"Massachusetts Coalition of Nurse Practitioners","","role_based","yes","Public nurse practitioner association contact","","","","","https://maphn.org/wp-content/uploads/2025/12/Joint_Letter_of_Support_DOE_.pdf","https://maphn.org/wp-content/uploads/2025/12/Joint_Letter_of_Support_DOE_.pdf","Massachusetts Coalition of Nurse Practitioners","Joint Letter of Support","2026-08-18","","4","official_organization_document","manual:round22:massachusetts-coalition-of-nurse-practitioners:001:2026-08-18","manual","verified"
"Massachusetts Association of Physician Associates","","role_based","yes","Public physician associate association office","","","info@mass-pa.com","978-674-6212","https://mass-pa.com/","https://mass-pa.com/","Massachusetts Association of Physician Associates","Home","2026-08-18","","4","official_organization_page","manual:round22:massachusetts-association-of-physician-associates:001:2026-08-18","manual","verified"
"Philippine Nurses Association of New England, Inc.","","role_based","yes","Public Filipino nursing professional association contact","","","","","https://pnanewengland.org/","https://pnanewengland.org/","Philippine Nurses Association of New England, Inc.","Home","2026-08-18","","4","official_organization_page","manual:round22:philippine-nurses-association-of-new-england:001:2026-08-18","manual","verified"
"Organization of Nurse Leaders - New England","","role_based","yes","Public nursing leadership association office","","","info@oonl.org","781-272-3500","https://www.oonl.org/about","https://www.oonl.org/about","Organization of Nurse Leaders - New England","About","2026-08-18","","4","official_organization_page","manual:round22:organization-of-nurse-leaders-new-england:001:2026-08-18","manual","verified"
"Massachusetts Association of Nurse Anesthesiology","","role_based","yes","Public nurse anesthesiology association office","","","contact@masscrna.com","407-774-7880","https://www.masscrna.com/","https://www.masscrna.com/","Massachusetts Association of Nurse Anesthesiology","Home","2026-08-18","","4","official_organization_page","manual:round22:massachusetts-association-of-nurse-anesthesiology:001:2026-08-18","manual","verified"
"Hanover Municipal Employees, Council 93, AFL-CIO","","role_based","yes","Public Hanover municipal employees union contact","","","","","https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/hmel_agreement_2023-2026_signed_0.pdf","https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/hmel_agreement_2023-2026_signed_0.pdf","Town of Hanover","Agreement Between the Town of Hanover and Hanover Municipal Employees 2023-2026","2026-08-18","","5","official_government_document","manual:round22:hanover-municipal-employees-council-93:001:2026-08-18","manual","verified"
"Hanover Police Union","","role_based","yes","Public Hanover police union contact","","","","","https://www.hanover-ma.gov/select-board/files/2023-2026-police-union-agreement","https://www.hanover-ma.gov/select-board/files/2023-2026-police-union-agreement","Town of Hanover","2023-2026 Police Union Agreement","2026-08-18","","5","official_government_document","manual:round22:hanover-police-union:001:2026-08-18","manual","verified"
"AFSCME Council 93 Local 1700 - Hanover Department of Public Works Employees","","role_based","yes","Public Hanover public works local contact","","","","","https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/afscme-council_93-local_1700-afl-cio_agreement_2023-2026_signed.pdf","https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/afscme-council_93-local_1700-afl-cio_agreement_2023-2026_signed.pdf","Town of Hanover","Agreement Between the Town of Hanover and AFSCME Council 93 Local 1700 Hanover Department of Public Works Employees 2023-2026","2026-08-18","","5","official_government_document","manual:round22:afscme-local-1700-hanover-dpw:001:2026-08-18","manual","verified"
"AFSCME Council 93 Local 1700 - Pembroke Town Hall Clerical Unit","","role_based","yes","Public Pembroke clerical workers local contact","","","","","https://www.pembroke-ma.gov/human-resources/files/clerical-contract-24-25","https://www.pembroke-ma.gov/human-resources/files/clerical-contract-24-25","Town of Pembroke","Clerical Contract 2024-2025","2026-08-18","","5","official_government_document","manual:round22:afscme-local-1700-pembroke-town-hall-clerical:001:2026-08-18","manual","verified"
"Hanson Firefighters IAFF Local 2713","","role_based","yes","Public Hanson firefighters local contact","","","","","https://www.hanson-ma.gov/town-administrator/pages/union-and-non-union-contracts","https://www.hanson-ma.gov/town-administrator/pages/union-and-non-union-contracts","Town of Hanson","Union and Non-Union Contracts","2026-08-18","","5","official_government_page","manual:round22:hanson-firefighters-iaff-local-2713:001:2026-08-18","manual","verified"
"Hanson Police Relief Association / MassCOP Local 408","","role_based","yes","Public Hanson police union contact","","","","","https://www.hanson-ma.gov/town-administrator/pages/union-and-non-union-contracts","https://www.hanson-ma.gov/town-administrator/pages/union-and-non-union-contracts","Town of Hanson","Union and Non-Union Contracts","2026-08-18","","5","official_government_page","manual:round22:hanson-police-relief-association-masscop-local-408:001:2026-08-18","manual","verified"
"Rockland Firefighters IAFF Local 1602","","role_based","yes","Public Rockland firefighters local contact","","","","","https://www.rockland-ma.gov/186/Union-Contracts-MOAs","https://www.rockland-ma.gov/186/Union-Contracts-MOAs","Town of Rockland","Union Contracts and MOAs","2026-08-18","","5","official_government_page","manual:round22:rockland-firefighters-iaff-local-1602:001:2026-08-18","manual","verified"
"Rockland NEPBA Patrol Unit","","role_based","yes","Public Rockland patrol officers union contact","","","","","https://www.rockland-ma.gov/186/Union-Contracts-MOAs","https://www.rockland-ma.gov/186/Union-Contracts-MOAs","Town of Rockland","Union Contracts and MOAs","2026-08-18","","5","official_government_page","manual:round22:rockland-nepba-patrol-unit:001:2026-08-18","manual","verified"
