organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Good Samaritan Medical Center -BMC","","role_based","yes","Main hospital line","","","","508-427-3000","https://www.bmchealthsystem.org/bmc-south","https://www.bmchealthsystem.org/bmc-south/departments/emergency-care","Boston Medical Center Health System","Emergency Care - BMC South","2026-08-17","","4","official_organization_page","manual:bmc-south:emergency-care:2026-08-17","manual","verified"
"Lacerta Group, LLC - 360 Forbes Blvd.","","role_based","yes","Sales inquiries","","","","508-339-3312","https://lacerta.com/contact","https://lacerta.com/contact","Lacerta Group","Contact - Lacerta Group","2026-08-17","","4","contact_page","manual:lacerta:contact:2026-08-17","manual","verified"
"Lacerta Group, LLC - 360 Forbes Blvd.","","role_based","yes","Sales inquiries","","","sales@lacerta.com","","","https://info.lacerta.com/hubfs/2024_Website_Images/PDF%20Catalog%20and%20Brochures/sustainability-brochure-2024-web.pdf?hsLang=en","Lacerta Group","Sustainability Brochure 2024","2026-08-17","2024-01-01","4","official_organization_page","manual:lacerta:sustainability-brochure-2024:2026-08-17","manual","verified"
"DC Solar Inc.","","role_based","yes","General quote inquiries","","","","877-420-8642","https://www.dcsolargroup.com/kingston-ma","https://www.dcsolargroup.com/kingston-ma","DC Solar","Kingston MA - DC Solar","2026-08-17","","4","contact_page","manual:dc-solar:kingston:2026-08-17","manual","verified"
"Boston Scientific - Quincy, MA","","role_based","yes","Returns department","","","","800-862-1284","https://www.bostonscientific.com/en-US/customer-service/returns.html","https://www.bostonscientific.com/en-US/customer-service/returns.html","Boston Scientific","Returns - Boston Scientific","2026-08-17","","4","contact_page","manual:boston-scientific:quincy-returns:2026-08-17","manual","verified"
"Amphenol Alden Products","","role_based","yes","Brockton facility main line","","","","508-427-7000","https://amphenol-aipg.com/business/amphenol-alden/","https://amphenol-aipg.com/business/amphenol-alden/","Amphenol Alden","Amphenol Alden Business Profile","2026-08-17","","4","official_organization_page","manual:amphenol-alden:profile:2026-08-17","manual","verified"
"Gaston Electrical","","role_based","yes","Main contact and marketing","","","marketing@gastonelectrical.com","781-255-8881","https://gastonelectrical.com/","https://gastonelectrical.com/","Gaston Electrical","Greater Boston Electrical and Low Voltage Contractors","2026-08-17","","4","contact_page","manual:gaston:homepage-contact:2026-08-17","manual","verified"
"Tech Etch Plymouth","","role_based","yes","Plymouth main office","","","","508-747-0300","https://techetch.com/","https://techetch.com/","Tech Etch","Homepage - Tech Etch","2026-08-17","","4","contact_page","manual:tech-etch:homepage-contact:2026-08-17","manual","verified"
"AirBorn- Taunton","","role_based","yes","Taunton facility main line","","","","800-225-8684","","https://www.molex.com/content/dam/molex/molex-dot-com/en_us/pdf/general/airborn/ABN-0001.pdf?inline=","Molex","AirBorn Corporate Policy Manual","2026-08-17","","4","official_organization_page","manual:molex:airborn-policy-manual:2026-08-17","manual","verified"
"GLOBE COMPOSITE SOLUTIONS, LLC","","role_based","yes","General inquiries","","","info@globecomposite.com","781-681-6818","https://www.globecomposite.com/contact-us","https://www.globecomposite.com/contact-us","Globe Composite Solutions","Contact Globe Composite Solutions","2026-08-17","","4","contact_page","manual:globe-composite:contact:2026-08-17","manual","verified"
"Hub Pen Company LLC","","role_based","yes","Orders and artwork","","","hub@hubpen.com","781-535-5094","https://hpgbrands.com/hub/","https://hpgbrands.com/content/PDFs/Hub_New_Acct_Info_2020-FILLABLE.pdf","HPG Brands","Hub New Account Information","2026-08-17","","4","contact_page","manual:hpg:hub-new-account:2026-08-17","manual","verified"
"Alpha Chemical Services, Inc","","role_based","yes","General inquiries","","","","781-344-8688","https://alphachemical.com/contact/","https://alphachemical.com/contact/","Alpha Chemical Services","Contact Alpha Chemical Services","2026-08-17","","4","contact_page","manual:alpha-chemical:contact:2026-08-17","manual","verified"
"BAMSI","","role_based","yes","Headquarters main line","","","","508-580-8700","https://www.bamsi.org/contact/","https://www.bamsi.org/contact/","BAMSI","Contact - BAMSI","2026-08-17","","4","contact_page","manual:bamsi:contact:2026-08-17","manual","verified"
"Callahan, Inc.","","role_based","yes","General inquiries","","","info@callahan-inc.com","508-279-0012","https://callahan-inc.com/contact-us/","https://callahan-inc.com/contact-us/","Callahan Construction Managers","Contact Us - Callahan Construction Managers","2026-08-17","","4","contact_page","manual:callahan:contact:2026-08-17","manual","verified"
"Charlton Memorial Hospital","","role_based","yes","Main hospital line","","","","508-679-3131","https://www.southcoast.org/charlton-memorial-hospital-3/","https://www.southcoast.org/charlton-memorial-hospital-3/","Southcoast Health","Charlton Memorial Hospital","2026-08-17","","4","official_organization_page","manual:southcoast:charlton:2026-08-17","manual","verified"
"G Lopes Construction Inc","","role_based","yes","General inquiries","","","info@glopes.com","508-824-4834","https://glopes.com/contact-g-lopes/","https://glopes.com/contact-g-lopes/","G. Lopes","Contact G. Lopes","2026-08-17","","4","contact_page","manual:g-lopes:contact:2026-08-17","manual","verified"
"S&W Electrical Contractors, Inc.","","role_based","yes","Project inquiries","","","estimating@swelectricinc.com","508-697-9680","https://www.swelectricinc.com/","https://www.swelectricinc.com/","S&W Electrical Contractors","Home - S&W Electrical Contractors","2026-08-17","","4","contact_page","manual:s-and-w:homepage-contact:2026-08-17","manual","verified"
"Saint-Gobain Performance Plastics","","role_based","yes","General inquiries","","","","","https://www.medical.saint-gobain.com/contact-us","https://www.medical.saint-gobain.com/contact-us","Saint-Gobain Medical","Contact Saint-Gobain for Medical Solutions and Support","2026-08-17","","4","contact_page","manual:saint-gobain:contact:2026-08-17","manual","verified"
"Saint-Gobain Performance Plastics","","role_based","yes","General inquiries","","","","508-823-7701","","https://www.medical.saint-gobain.com/sites/hps-mac3-lifesciences-medical/files/2022-09/bio-sil-1450-datasheet-f-22_0_1.pdf","Saint-Gobain Life Sciences","Bio-Sil 1450 Datasheet","2026-08-17","2022-09-01","4","official_organization_page","manual:saint-gobain:bio-sil-1450:2026-08-17","manual","verified"
"Spectrum Lighting, Inc","","role_based","yes","Sales and quotes","","","quotes@speclight.com","508-678-2303","https://www.speclight.com/contact/","https://www.speclight.com/contact/","Spectrum Lighting","Contact - Spectrum Lighting","2026-08-17","","4","contact_page","manual:spectrum-lighting:contact:2026-08-17","manual","verified"
"HMF Norwood","","role_based","yes","Corporate main line","","","","781-948-1500","https://www.homemarketfoods.com/","https://www.homemarketfoods.com/","Home Market Foods","Home Market Foods - Locations and Contact","2026-08-17","","4","official_organization_page","manual:home-market-foods:homepage:2026-08-17","manual","verified"
"Home Market Foods - Norwood","","role_based","yes","Corporate main line","","","","781-948-1500","https://www.homemarketfoods.com/","https://www.homemarketfoods.com/","Home Market Foods","Home Market Foods - Locations and Contact","2026-08-17","","4","official_organization_page","manual:home-market-foods:homepage:2026-08-17","manual","verified"
"HMATN01","","role_based","yes","Customer service","","","","877-449-0600","https://gdmissionsystems.com/contact-us/","https://gdmissionsystems.com/about-us/major-locations","General Dynamics Mission Systems","Major Locations - General Dynamics Mission Systems","2026-08-17","","4","official_organization_page","manual:gdms:major-locations:taunton:2026-08-17","manual","verified"
"GENERAL DYNAMICS MISSION SYSTEMS, INC.","","role_based","yes","Customer service","","","","877-449-0600","https://gdmissionsystems.com/contact-us/","https://gdmissionsystems.com/about-us/major-locations","General Dynamics Mission Systems","Major Locations - General Dynamics Mission Systems","2026-08-17","","4","official_organization_page","manual:gdms:major-locations:taunton:2026-08-17","manual","verified"
"HMAQU01","","role_based","yes","Customer service","","","","877-449-0600","https://gdmissionsystems.com/contact-us/","https://gdmissionsystems.com/about-us/major-locations","General Dynamics Mission Systems","Major Locations - General Dynamics Mission Systems","2026-08-17","","4","official_organization_page","manual:gdms:major-locations:quincy:2026-08-17","manual","verified"
