canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Iron Workers District Council of New England","labor_organization","Construction trades labor organization","International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers","","","","617-268-2382","","195 Old Colony Avenue","South Boston","MA","02127","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:iron-workers-dcne:018:2026-08-17","manual","verified"
"Iron Workers Local 7","union_local","Construction trades labor organization","International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers","7","","https://iwlocal7.org/","617-268-4777","","195 Old Colony Avenue","South Boston","MA","02127","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://iwlocal7.org/contact/","Iron Workers Local 7","Contact","2026-08-17","","4","official_organization_page","manual:round9:iron-workers-local-7:019:2026-08-17","manual","verified"
"Iron Workers Local 37","union_local","Construction trades labor organization","International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers","37","","","401-438-1111","","845 Waterman Avenue","East Providence","RI","02914","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:iron-workers-local-37:020:2026-08-17","manual","verified"
"Sheet Metal Workers Local 17","union_local","Construction trades labor organization","International Association of Sheet Metal, Air, Rail and Transportation Workers","17","","https://smw17boston.org/","617-296-1680","","1157 Adams Street","Dorchester","MA","02124","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://smw17boston.org/contact-us/","Sheet Metal Workers Local 17","Contact Us","2026-08-17","","4","official_organization_page","manual:round9:sheet-metal-local-17:021:2026-08-17","manual","verified"
"Plasterers and Cement Masons Local 534","union_local","Construction trades labor organization","Operative Plasterers and Cement Masons International Association","534","","","617-750-3353","","7 Frederika Street","Dorchester","MA","02124","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:plasterers-local-534:022:2026-08-17","manual","verified"
"Plumbers and Gasfitters Local 12","union_local","Construction trades labor organization","United Association","12","","https://www.plumbersandgasfitterslocal12.org/","617-288-6200","","1240 Massachusetts Avenue","Dorchester","MA","02125","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:plumbers-local-12:023:2026-08-17","manual","verified"
"Plumbers and Pipefitters Local 51","union_local","Construction trades labor organization","United Association","51","","https://ualocal51.com/","401-418-1027","","11 Hemingway Drive","East Providence","RI","02915","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:plumbers-pipefitters-local-51:024:2026-08-17","manual","verified"
"Pipefitters Local 537","union_local","Construction trades labor organization","United Association","537","","https://pipefitters537.org/","617-787-5370","LU537UnionHall@pipefitters537.com","40 Enterprise Street, Suite 420","Dorchester","MA","02125","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://pipefitters537.org/contact/","Pipefitters Local 537","Contact","2026-08-17","","4","official_organization_page","manual:round9:pipefitters-local-537:025:2026-08-17","manual","verified"
"Sprinkler Fitters Local 550","union_local","Construction trades labor organization","United Association","550","","https://sprinklerfitters550.org/","617-323-0474","","46 Rockland Street","West Roxbury","MA","02132","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://sprinklerfitters550.org/","Sprinkler Fitters Local 550","Official Website","2026-08-17","","4","official_organization_page","manual:round9:sprinkler-fitters-local-550:026:2026-08-17","manual","verified"
"Elevator Constructors Local 4","union_local","Construction trades labor organization","International Union of Elevator Constructors","4","","https://iueclocal4.com/","617-288-1547","","50 Park Street","Dorchester","MA","02122","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:elevator-constructors-local-4:027:2026-08-17","manual","verified"
"Painters and Allied Trades District Council 35","labor_organization","Construction trades labor organization","International Union of Painters and Allied Trades","","","https://iupatdc35.org/","617-522-0520","","25 Colgate Road, Suite 305","Roslindale","MA","02131","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:iupat-district-council-35:028:2026-08-17","manual","verified"
"Massachusetts Laborers District Council","labor_organization","Construction labor organization","Laborers International Union of North America","","","https://masslaborers.org/","508-435-4164","","7 Laborers Way","Hopkinton","MA","01748","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:mass-laborers-district-council:029:2026-08-17","manual","verified"
"Laborers Local 88","union_local","Construction labor organization","Laborers International Union of North America","88","","","617-479-1088","","170 Washington Street","Quincy","MA","02169","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:laborers-local-88:030:2026-08-17","manual","verified"
"Laborers Local 133","union_local","Construction labor organization","Laborers International Union of North America","133","","","617-479-4275","","265 Washington Street","Quincy","MA","02169","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:laborers-local-133:031:2026-08-17","manual","verified"
"Laborers Local 138","union_local","Construction labor organization","Laborers International Union of North America","138","","","781-762-4099","","11 Walpole Street","Norwood","MA","02062","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:laborers-local-138:032:2026-08-17","manual","verified"
"Laborers Local 223","union_local","Construction labor organization","Laborers International Union of North America","223","","","617-282-0180","","12A Everdean Street","Dorchester","MA","02122","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:laborers-local-223:033:2026-08-17","manual","verified"
"Laborers Local 385","union_local","Construction labor organization","Laborers International Union of North America","385","","","508-992-1089","","115 Alden Road","Fairhaven","MA","02719","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:laborers-local-385:034:2026-08-17","manual","verified"
"Laborers Local 610","union_local","Construction labor organization","Laborers International Union of North America","610","","","508-673-0080","","185 Pleasant Street","Fall River","MA","02721","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:laborers-local-610:035:2026-08-17","manual","verified"
"Laborers Local 721","union_local","Construction labor organization","Laborers International Union of North America","721","","","508-378-0122","","324 North Bedford Street","East Bridgewater","MA","02333","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://massbuildingtrades.org/local-union-directory/","Massachusetts Building Trades Unions","Local Union Directory","2026-08-17","","4","official_organization_page","manual:round9:laborers-local-721:036:2026-08-17","manual","verified"
"MassHire Greater Brockton Career Center","community_organization","Workforce development","","","","https://masshiregbcc.org/","508-513-3400","info@masshiregbcc.org","34 School Street","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://masshiregbcc.org/contact/","MassHire Greater Brockton Career Center","Contact","2026-08-17","","4","official_organization_page","manual:round9:masshire-greater-brockton-career-center:037:2026-08-17","manual","verified"
"MassHire Bristol Fall River Career Center","community_organization","Workforce development","","","","https://masshirebristol.org/","508-730-5000","","446 North Main Street","Fall River","MA","02720","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://masshirebristol.org/career-centers/","MassHire Bristol","Career Centers","2026-08-17","","4","official_organization_page","manual:round9:masshire-bristol-fall-river:038:2026-08-17","manual","verified"
"MassHire Bristol Taunton Career Center","community_organization","Workforce development","","","","https://masshirebristol.org/","508-730-5000","","72 School Street","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://masshirebristol.org/career-centers/","MassHire Bristol","Career Centers","2026-08-17","","4","official_organization_page","manual:round9:masshire-bristol-taunton:039:2026-08-17","manual","verified"
"MassHire Greater New Bedford Career Center","community_organization","Workforce development","","","","https://masshiregreaternewbedford.com/","774-762-5081","","25 Elm Street","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://masshiregreaternewbedford.com/masshire-gnb-career-center-home/cc-contact/","MassHire Greater New Bedford Career Center","Career Center Contact","2026-08-17","","4","official_organization_page","manual:round9:masshire-greater-new-bedford-career-center:040:2026-08-17","manual","verified"
"MassHire South Shore Career Center","community_organization","Workforce development","","","","https://masshiress.com/","617-745-4000","","1515 Hancock Street, Suite 101","Quincy","MA","02169","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/locations/masshire-south-shore-career-center","Commonwealth of Massachusetts","MassHire South Shore Career Center","2026-08-17","","5","public_registry","manual:round9:masshire-south-shore-career-center:041:2026-08-17","manual","verified"
"MassHire Greater Brockton Workforce Board","community_organization","Workforce development","","","","https://masshiregbwb.org/","508-584-3234","admin@masshiregbwb.org","34 School Street","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://masshiregbwb.org/","MassHire Greater Brockton Workforce Board","Official Website","2026-08-17","","4","official_organization_page","manual:round9:masshire-greater-brockton-workforce-board:042:2026-08-17","manual","verified"
"MassHire Bristol Workforce Board","community_organization","Workforce development","","","","https://masshirebristolwb.org/","508-675-1165","","One Government Center, 5th Floor","Fall River","MA","02722","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://masshirebristolwb.org/","MassHire Bristol Workforce Board","Official Website","2026-08-17","","4","official_organization_page","manual:round9:masshire-bristol-workforce-board:043:2026-08-17","manual","verified"
"MassHire Greater New Bedford Workforce Board","community_organization","Workforce development","","","","https://masshiregreaternewbedford.com/","774-263-7326","","25 Elm Street, Suite 203","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/info-details/masshire-workforce-board-locations-and-contact-information","Commonwealth of Massachusetts","MassHire Workforce Board Locations and Contact Information","2026-08-17","","5","public_registry","manual:round9:masshire-greater-new-bedford-workforce-board:044:2026-08-17","manual","verified"
"MassHire South Shore Workforce Board","community_organization","Workforce development","","","","https://masshiress.com/","617-934-4852","executivedirector@masshiress.com","15 Cottage Avenue, Suite 302","Quincy","MA","02169","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/info-details/masshire-workforce-board-locations-and-contact-information","Commonwealth of Massachusetts","MassHire Workforce Board Locations and Contact Information","2026-08-17","","5","public_registry","manual:round9:masshire-south-shore-workforce-board:045:2026-08-17","manual","verified"
"Bridgewater Public Library","community_organization","Public library","","","","https://bridgewaterpubliclibrary.org/","508-697-3331","bwpl@sailsinc.org","15 South Street","Bridgewater","MA","02324","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://bridgewaterpubliclibrary.org/hours-contact","Bridgewater Public Library","Hours and Contact","2026-08-17","","4","official_organization_page","manual:round9:bridgewater-public-library:046:2026-08-17","manual","verified"
"Pembroke Public Library","community_organization","Public library","","","","https://www.pembrokepubliclibrary.org/","781-293-6771","feedback@pembrokepubliclibrary.org","142 Center Street","Pembroke","MA","02359","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://mblc.state.ma.us/directories/libraries/library.php?record_id=1479","Massachusetts Board of Library Commissioners","Pembroke Public Library Directory Entry","2026-08-17","","5","public_registry","manual:round9:pembroke-public-library:047:2026-08-17","manual","verified"
"East Bridgewater Public Library","community_organization","Public library","","","","https://eastbridgewaterlibrary.org/","508-378-1616","ebplrequests@sailsinc.org","32 Union Street","East Bridgewater","MA","02333","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://eastbridgewaterlibrary.org/","East Bridgewater Public Library","Official Website","2026-08-17","","4","official_organization_page","manual:round9:east-bridgewater-public-library:048:2026-08-17","manual","verified"
"West Bridgewater Public Library","community_organization","Public library","","","","https://westbpl.org/","508-894-1255","westbpl80@gmail.com","80 Howard Street","West Bridgewater","MA","02379","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://libraries.state.ma.us/library/west-bridgewater-west-bridgewater-public-library","Massachusetts Board of Library Commissioners","West Bridgewater Public Library Directory Entry","2026-08-17","","5","public_registry","manual:round9:west-bridgewater-public-library:049:2026-08-17","manual","verified"
"Brockton Public Library","community_organization","Public library","","","","https://brocktonpubliclibrary.org/","508-894-1400","btlib@ocln.org","304 Main Street","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://brocktonpubliclibrary.org/185/Hours-Visiting","Brockton Public Library","Hours and Visiting","2026-08-17","","4","official_organization_page","manual:round9:brockton-public-library:050:2026-08-17","manual","verified"
"Taunton Public Library","community_organization","Public library","","","","https://www.tauntonlibrary.org/","508-821-1410","tplreference@sailsinc.org","12 Pleasant Street","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.tauntonlibrary.org/about/contact/","Taunton Public Library","Contact","2026-08-17","","4","official_organization_page","manual:round9:taunton-public-library:051:2026-08-17","manual","verified"
"Plymouth Public Library","community_organization","Public library","","","","https://www.plymouthpubliclibrary.org/","508-830-4250","library@plymouth.ocln.org","132 South Street","Plymouth","MA","02360","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://plymouthpubliclibrary.org/contact-us/","Plymouth Public Library","Contact Us","2026-08-17","","4","official_organization_page","manual:round9:plymouth-public-library:052:2026-08-17","manual","verified"
"New Bedford Free Public Library","community_organization","Public library","","","","https://www.newbedford-ma.gov/library/","508-991-6275","nbmref@sailsinc.org","613 Pleasant Street","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://libraries.state.ma.us/library/pu-newbedfo-free","Massachusetts Board of Library Commissioners","New Bedford Free Public Library Directory Entry","2026-08-17","","5","public_registry","manual:round9:new-bedford-free-public-library:053:2026-08-17","manual","verified"
"Fall River Public Library","community_organization","Public library","","","","https://fallriverlibrary.org/","508-324-2700","frweb@sailsinc.org","104 North Main Street","Fall River","MA","02720","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://fallriverlibrary.org/hours-and-contact/","Fall River Public Library","Hours and Contact","2026-08-17","","4","official_organization_page","manual:round9:fall-river-public-library:054:2026-08-17","manual","verified"
"Thomas Crane Public Library","community_organization","Public library","","","","https://tcplquincy.org/","617-376-1300","quref@ocln.org","40 Washington Street","Quincy","MA","02169","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://tcplquincy.org/visit/locations/","Thomas Crane Public Library","Locations","2026-08-17","","4","official_organization_page","manual:round9:thomas-crane-public-library:055:2026-08-17","manual","verified"
"Middleborough Public Library","community_organization","Public library","","","","https://midlib.org/","508-946-2470","midlib@sailsinc.org","102 North Main Street","Middleborough","MA","02346","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://midlib.org/hours-operation","Middleborough Public Library","Hours of Operation","2026-08-17","","4","official_organization_page","manual:round9:middleborough-public-library:056:2026-08-17","manual","verified"
"Abington Public Library","community_organization","Public library","","","","https://abingtonpl.org/","781-982-2139","ablib@ocln.org","600 Gliniewicz Way","Abington","MA","02351","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://abingtonpl.org/","Abington Public Library","Official Website","2026-08-17","","4","official_organization_page","manual:round9:abington-public-library:057:2026-08-17","manual","verified"
