organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Massachusetts Association of Landscape Professionals","","role_based","yes","Public landscape professional association office","","","info@MLP-MCLP.org","508-653-3373","https://mlp-mclp.org/Contact-MLP","https://mlp-mclp.org/Contact-MLP","Massachusetts Association of Landscape Professionals","Contact MLP","2026-08-18","","4","official_organization_page","manual:round24:massachusetts-association-landscape-professionals:001:2026-08-18","manual","verified"
"New Entry Sustainable Farming Project","","role_based","yes","Public farmer training and food-system program office","","","nesfp@tufts.edu","","https://nesfp.org/about/contact-us","https://nesfp.org/about/contact-us","New Entry Sustainable Farming Project","Contact Us","2026-08-18","","4","official_organization_page","manual:round24:new-entry-sustainable-farming-project:001:2026-08-18","manual","verified"
"Northeast Farmers of Color Land Trust","","role_based","yes","Public land access and cultural stewardship organization contact","","","","","https://nefoclandtrust.org/contact-us","https://nefoclandtrust.org/contact-us","Northeast Farmers of Color Land Trust","Contact Us","2026-08-18","","4","official_organization_page","manual:round24:northeast-farmers-color-land-trust:001:2026-08-18","manual","verified"
"Massachusetts Girls in Trades","","role_based","yes","Public tradeswomen career-pathway organization contact","","","","","https://www.massgirlsintrades.org/","https://www.massgirlsintrades.org/","Massachusetts Girls in Trades","Massachusetts Girls in Trades","2026-08-18","","4","official_organization_page","manual:round24:massachusetts-girls-trades:001:2026-08-18","manual","verified"
"Policy Group on Tradeswomen's Issues","","role_based","yes","Public tradeswomen policy and technical-assistance contact","","","ncte@buildingpathwaysma.org","857-800-8881","https://policygroupontradeswomen.org/meeting-and-events-2/","https://policygroupontradeswomen.org/meeting-and-events-2/","Policy Group on Tradeswomen's Issues","Meetings and Events","2026-08-18","","4","official_organization_page","manual:round24:policy-group-tradeswomens-issues:001:2026-08-18","manual","verified"
"National Association of Women in Construction Boston Chapter 15","","role_based","yes","Public women-in-construction chapter contact","","","nawicboston@gmail.com","","https://www.nawicboston.org/job-postings","https://www.nawicboston.org/job-postings","NAWIC Boston Chapter 15","Job Postings and Chapter Contact","2026-08-18","","4","official_organization_page","manual:round24:nawic-boston-chapter-15:001:2026-08-18","manual","verified"
"National Association of Women in Construction Rhode Island Chapter 52","","role_based","yes","Public women-in-construction chapter contact","","","","","https://www.nawicri.org/","https://www.nawicri.org/","NAWIC Rhode Island Chapter 52","NAWIC Rhode Island","2026-08-18","","4","official_organization_page","manual:round24:nawic-rhode-island-chapter-52:001:2026-08-18","manual","verified"
"Massachusetts Building Trades Unions","","role_based","yes","Public statewide building-trades council contact","","","","","https://massbuildingtrades.org/","https://massbuildingtrades.org/about-the-trades/","Massachusetts Building Trades Unions","About the Trades","2026-08-18","","4","official_union_page","manual:round24:massachusetts-building-trades-unions:001:2026-08-18","manual","verified"
"Greater Boston Building Trades Unions","","role_based","yes","Public regional building-trades council office","","","","617-282-0080","https://gbbtu.org/","https://gbbtu.org/","Greater Boston Building Trades Unions","Greater Boston Building Trades Unions","2026-08-18","","4","official_union_page","manual:round24:greater-boston-building-trades-unions:001:2026-08-18","manual","verified"
"Brockton Building Trades Council","","role_based","yes","Public regional building-trades council office","","","","508-533-1433","https://massbuildingtrades.org/local-building-trades-councils/","https://massbuildingtrades.org/local-building-trades-councils/","Massachusetts Building Trades Unions","Local Building Trades Councils","2026-08-18","","4","official_union_page","manual:round24:brockton-building-trades-council:001:2026-08-18","manual","verified"
"Quincy & South Shore Building Trades Council","","role_based","yes","Public South Shore building-trades council office","","","","857-271-9317","https://massbuildingtrades.org/local-building-trades-councils/","https://massbuildingtrades.org/local-building-trades-councils/","Massachusetts Building Trades Unions","Local Building Trades Councils","2026-08-18","","4","official_union_page","manual:round24:quincy-south-shore-building-trades-council:001:2026-08-18","manual","verified"
"Southeastern Massachusetts Building Trades Council","","role_based","yes","Public southeastern Massachusetts building-trades council office","","","","508-677-7358","https://massbuildingtrades.org/local-building-trades-councils/","https://massbuildingtrades.org/local-building-trades-councils/","Massachusetts Building Trades Unions","Local Building Trades Councils","2026-08-18","","4","official_union_page","manual:round24:southeastern-massachusetts-building-trades-council:001:2026-08-18","manual","verified"
"Rhode Island Building and Construction Trades Council","","role_based","yes","Public state building and construction trades council office","","","","401-331-9682","https://www.buildingtradesri.com/professionalism","https://www.buildingtradesri.com/professionalism","Rhode Island Building and Construction Trades Council","Professionalism","2026-08-18","","4","official_union_page","manual:round24:rhode-island-building-construction-trades-council:001:2026-08-18","manual","verified"
