organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"African Alliance of Rhode Island","","role_based","yes","African community public office","","","info@africanallianceri.org","401-331-5535","https://www.africanallianceri.org/contact","https://www.africanallianceri.org/contact","African Alliance of Rhode Island","Contact","2026-08-18","","4","official_organization_page","manual:round14:african-alliance-rhode-island:001:2026-08-18","manual","verified"
"Cambodian Society of Rhode Island","","role_based","yes","Khmer community public office","","","CSRI.GENERAL@GMAIL.COM","401-771-5507","https://cambodiansocietyofrhodeisland.org/contact-us","https://cambodiansocietyofrhodeisland.org/contact-us","Cambodian Society of Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:cambodian-society-rhode-island:001:2026-08-18","manual","verified"
"Asian Women for Health","","role_based","yes","Pan-Asian health equity public office","","","info@asianwomenforhealth.org","617-938-3640","https://asianwomenforhealth.org/contact-us/","https://asianwomenforhealth.org/contact-us/","Asian Women for Health","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:asian-women-for-health:001:2026-08-18","manual","verified"
"South Asian Workers Center","","role_based","yes","South Asian worker community office","","","sawc.boston@gmail.com","617-615-6782","https://www.sawcus.org/get-involved","https://www.sawcus.org/get-involved","South Asian Workers Center","Get Involved","2026-08-18","","4","official_organization_page","manual:round14:south-asian-workers-center:001:2026-08-18","manual","verified"
"Alternatives for Community and Environment","","role_based","yes","Environmental justice public office","","","info@ace-ej.org","617-442-3343","https://ace-ej.org/","https://ace-ej.org/wp-content/uploads/2024/08/RFP-ACE-Final-Anchor-Organization-Aug-30-2024.pdf","Alternatives for Community and Environment","Request for Proposals: Anchor Organization","2026-08-18","2024-08-30","4","official_organization_document","manual:round14:alternatives-community-environment:001:2026-08-18","manual","verified"
"Groundwork Southcoast","","role_based","yes","Environmental resilience public office","","","","774-813-0008","https://groundworksouthcoast.org/contact-us/","https://groundworksouthcoast.org/contact-us/","Groundwork Southcoast","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:groundwork-southcoast:001:2026-08-18","manual","verified"
"Green Energy Consumers Alliance - Providence Office","","role_based","yes","Clean-energy consumer services office","","","hello@greenenergyconsumers.org","617-397-5199","https://www.greenenergyconsumers.org/vi/node/77","https://www.greenenergyconsumers.org/vi/node/77","Green Energy Consumers Alliance","Contact Us","2026-08-18","","4","official_organization_page","manual:round14:green-energy-consumers-providence:001:2026-08-18","manual","verified"
"Clean Water Action Massachusetts","","role_based","yes","Environmental and public-health advocacy office","","","bostoncwa@cleanwater.org","617-338-8131","https://cleanwater.org/ma","https://cleanwater.org/sites/default/files/2025-08/MA_Legis_Priorities_08.04.25a_C.pdf","Clean Water Action Massachusetts","2025-2026 Legislative Priorities","2026-08-18","2025-08-04","4","official_organization_document","manual:round14:clean-water-action-massachusetts:001:2026-08-18","manual","verified"
"Conservation Law Foundation","","role_based","yes","Environmental law and advocacy public office","","","e-info@clf.org","617-350-0990","https://www.clf.org/about/","https://www.clf.org/about/","Conservation Law Foundation","For a Thriving New England","2026-08-18","","4","official_organization_page","manual:round14:conservation-law-foundation:001:2026-08-18","manual","verified"
"Laborers Local 876","","role_based","yes","Union public office","","","","508-824-4670","https://laborerslocal876.org/contact/","https://laborerslocal876.org/contact/","Laborers' Local 876","Contact","2026-08-18","","4","official_organization_page","manual:round14:laborers-local-876-contact:001:2026-08-18","manual","verified"
