canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Veterans Legal Services","veteran_community_nonprofit","Civil legal services for veterans experiencing housing, benefits, family, debt, and related legal needs","","","","https://www.veteranslegalservices.org/","857-317-4474","info@veteranslegalservices.org","PO Box 8457","Boston","MA","02114","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.veteranslegalservices.org/","Veterans Legal Services","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:veterans-legal-services:001:2026-08-18","manual","verified"
"Brighton Marine","veteran_community_nonprofit","Veteran housing, community services, health-resource navigation, and support programs","","","","https://www.brightonmarine.org/","617-903-3107","feedback@brighton-marine.org","77 Warren Street","Brighton","MA","02135","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.brightonmarine.org/news-media?2b15152c_page=4","Brighton Marine","News Media and General Inquiries","2026-08-18","","4","official_organization_page","manual:round16:brighton-marine:001:2026-08-18","manual","verified"
"Brockton Vet Center","veteran_support_public_program","Confidential counseling, transition support, outreach, and referrals for veterans, service members, and families","","","","https://www.va.gov/brockton-vet-center/","508-580-2730","","1 Pearl Street Suite 2300","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.va.gov/brockton-vet-center/","U.S. Department of Veterans Affairs","Brockton Vet Center","2026-08-18","","4","official_government_page","manual:round16:brockton-vet-center:001:2026-08-18","manual","verified"
"New Bedford Vet Center","veteran_support_public_program","Confidential counseling, transition support, outreach, and referrals for veterans, service members, and families","","","","https://www.va.gov/new-bedford-vet-center/","508-999-6920","","73 Huttleston Avenue","Fairhaven","MA","02719","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.va.gov/new-bedford-vet-center/","U.S. Department of Veterans Affairs","New Bedford Vet Center","2026-08-18","","4","official_government_page","manual:round16:new-bedford-vet-center:001:2026-08-18","manual","verified"
"Providence Vet Center","veteran_support_public_program","Confidential counseling, transition support, outreach, and referrals for veterans, service members, and families","","","","https://www.va.gov/providence-vet-center/","401-739-0167","","2038 Warwick Avenue","Warwick","RI","02889","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.va.gov/providence-vet-center/","U.S. Department of Veterans Affairs","Providence Vet Center","2026-08-18","","4","official_government_page","manual:round16:providence-vet-center:001:2026-08-18","manual","verified"
"Cape Cod Vet Center","veteran_support_public_program","Confidential counseling, transition support, outreach, and referrals for veterans, service members, and families","","","","https://www.va.gov/cape-cod-vet-center/","508-778-0124","","474 West Main Street","Hyannis","MA","02601","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.va.gov/cape-cod-vet-center/","U.S. Department of Veterans Affairs","Cape Cod Vet Center","2026-08-18","","4","official_government_page","manual:round16:cape-cod-vet-center:001:2026-08-18","manual","verified"
"Boston Center for Independent Living","disability_community_nonprofit","Independent-living advocacy, peer support, skills training, transition, and disability services","","","","https://bostoncil.org/","617-338-6665","contactBCIL@bostoncil.org","60 Temple Place","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://bostoncil.org/","Boston Center for Independent Living","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:boston-center-independent-living:001:2026-08-18","manual","verified"
"Disability Law Center","disability_rights_nonprofit","Protection and advocacy, legal assistance, investigations, and rights education for people with disabilities","","","","https://www.dlc-ma.org/","617-723-8455","mail@dlc-ma.org","11 Beacon Street Suite 925","Boston","MA","02108","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/info-details/council-members-staff-and-dd-network-representatives","Commonwealth of Massachusetts","Developmental Disabilities Network Representatives","2026-08-18","","4","official_government_directory","manual:round16:disability-law-center:001:2026-08-18","manual","verified"
"Disability Rights Rhode Island","disability_rights_nonprofit","Protection and advocacy, legal assistance, investigations, and rights education for people with disabilities","","","","https://drri.org/","401-831-3150","info@drri.org","220 Toll Gate Road Suite A","Warwick","RI","02886","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://drri.org/contact-us/","Disability Rights Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:disability-rights-rhode-island:001:2026-08-18","manual","verified"
"Ocean State Center for Independent Living","disability_community_nonprofit","Independent-living advocacy, peer support, skills training, transition, and disability services","","","","https://www.oscil.org/","401-738-1013","info@oscil.org","1944 Warwick Avenue","Warwick","RI","02889","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.oscil.org/about/location-hours","Ocean State Center for Independent Living","Locations and Hours","2026-08-18","","4","official_organization_page","manual:round16:ocean-state-center-independent-living:001:2026-08-18","manual","verified"
"The Autism Project","disability_community_nonprofit","Autism education, family support, professional training, social programs, and community navigation","","","","https://theautismproject.org/","401-785-2666","","1516 Atwood Avenue","Johnston","RI","02919","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://theautismproject.org/about-us/who-we-are/contact-directions","The Autism Project","Contact and Directions","2026-08-18","","4","official_organization_page","manual:round16:the-autism-project:001:2026-08-18","manual","verified"
"Autism Alliance","disability_community_nonprofit","Autism information, family support, referrals, education, social programs, and community navigation","","","","https://autismalliance.org/","508-652-9900","AutismAlliance@Advocates.org","1881 Worcester Road","Framingham","MA","01701","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.mass.gov/info-details/autism-support-centers-list","Commonwealth of Massachusetts","Autism Support Centers List","2026-08-18","","4","official_government_directory","manual:round16:autism-alliance:001:2026-08-18","manual","verified"
"Massachusetts Down Syndrome Congress","disability_community_nonprofit","Down syndrome information, family support, education, advocacy, and community inclusion programs","","","","https://mdsc.org/","781-221-0024","info@mdsc.org","20 Burlington Mall Road Suite 261","Burlington","MA","01803","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://mdsc.org/home/accessibility-policy/","Massachusetts Down Syndrome Congress","Accessibility Policy and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:massachusetts-down-syndrome-congress:001:2026-08-18","manual","verified"
"Brain Injury Association of Massachusetts","disability_community_nonprofit","Brain-injury education, support, advocacy, resource navigation, and community programs","","","","https://biama.org/","508-475-0032","biama@biama.org","30 Lyman Street Suite 10","Westborough","MA","01581","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://biama.org/","Brain Injury Association of Massachusetts","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:brain-injury-association-massachusetts:001:2026-08-18","manual","verified"
"Jewish Family & Children's Service","multicultural_community_nonprofit","Family support, disability, aging, food, mental-health, and community services across backgrounds","","","","https://www.jfcsboston.org/","781-647-5327","info@jfcsboston.org","1430 Main Street","Waltham","MA","02451","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.jfcsboston.org/about/where-we-work","Jewish Family & Children's Service","Where We Work","2026-08-18","","4","official_organization_page","manual:round16:jewish-family-childrens-service:001:2026-08-18","manual","verified"
"Jewish Collaborative Services","multicultural_community_nonprofit","Housing, food, counseling, eldercare, adoption, and community-support services","","","","https://jcsri.org/","401-331-1244","info@jcsri.org","1165 North Main Street","Providence","RI","02904","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://jcsri.org/about/careers/","Jewish Collaborative Services","Careers and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:jewish-collaborative-services:001:2026-08-18","manual","verified"
"Islamic Center of New England","faith_cultural_community_organization","Islamic worship, education, youth programs, charitable assistance, and community services","","","","https://icne.net/","617-479-8611","","470 South Street","Quincy","MA","02169","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://icne.net/contact/","Islamic Center of New England","Contact","2026-08-18","","4","official_organization_page","manual:round16:islamic-center-new-england:001:2026-08-18","manual","verified"
"Muslim Community Support Services of Massachusetts","faith_cultural_community_organization","Emergency relief, food, family support, referrals, and culturally responsive community services","","","","https://mcssnewengland.org/","970-462-7763","contactmcss@mcssnewengland.org","PO Box 256","Burlington","MA","01803","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://mcssnewengland.org/need-help","Muslim Community Support Services of Massachusetts","Need Help","2026-08-18","","4","official_organization_page","manual:round16:muslim-community-support-services-ma:001:2026-08-18","manual","verified"
"Center for Arabic Culture","faith_cultural_community_organization","Arabic and Arab-American arts, language, education, youth, and cultural programs","","","","https://cacboston.squarespace.com/","","","240 Elm Street 2nd Floor","Somerville","MA","02144","","","","active","1","1","canonical_name;organization_type;industry;website;street;city;state;zip;active_status;public_accessibility;active_program","https://cacboston.squarespace.com/","Center for Arabic Culture","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:center-arabic-culture:001:2026-08-18","manual","verified"
"India Association of Greater Boston","faith_cultural_community_organization","Indian-American cultural, civic, youth, education, and community programs","","","","https://www.iagb.org/","","iagb@iagb.org","PO Box 1345","Burlington","MA","01803","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.iagb.org/contact-us/","India Association of Greater Boston","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:india-association-greater-boston:001:2026-08-18","manual","verified"
"Discovery Language Academy","immigrant_community_nonprofit","English, Portuguese, and Spanish language learning, cultural education, and career preparation","","","","https://www.discoverylanguageacademy.org/","508-997-8295","info@discoverylanguageacademy.org","128 Union Street","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.discoverylanguageacademy.org/dla/","Discovery Language Academy","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:discovery-language-academy:001:2026-08-18","manual","verified"
"Muslim Justice League","civil_rights_organization","Civil and human-rights education, community organizing, policy advocacy, and support for Muslim communities","","","","https://muslimjusticeleague.org/","857-217-2930","info@muslimjusticeleague.org","89 South Street Suite LL02","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://muslimjusticeleague.org/donate/","Muslim Justice League","Donate and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:muslim-justice-league:001:2026-08-18","manual","verified"
"National Association of Letter Carriers Branch 34","union_local","Postal worker representation, collective bargaining, workplace advocacy, training, and member services","National Association of Letter Carriers","34","","https://nalcbranch34.com/","781-281-1133","","400 West Cummings Park Suite 3950","Woburn","MA","01801","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://nalcbranch34.com/contact-us/","National Association of Letter Carriers Branch 34","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:nalc-branch-34:001:2026-08-18","manual","verified"
"Amalgamated Transit Union Local 618","union_local","Public-transit worker representation, collective bargaining, workplace advocacy, and member services","Amalgamated Transit Union","618","","https://atulocals.org/local-618/","401-785-4020","","172 Longfellow Street","Providence","RI","02907","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://atulocals.org/local-618/atu-division-618","Amalgamated Transit Union Local 618","ATU Division 618","2026-08-18","","4","official_organization_page","manual:round16:atu-local-618:001:2026-08-18","manual","verified"
"Rhode Island Council 94, AFSCME, AFL-CIO","labor_organization","Public-service worker representation, collective bargaining, workplace advocacy, and member services","AFSCME","94","","https://ricouncil94.org/","401-724-5900","","1179 Charles Street","North Providence","RI","02904","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://ricouncil94.org/contact-us","Rhode Island Council 94, AFSCME, AFL-CIO","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:ri-council-94:001:2026-08-18","manual","verified"
"National Education Association Rhode Island","labor_organization","Education-worker representation, professional support, collective bargaining, and public-education advocacy","National Education Association","","","https://www.neari.org/","401-463-9630","","99 Bald Hill Road","Cranston","RI","02920","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.neari.org/contact-us","National Education Association Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:nea-rhode-island:001:2026-08-18","manual","verified"
"Rhode Island Federation of Teachers and Health Professionals","labor_organization","Education and health-professional representation, collective bargaining, workplace advocacy, and member services","American Federation of Teachers","","","https://rifthp.org/","401-273-9800","info@rifthp.org","356 Smith Street","Providence","RI","02908","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://rifthp.org/content/rifthp","Rhode Island Federation of Teachers and Health Professionals","About RIFTHP","2026-08-18","","4","official_organization_page","manual:round16:rifthp:001:2026-08-18","manual","verified"
"OPEIU Local 6","union_local","Office and professional employee representation, collective bargaining, workplace advocacy, and member services","Office and Professional Employees International Union","6","","https://opeiulocal6.org/","781-848-6006","","150 Wood Road Suite 400","Braintree","MA","02184","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://opeiulocal6.org/about-us/contact-us/","OPEIU Local 6","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:opeiu-local-6:001:2026-08-18","manual","verified"
"Providence Fire Fighters IAFF Local 799","union_local","Firefighter representation, collective bargaining, workplace advocacy, public safety, and member services","International Association of Fire Fighters","799","","https://www.providencefirefighters.org/","401-272-7999","info@providencefirefighters.org","92 Printery Street","Providence","RI","02904","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;local_number;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.providencefirefighters.org/?zone=/unionactive/privacy_policy.cfm","Providence Fire Fighters IAFF Local 799","Privacy Policy and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:providence-firefighters-local-799:001:2026-08-18","manual","verified"
"Rhode Island AFL-CIO","labor_organization","State labor federation, worker advocacy, organizing support, policy work, and affiliate coordination","AFL-CIO","","","https://rhodeislandaflcio.org/","401-751-7100","","194 Smith Street","Providence","RI","02908","","","","active","1","1","canonical_name;organization_type;industry;union_affiliation;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://rhodeislandaflcio.org/contact/","Rhode Island AFL-CIO","Contact","2026-08-18","","4","official_organization_page","manual:round16:rhode-island-afl-cio:001:2026-08-18","manual","verified"
